;index;ANS;REG_RAN_18;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;Agriculteurs;Artisans-commerçants-chefs d'entreprise;Cadres et professions intellectuelles supérieures;Professions intermédiaires;Employés;Ouvriers;Anciens actifs_x;Inactifs et chômeurs n'ayant jamais travaillé;Agriculture;Industrie;BTP;Tertiaire;Inactifs ou chômeurs;Actifs ayant un emploi;Chômeurs;Étudiants ou élèves;Militaires du contingent;Anciens actifs_y;Autres inactifs;Personnes de moins de 15 ans (17 ans pour le RP 1975) ou étudiants - élèves;Aucun diplôme ou au mieux BEPC - brevet des collèges ou DNB;CAP - BEP;Baccalauréat (général - techno - pro);Diplôme d'études supérieures;Autres nationalités;Français de naissance;Français par acquisition;Espagnols;Italiens;Portugais;Autres nationalités d'Europe;Autres nationalités d'Afrique;Algériens;Marocains;Tunisiens;Turcs;Marié;Non marié;Homme;Femme;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;REGION
81;9;1990;44;72723.0;72736.0;73617.0;74040.0;75753.0;72704.0;71675.0;76767.0;79508.0;78481.0;74801.0;70274.0;71706.0;69771.0;70694.0;76911.0;82278.0;87261.0;87864.0;85446.0;84595.0;83924.0;83341.0;83825.0;86066.0;86952.0;88191.0;83581.0;84827.0;84870.0;83812.0;83880.0;82750.0;83161.0;83866.0;83587.0;82346.0;82173.0;81795.0;83710.0;84412.0;81876.0;79247.0;77921.0;56194.0;53121.0;53668.0;53073.0;52552.0;48261.0;57045.0;56040.0;54887.0;55572.0;55544.0;56317.0;55896.0;57026.0;59133.0;58617.0;55798.0;54760.0;53923.0;52178.0;50565.0;48058.0;47058.0;46330.0;47667.0;44644.0;33059.0;20240.0;18176.0;19383.0;19546.0;32079.0;30990.0;30701.0;27163.0;26315.0;24377.0;22948.0;21018.0;18681.0;15578.0;13640.0;11834.0;10245.0;8212.0;6124.0;5041.0;3568.0;2840.0;2088.0;1296.0;976.0;680.0;492.0;268.0;75472.0;129986.0;197282.0;428334.0;620849.0;851569.0;790879.0;2247364.0;98133.0;604249.0;147735.0;1241217.0;3250401.0;2091334.0;236368.0;481519.0;24640.0;790879.0;1716995.0;1527592.0;2142767.0;958333.0;363332.0;349711.0;9080.0;4862425.0;178272.0;13550.0;52353.0;43421.0;28077.0;5526.0;54757.0;47028.0;7336.0;39910.0;2425857.0;2915878.0;2613543.0;2728192.0;172.0;148.0;92.0;64.0;20.0;16.0;16.0;4.0;;;;;;;;;;;;;;;Grand Est
82;10;1990;52;40448.0;40685.0;40564.0;41359.0;41930.0;41319.0;40735.0;43833.0;46839.0;47342.0;45427.0;44044.0;44898.0;44664.0;45546.0;48684.0;52039.0;53487.0;52265.0;51104.0;47918.0;47760.0;47250.0;47459.0;47352.0;48315.0;47096.0;45712.0;46504.0;44318.0;44570.0;44208.0;43040.0;43714.0;43645.0;43784.0;43946.0;45210.0;44690.0;45326.0;46013.0;46008.0;45970.0;43552.0;31232.0;29392.0;30218.0;28417.0;24918.0;24184.0;29706.0;29285.0;29581.0;29582.0;29876.0;30562.0;30443.0;31474.0;30878.0;31823.0;29690.0;29628.0;30983.0;29420.0;29007.0;29140.0;29555.0;27785.0;28486.0;28905.0;19125.0;13657.0;12200.0;10965.0;11685.0;20847.0;20880.0;19611.0;17050.0;16950.0;15152.0;13877.0;12288.0;10868.0;10253.0;8924.0;7848.0;6556.0;5384.0;4357.0;3500.0;2588.0;2088.0;1468.0;1028.0;736.0;504.0;412.0;268.0;95545.0;91118.0;100958.0;224319.0;356139.0;454416.0;507442.0;1206338.0;119384.0;299006.0;91968.0;685541.0;1840376.0;1195899.0;136997.0;296254.0;14217.0;507442.0;885466.0;907816.0;1225147.0;522972.0;200660.0;179680.0;3657.0;2983531.0;17342.0;1129.0;708.0;7388.0;1994.0;1207.0;3873.0;8997.0;2817.0;3632.0;1372640.0;1663635.0;1477671.0;1558604.0;196.0;104.0;52.0;28.0;28.0;20.0;16.0;4.0;;8.0;8.0;;;;;;;;;;;;Pays de la Loire
83;11;1990;53;35085.0;34366.0;34696.0;35200.0;34600.0;34242.0;34520.0;37085.0;38948.0;40037.0;37885.0;37425.0;37518.0;36050.0;38088.0;41312.0;44270.0;46107.0;46448.0;45875.0;43216.0;42997.0;43103.0;42294.0;43123.0;43034.0;43155.0;41747.0;41564.0;41243.0;39135.0;40285.0;38754.0;39247.0;38709.0;38185.0;38915.0;39095.0;39033.0;40387.0;41493.0;41488.0;41170.0;38528.0;28429.0;26729.0;26631.0;25357.0;21955.0;22669.0;28346.0;27724.0;28360.0;29536.0;28432.0;29082.0;29174.0;30136.0;29753.0;30225.0;29075.0;28974.0;29217.0;28907.0;28679.0;29218.0;29800.0;28239.0;29525.0;29455.0;20097.0;15434.0;13157.0;11540.0;12481.0;21724.0;20940.0;20192.0;17956.0;17212.0;15376.0;13797.0;11872.0;10680.0;9441.0;8068.0;7236.0;5708.0;4628.0;3412.0;2808.0;1856.0;1388.0;968.0;668.0;492.0;312.0;288.0;152.0;106449.0;92160.0;96125.0;212067.0;319580.0;350072.0;494272.0;1082746.0;124950.0;205682.0;77671.0;657432.0;1687736.0;1065735.0;120323.0;283475.0;11715.0;494272.0;777951.0;797088.0;1123014.0;436868.0;206867.0;189634.0;1905.0;2725283.0;10976.0;752.0;433.0;3750.0;1742.0;704.0;1685.0;3673.0;672.0;1896.0;1218980.0;1534491.0;1334041.0;1419430.0;104.0;96.0;48.0;20.0;20.0;4.0;4.0;;4.0;4.0;;;;;;;;;;;;;Bretagne
84;12;1990;75;54277.0;54283.0;54403.0;54102.0;55608.0;54955.0;54182.0;58515.0;61310.0;64074.0;60646.0;58346.0;59824.0;59415.0;61111.0;66506.0;72451.0;75710.0;76318.0;75115.0;72125.0;72446.0;70806.0;73060.0;73050.0;74026.0;74803.0;70276.0;71110.0;70661.0;69073.0;69488.0;69312.0;68823.0;69773.0;70694.0;70352.0;72359.0;72302.0;73343.0;74278.0;73532.0;75438.0;71042.0;54338.0;52225.0;53178.0;49238.0;46474.0;41605.0;51031.0;49994.0;50488.0;51764.0;53200.0;54767.0;55100.0;57054.0;57647.0;58169.0;57227.0;56510.0;56705.0;56947.0;56415.0;56284.0;56381.0;55375.0;58056.0;57827.0;39383.0;30362.0;25998.0;23312.0;26301.0;42529.0;41711.0;41174.0;36719.0;36305.0;34059.0;31467.0;28066.0;25701.0;22417.0;19921.0;17296.0;14612.0;12152.0;9681.0;7585.0;5732.0;4809.0;3408.0;2372.0;1716.0;1132.0;828.0;556.0;167121.0;178333.0;174182.0;364013.0;606634.0;654448.0;979553.0;1821522.0;210996.0;372848.0;150600.0;1189438.0;3021924.0;1923882.0;242387.0;430338.0;20188.0;979553.0;1349458.0;1244212.0;2215322.0;799497.0;362236.0;324539.0;5808.0;4715253.0;102505.0;20547.0;6612.0;41825.0;7995.0;2946.0;9289.0;25649.0;2860.0;4517.0;2293409.0;2652397.0;2397642.0;2548164.0;528.0;272.0;152.0;100.0;48.0;28.0;32.0;4.0;4.0;8.0;4.0;;;;;;;;;;;;Nouvelle-Aquitaine
85;13;1990;76;47541.0;46290.0;46805.0;47500.0;46850.0;46152.0;47030.0;48686.0;49911.0;51752.0;50690.0;48062.0;48730.0;47815.0;48931.0;53501.0;57104.0;60590.0;63011.0;63428.0;62383.0;61062.0;61750.0;62287.0;63418.0;63034.0;64389.0;61580.0;62201.0;61295.0;61136.0;60014.0;59724.0;58438.0;59259.0;59432.0;59633.0;60212.0;59781.0;61914.0;62550.0;63277.0;62455.0;61494.0;47966.0;47460.0;48204.0;44420.0;42400.0;36746.0;44051.0;42828.0;44034.0;45380.0;45973.0;47404.0;48689.0;49365.0;49860.0;51534.0;50042.0;49354.0;48834.0;49272.0;49939.0;49345.0;49800.0;49493.0;51442.0;52575.0;35657.0;26244.0;23931.0;21044.0;23795.0;38314.0;36076.0;36682.0;32131.0;31998.0;29260.0;27356.0;23745.0;21836.0;20043.0;16568.0;14454.0;13057.0;10757.0;8296.0;6580.0;5048.0;3857.0;2956.0;1976.0;1536.0;984.0;568.0;436.0;129236.0;164634.0;176156.0;328516.0;503582.0;486783.0;821891.0;1634750.0;155865.0;261872.0;129431.0;1042111.0;2656269.0;1589279.0;222745.0;372671.0;15513.0;821891.0;1223449.0;1054212.0;1920596.0;588253.0;344714.0;337773.0;7071.0;3852255.0;208373.0;47386.0;13029.0;23507.0;11545.0;2617.0;27468.0;44127.0;5152.0;3018.0;1973882.0;2271666.0;2059591.0;2185957.0;328.0;224.0;124.0;104.0;52.0;8.0;;4.0;;4.0;8.0;;;;;;;;;;;;Occitanie
86;14;1990;84;80342.0;80886.0;82105.0;82831.0;83452.0;82255.0;83040.0;88299.0;90183.0;91038.0;87271.0;84761.0;85893.0;83723.0;85113.0;91256.0;98810.0;101892.0;103978.0;101991.0;99599.0;97293.0;97432.0;97159.0;95358.0;97278.0;97119.0;93115.0;94302.0;93596.0;94646.0;93905.0;93400.0;94584.0;95034.0;95259.0;95396.0;96912.0;96656.0;100394.0;100068.0;102127.0;103791.0;99710.0;81358.0;78116.0;75784.0;71019.0;67804.0;60973.0;70360.0;67701.0;67756.0;67352.0;67798.0;68894.0;69955.0;70902.0;71793.0;72077.0;69060.0;67959.0;67686.0;67040.0;65836.0;62774.0;61823.0;61826.0;62686.0;61804.0;42463.0;31087.0;27797.0;25177.0;25887.0;44023.0;42554.0;41018.0;36723.0;35665.0;33287.0;31197.0;27361.0;24211.0;22097.0;19244.0;16660.0;14372.0;12821.0;9869.0;7480.0;5848.0;4296.0;3380.0;2144.0;1684.0;1132.0;680.0;492.0;122767.0;244719.0;279157.0;563899.0;753400.0;913356.0;1080796.0;2504876.0;138915.0;697499.0;204665.0;1584138.0;3837753.0;2625217.0;275249.0;606593.0;26708.0;1080796.0;1848407.0;1806251.0;2630469.0;1010780.0;498419.0;517051.0;13384.0;5831559.0;220229.0;25553.0;49087.0;80316.0;19094.0;5800.0;98962.0;47459.0;37979.0;33548.0;2905400.0;3557570.0;3153841.0;3309129.0;337.0;240.0;164.0;76.0;68.0;12.0;24.0;12.0;;;;;;;;;;;;;;;Auvergne-Rhône-Alpes
87;15;1990;93;47043.0;46561.0;47083.0;47731.0;47734.0;47180.0;46762.0;49501.0;50550.0;50901.0;48517.0;48157.0;47714.0;45682.0;46433.0;48654.0;52567.0;55373.0;56149.0;55768.0;55231.0;54410.0;54785.0;56564.0;56837.0;57118.0;57025.0;55787.0;53912.0;57181.0;56657.0;56571.0;56198.0;56033.0;57288.0;56938.0;55747.0;56976.0;56634.0;60096.0;59767.0;58652.0;60550.0;59778.0;49423.0;49235.0;49890.0;47329.0;43418.0;42000.0;43416.0;41987.0;41887.0;42198.0;43509.0;44379.0;44915.0;45862.0;45872.0;47052.0;45154.0;43857.0;43582.0;44381.0;43698.0;41955.0;43104.0;42261.0;45183.0;46223.0;33689.0;25159.0;23056.0;21688.0;23620.0;33924.0;33185.0;31121.0;28885.0;27591.0;25330.0;23512.0;20389.0;18342.0;16273.0;14232.0;12225.0;10509.0;8772.0;7172.0;5579.0;4680.0;3269.0;2616.0;1892.0;1256.0;916.0;532.0;409.0;36849.0;159074.0;180325.0;324147.0;518905.0;441918.0;718358.0;1595576.0;54517.0;211310.0;127798.0;1046627.0;2534900.0;1440252.0;244077.0;333933.0;13279.0;718358.0;1225253.0;1012203.0;1746940.0;541255.0;340621.0;334133.0;8887.0;3511520.0;224462.0;17686.0;31770.0;10348.0;18808.0;5954.0;62094.0;38700.0;42515.0;2408.0;1828390.0;2146762.0;1915411.0;2059741.0;308.0;212.0;84.0;56.0;56.0;20.0;4.0;8.0;;12.0;;4.0;;;;;;;;;;;Provence-Alpes-Côte d'Azur
88;16;1990;94;2410.0;2507.0;2425.0;2555.0;2583.0;2607.0;2688.0;3025.0;2951.0;3115.0;3005.0;2698.0;2719.0;2628.0;2828.0;2942.0;3056.0;3320.0;3169.0;3155.0;3042.0;2891.0;3240.0;3106.0;3321.0;3263.0;3235.0;3186.0;3091.0;3292.0;3401.0;3595.0;3536.0;3447.0;3713.0;3553.0;3649.0;3680.0;3577.0;3797.0;3737.0;3617.0;3568.0;3352.0;2761.0;3155.0;2722.0;2908.0;2546.0;2698.0;2750.0;2485.0;2492.0;2544.0;2379.0;2551.0;2625.0;2629.0;2660.0;2922.0;2494.0;2765.0;2428.0;2441.0;2520.0;2492.0;2612.0;2500.0;2557.0;2744.0;2168.0;1520.0;1576.0;1524.0;1548.0;2048.0;1724.0;1824.0;1528.0;1492.0;1268.0;1196.0;1112.0;916.0;860.0;780.0;648.0;596.0;524.0;492.0;352.0;240.0;176.0;144.0;64.0;92.0;56.0;44.0;20.0;4200.0;11439.0;6919.0;14083.0;29555.0;24820.0;35122.0;107089.0;6552.0;6167.0;9087.0;57986.0;153435.0;79792.0;13475.0;18936.0;552.0;35122.0;85350.0;57250.0;121863.0;21304.0;19756.0;13054.0;192.0;205714.0;6886.0;429.0;2794.0;2357.0;871.0;110.0;773.0;10898.0;2150.0;53.0;106136.0;127091.0;115525.0;117702.0;8.0;4.0;12.0;;4.0;;;;8.0;4.0;;;;;;;;;;;;;Corse
89;17;1990;FF;36834.0;33429.0;31245.0;29228.0;27427.0;24379.0;21387.0;18523.0;19312.0;19852.0;19001.0;18034.0;17265.0;16469.0;16252.0;15977.0;16706.0;17257.0;19274.0;21555.0;24375.0;24659.0;25396.0;27806.0;29623.0;31531.0;32085.0;31400.0;29523.0;31266.0;29256.0;27714.0;26692.0;24797.0;23394.0;21525.0;20194.0;19144.0;16856.0;17749.0;16445.0;15346.0;14701.0;13617.0;11043.0;10933.0;9897.0;9293.0;7689.0;7433.0;6800.0;6131.0;5442.0;5074.0;4903.0;4767.0;4415.0;4400.0;4086.0;4474.0;4047.0;3876.0;3742.0;3545.0;3516.0;3324.0;3010.0;2802.0;2602.0;2452.0;1896.0;1407.0;1244.0;1103.0;1021.0;1174.0;1048.0;981.0;856.0;939.0;835.0;783.0;538.0;567.0;425.0;431.0;408.0;405.0;354.0;281.0;204.0;140.0;125.0;88.0;65.0;76.0;21.0;4.0;32.0;3799.0;27974.0;93553.0;79309.0;98689.0;128984.0;40289.0;699087.0;11211.0;63096.0;33355.0;249936.0;814086.0;357598.0;98253.0;175099.0;2780.0;40289.0;497665.0;510011.0;323839.0;62567.0;99791.0;175476.0;163584.0;413776.0;66964.0;12523.0;17323.0;48433.0;130284.0;98245.0;52690.0;92508.0;23571.0;51783.0;441381.0;730303.0;590795.0;580889.0;18.0;9.0;;5.0;4.0;;;;1.0;;;;;;;;;;;;;;faute de frappe
90;0;1999;01;5559.0;5815.0;5842.0;5655.0;5841.0;5827.0;5955.0;6108.0;6301.0;6690.0;6146.0;6095.0;5783.0;6096.0;6088.0;6329.0;6470.0;6468.0;6469.0;5887.0;5398.0;5887.0;6165.0;6807.0;7055.0;7054.0;7298.0;6907.0;6432.0;6118.0;6160.0;5768.0;6126.0;6052.0;6249.0;6090.0;6359.0;5763.0;5941.0;5609.0;5366.0;5120.0;5069.0;4986.0;4778.0;4612.0;4478.0;4418.0;4292.0;4623.0;4078.0;3952.0;3601.0;3922.0;3514.0;3051.0;3196.0;2799.0;2956.0;3061.0;2619.0;2723.0;2803.0;2815.0;2751.0;2362.0;2419.0;2290.0;2413.0;2013.0;2138.0;2159.0;1936.0;2116.0;1954.0;1667.0;1675.0;1617.0;1576.0;1377.0;1260.0;1070.0;872.0;879.0;898.0;748.0;615.0;608.0;522.0;431.0;335.0;285.0;248.0;188.0;161.0;127.0;83.0;55.0;53.0;4699.0;13161.0;7919.0;25042.0;62952.0;38836.0;42528.0;186332.0;6983.0;8306.0;7833.0;88904.0;269443.0;112026.0;59592.0;44728.0;714.0;42528.0;121881.0;129626.0;158921.0;43455.0;26165.0;23302.0;8098.0;369299.0;3177.0;32.0;64.0;28.0;327.0;220.0;92.0;75.0;36.0;21.0;102056.0;279413.0;183407.0;198062.0;25.0;21.0;11.0;6.0;6.0;3.0;;2.0;;;;;;;;;;;;;;;Guadeloupe
91;1;1999;02;4935.0;4978.0;5003.0;5095.0;5231.0;5109.0;5742.0;5802.0;5887.0;6308.0;6082.0;6225.0;5781.0;5664.0;5783.0;5738.0;5607.0;5593.0;5765.0;5561.0;5130.0;5131.0;5250.0;5743.0;6003.0;6221.0;6272.0;6631.0;6472.0;5790.0;6154.0;6220.0;6277.0;6701.0;6432.0;6379.0;6437.0;6073.0;6032.0;5888.0;5374.0;5258.0;5063.0;4873.0;4695.0;4747.0;4440.0;4362.0;4304.0;4177.0;4072.0;3770.0;3609.0;3898.0;3520.0;3087.0;3114.0;2999.0;2983.0;3068.0;3014.0;3144.0;3148.0;3149.0;2954.0;2959.0;2489.0;2521.0;2616.0;2565.0;2486.0;2408.0;2174.0;2263.0;2288.0;1743.0;1901.0;1771.0;1674.0;1462.0;1258.0;1190.0;989.0;1095.0;975.0;804.0;745.0;705.0;549.0;444.0;361.0;339.0;257.0;211.0;183.0;145.0;103.0;75.0;54.0;2875.0;11972.0;8703.0;26753.0;60514.0;43093.0;48715.0;171222.0;8146.0;9183.0;7159.0;91546.0;257813.0;116034.0;55244.0;41855.0;816.0;48715.0;111183.0;120809.0;157247.0;45501.0;24756.0;25534.0;2032.0;368826.0;2184.0;27.0;52.0;81.0;337.0;161.0;70.0;42.0;23.0;12.0;95995.0;277852.0;178599.0;195248.0;34.0;19.0;12.0;10.0;7.0;6.0;2.0;3.0;1.0;1.0;;1.0;1.0;1.0;;;;;;;;;Martinique
92;2;1999;03;3390.0;3518.0;3399.0;3292.0;3447.0;3383.0;3480.0;3591.0;3411.0;3230.0;2915.0;2941.0;2902.0;2979.0;2866.0;2779.0;2954.0;2748.0;2586.0;2420.0;2215.0;2214.0;2109.0;2111.0;2185.0;2055.0;2122.0;1984.0;1993.0;1977.0;2050.0;2026.0;2119.0;2081.0;2272.0;2093.0;2111.0;2120.0;2170.0;2135.0;2056.0;1960.0;1891.0;1774.0;1856.0;1640.0;1657.0;1561.0;1433.0;1373.0;1259.0;1184.0;1061.0;1088.0;1027.0;923.0;815.0;703.0;754.0;694.0;632.0;627.0;542.0;558.0;510.0;450.0;455.0;387.0;448.0;389.0;352.0;311.0;298.0;311.0;309.0;263.0;249.0;222.0;231.0;191.0;152.0;138.0;140.0;105.0;123.0;76.0;86.0;80.0;79.0;41.0;39.0;25.0;27.0;26.0;16.0;13.0;12.0;15.0;7.0;1808.0;4197.0;3313.0;8078.0;17849.0;13073.0;6492.0;85217.0;2564.0;3108.0;2960.0;28845.0;102550.0;37477.0;16919.0;15829.0;155.0;6492.0;63155.0;62488.0;47804.0;14705.0;7304.0;7726.0;35121.0;97514.0;6519.0;31.0;44.0;37.0;473.0;174.0;58.0;37.0;6.0;13.0;23932.0;116095.0;70348.0;69679.0;6.0;2.0;;;1.0;;;;;;;1.0;;;;;;;;;;;Guyane
93;3;1999;04;12014.0;11996.0;11615.0;11878.0;11985.0;11942.0;13089.0;13145.0;13025.0;13282.0;13178.0;12343.0;12492.0;12805.0;13092.0;12701.0;11976.0;11925.0;12215.0;12224.0;11578.0;11535.0;11600.0;11526.0;11592.0;10896.0;11276.0;11211.0;10545.0;11318.0;11345.0;11829.0;11684.0;11939.0;12017.0;11644.0;11169.0;10472.0;9869.0;9497.0;9035.0;8885.0;9005.0;8293.0;8415.0;8381.0;7887.0;7298.0;6822.0;6608.0;5800.0;6238.0;5664.0;5020.0;4945.0;5118.0;5099.0;4515.0;4717.0;4407.0;4302.0;4439.0;4262.0;4010.0;3682.0;3428.0;3194.0;2891.0;3076.0;2828.0;2704.0;2686.0;2472.0;2386.0;2325.0;2050.0;2000.0;1755.0;1823.0;1219.0;1147.0;1006.0;972.0;899.0;771.0;641.0;618.0;537.0;446.0;323.0;299.0;230.0;200.0;147.0;104.0;100.0;68.0;52.0;38.0;7504.0;13611.0;12195.0;39205.0;99438.0;75492.0;44122.0;380238.0;9439.0;12961.0;10716.0;131760.0;506929.0;164876.0;117428.0;71937.0;1638.0;44122.0;271804.0;249267.0;294151.0;60793.0;34578.0;33016.0;265.0;664449.0;5398.0;42.0;44.0;69.0;219.0;1151.0;81.0;38.0;33.0;16.0;198839.0;472966.0;329523.0;342282.0;17.0;12.0;16.0;3.0;5.0;;2.0;1.0;;1.0;2.0;;;;;;;;;;;;La Réunion
94;4;1999;11;143729.0;145250.0;149615.0;152230.0;151429.0;150626.0;156641.0;161036.0;160677.0;156488.0;153290.0;150405.0;147184.0;144916.0;142704.0;138831.0;142238.0;143737.0;143489.0;134973.0;129265.0;132067.0;125186.0;125067.0;132013.0;137588.0;145456.0;149173.0;152197.0;154091.0;159354.0;168389.0;177439.0;185039.0;191635.0;193593.0;186173.0;182976.0;181102.0;180132.0;172008.0;172186.0;168773.0;166102.0;164791.0;162914.0;164390.0;164871.0;168385.0;169434.0;171400.0;170988.0;165695.0;130496.0;126283.0;124279.0;116199.0;106320.0;102322.0;109078.0;105656.0;102017.0;103006.0;99206.0;98316.0;95091.0;95065.0;91808.0;88563.0;83198.0;77736.0;75745.0;70618.0;68714.0;65634.0;62334.0;59756.0;59385.0;57980.0;41720.0;30060.0;26398.0;22435.0;22009.0;34700.0;30835.0;28193.0;23803.0;21647.0;18316.0;15691.0;12530.0;10604.0;8178.0;6371.0;4740.0;3523.0;2522.0;1561.0;10954.0;307255.0;1076682.0;1337835.0;1590893.0;981231.0;1749007.0;4028569.0;27258.0;632589.0;218214.0;3809438.0;6394927.0;4687499.0;666331.0;1013774.0;12296.0;1749007.0;2953519.0;3163651.0;3078262.0;1714945.0;1090994.0;2034574.0;113595.0;9343450.0;709168.0;40032.0;37155.0;245008.0;79095.0;136523.0;165917.0;121737.0;51639.0;39107.0;4418089.0;6664337.0;5368937.0;5713489.0;958.0;574.0;321.0;236.0;138.0;80.0;52.0;37.0;17.0;4.0;4.0;;;;;;;;;;4.0;;Île-de-France
95;5;1999;24;26888.0;26076.0;25665.0;26275.0;25774.0;25614.0;26639.0;28873.0;29841.0;29459.0;29939.0;30277.0;30503.0;31311.0;30306.0;30461.0;32014.0;32970.0;32053.0;30854.0;29210.0;29937.0;28908.0;29828.0;31933.0;34178.0;35318.0;34864.0;33772.0;32679.0;31351.0;31839.0;32726.0;31904.0;33181.0;32814.0;32181.0;33355.0;33055.0;33919.0;32918.0;33236.0;34062.0;34668.0;33902.0;34683.0;34398.0;35240.0;35686.0;35401.0;35841.0;35735.0;33157.0;25343.0;24324.0;23904.0;21759.0;20671.0;19095.0;22527.0;22123.0;22178.0;21833.0;22812.0;23229.0;23108.0;23505.0;23065.0;23013.0;22355.0;22420.0;22094.0;21739.0;21169.0;20020.0;20139.0;19810.0;19599.0;19613.0;13203.0;9033.0;8033.0;6779.0;6897.0;11080.0;10694.0;9681.0;8147.0;7113.0;6302.0;5079.0;3914.0;3059.0;2522.0;1886.0;1433.0;967.0;742.0;424.0;32476.0;63991.0;98620.0;225177.0;318857.0;336911.0;489147.0;801736.0;48406.0;208912.0;60616.0;645801.0;1403180.0;963735.0;122571.0;205626.0;3794.0;489147.0;582042.0;604186.0;856254.0;466661.0;193833.0;245981.0;5241.0;2218512.0;63006.0;3658.0;1787.0;27101.0;5096.0;4754.0;6650.0;19979.0;1753.0;9378.0;1020343.0;1346572.0;1154746.0;1212169.0;357.0;191.0;131.0;66.0;24.0;16.0;8.0;8.0;8.0;;;;;;;;;;;;;;Centre-Val de Loire
96;6;1999;27;30602.0;30095.0;30129.0;30531.0;29901.0;29296.0;30325.0;33350.0;33355.0;33369.0;34221.0;34041.0;35742.0;35164.0;34935.0;35102.0;37090.0;38904.0;38101.0;36071.0;34105.0;34246.0;33677.0;33740.0;36581.0;38934.0;39914.0;40115.0;38258.0;37096.0;37557.0;37055.0;36974.0;37805.0;37857.0;37974.0;36198.0;37591.0;37142.0;38337.0;37576.0;38991.0;38482.0;38763.0;38785.0;38391.0;38652.0;39043.0;39140.0;40413.0;40120.0;39492.0;38211.0;29918.0;27363.0;26780.0;25690.0;23431.0;22534.0;26396.0;25470.0;25763.0;25697.0;25645.0;26546.0;26710.0;26667.0;27267.0;27724.0;25966.0;25483.0;25462.0;25150.0;24078.0;22681.0;22720.0;22038.0;22097.0;21184.0;14275.0;10144.0;9006.0;7490.0;7101.0;12109.0;11036.0;9901.0;8256.0;7453.0;6632.0;5399.0;4198.0;3303.0;2543.0;2106.0;1473.0;1060.0;782.0;411.0;40810.0;74522.0;104201.0;247087.0;344671.0;388824.0;538007.0;961232.0;57888.0;261481.0;63064.0;697703.0;1619218.0;1080136.0;133084.0;244577.0;4798.0;538007.0;698752.0;700885.0;963500.0;535747.0;220003.0;279219.0;3129.0;2509652.0;86874.0;4317.0;8185.0;22930.0;7950.0;2213.0;13374.0;24027.0;3148.0;13555.0;1152417.0;1546937.0;1319312.0;1380042.0;320.0;158.0;82.0;46.0;41.0;22.0;7.0;;;;;;;1.0;;;;;;;;;Bourgogne-Franche-Comté
97;7;1999;28;40176.0;39706.0;39597.0;39772.0;39678.0;38178.0;40762.0;42077.0;41789.0;43937.0;43807.0;44853.0;45679.0;45967.0;45371.0;44853.0;47551.0;48274.0;48109.0;45769.0;42272.0;42675.0;40937.0;42316.0;45430.0;47125.0;48242.0;47679.0;46494.0;45192.0;44037.0;44538.0;44190.0;44354.0;45962.0;45865.0;45093.0;46715.0;45941.0;46705.0;46405.0;47585.0;46830.0;47193.0;47293.0;46042.0;46739.0;45998.0;45245.0;47538.0;46285.0;45175.0;43671.0;33299.0;30643.0;30421.0;26594.0;24929.0;24410.0;28629.0;28209.0;29110.0;29484.0;28617.0;30636.0;28932.0;29305.0;29538.0;29985.0;27867.0;26747.0;26888.0;26292.0;25589.0;24837.0;23415.0;22469.0;22771.0;22026.0;15632.0;10808.0;9384.0;7943.0;7411.0;11329.0;10745.0;9736.0;8110.0;6774.0;6045.0;4866.0;4094.0;3048.0;2348.0;1825.0;1276.0;791.0;713.0;476.0;44738.0;85972.0;120532.0;295662.0;419597.0;457818.0;585884.0;1195128.0;63117.0;272491.0;77242.0;838475.0;1954006.0;1251325.0;193857.0;305301.0;5144.0;585884.0;863820.0;899435.0;1150119.0;608225.0;242347.0;305205.0;2569.0;3101266.0;46462.0;1596.0;1807.0;8793.0;5292.0;8606.0;9148.0;10877.0;2093.0;6822.0;1331623.0;1873708.0;1559244.0;1646087.0;261.0;152.0;110.0;70.0;44.0;12.0;12.0;4.0;;;;4.0;;;;;;;;;;;Normandie
