;index;ANS;REG_RAN_18;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;Agriculteurs;Artisans-commerçants-chefs d'entreprise;Cadres et professions intellectuelles supérieures;Professions intermédiaires;Employés;Ouvriers;Anciens actifs_x;Inactifs et chômeurs n'ayant jamais travaillé;Agriculture;Industrie;BTP;Tertiaire;Inactifs ou chômeurs;Actifs ayant un emploi;Chômeurs;Étudiants ou élèves;Militaires du contingent;Anciens actifs_y;Autres inactifs;Personnes de moins de 15 ans (17 ans pour le RP 1975) ou étudiants - élèves;Aucun diplôme ou au mieux BEPC - brevet des collèges ou DNB;CAP - BEP;Baccalauréat (général - techno - pro);Diplôme d'études supérieures;Autres nationalités;Français de naissance;Français par acquisition;Espagnols;Italiens;Portugais;Autres nationalités d'Europe;Autres nationalités d'Afrique;Algériens;Marocains;Tunisiens;Turcs;Marié;Non marié;Homme;Femme;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;REGION
55;1;2016;02;;3516.5807738585013;3669.625702188;3768.756581466501;3950.806105401501;3951.2373548575015;4470.772949976598;4593.4094833074;4558.6767095799;4588.1684871222;4601.016474508;4740.726770337201;4938.304802471199;4933.175303251502;5041.6696281228;5203.586742766101;5294.697929182899;5357.524776773399;5091.3767372898965;4734.151757591796;4225.386627350597;3883.002492862004;3495.097579570802;3677.346164883003;3475.9231337251044;3533.5679298197065;3612.021187841404;3401.098285097204;3551.7227662596033;3591.205230868207;3404.284702240602;3487.9526714028043;3412.0688044302065;3549.585281389503;3632.538532992404;3687.110049655603;3527.694645627307;3569.941241460905;3597.5229189945026;4136.2967300403025;4342.961641730499;4652.950380154396;4904.4640418481995;5221.944168299598;5295.8629492743985;5781.933636650097;5941.729775104799;5845.862285209896;6190.965435804001;6358.653093697995;6573.385625167996;6909.736035370394;6440.633438970294;6539.948814309392;6456.373638764596;6187.262085363797;6246.8973911222965;5822.572114105102;5510.008742201401;5418.435510306395;5176.4584381149;5291.545798753702;5073.751479632001;5030.391029578697;4860.988926284696;4620.041493048699;4383.504575709202;4176.620879449102;4180.690549873502;3973.994200935102;3454.2863920422;3468.827062737702;3276.3542643769033;2857.1780267754016;2883.728871200801;2908.7007322428017;2689.5514787946017;2835.9202744957015;2683.1835964594015;2497.7136277747018;2378.443539996901;2096.400707488901;2077.8309512279;1950.6796905166;1690.5330321005997;1560.4373758996;1425.5716661600995;1259.6435444125002;1038.6124300276997;997.9248165748;766.2000503587001;757.9965349135999;641.5498266591;545.6597220770999;378.8939634451;278.19284252370005;316.8672131086;178.52767095979996;147.7768404777;2305.413572484205;12862.086516451374;15743.904471713668;38628.20583161083;59118.90595599665;35912.626191062496;76956.30102033283;131787.480967189;5558.107465978387;9041.411117685184;7579.355518776201;108776.14310716564;242359.90731723743;130955.01720960572;43209.388748357596;32336.501238453107;;76956.30102033283;89857.71631009334;88617.75873677923;119323.51024760351;56952.61356649094;46643.78025666117;61777.26171930533;6335.6709186613925;361623.1447265336;4216.545338151626;68.37049119640001;62.66950108100001;99.26183695919998;627.1830186149001;181.7070102378;47.775761944;26.3196523713;21.2321232599;5.0441478247;97304.56345394901;276010.3610728932;172428.4686761249;200886.45585071974;83.17914436619999;122.71356915349998;80.1903225129;65.7753402393;18.3768460761;13.355665918700002;7.477270026;2.5737529377;4.1716292715;;5.018313106;;;;;;2.7057060046;;;;;;Martinique
56;2;2016;03;;5865.6642572991;5940.946843423597;5883.9985679133015;6003.3749374154;5987.9698888949;5763.734101646699;6087.517956008401;5997.526597728402;6205.3121642755;5944.5641315973;5910.347916506698;5737.945790592;5806.423464074999;5555.681614745899;5477.8313107417;5437.655385303395;5358.469854395101;4811.685678605701;4172.939399218898;3902.378200298897;3647.2226108240025;3548.5957007184006;3808.1994514138;3854.682722052999;3501.3158943920043;3604.138523036001;3576.7720825963015;3813.8355671664026;3627.811827493801;3617.081290471401;3664.3365841205987;3907.719119957605;3961.8841482660996;3867.8863613363023;3831.4993878465048;3772.254408808302;3636.873079121602;3528.4929846082014;3588.449515291501;3543.0012489219994;3672.4272656091034;3648.640952917199;3508.4923695703;3420.8567198256014;3441.7836088574027;3032.280531352403;2925.483577321702;2833.535670111801;2819.555656655902;2735.6703313537027;2686.1724058649015;2531.446378392803;2451.513682305003;2285.9145940869007;2246.3032908287005;2024.5453550609984;2251.2280888861974;2048.217969944398;1981.3372183349998;1761.1567454968006;1663.922451029699;1550.8489538922988;1583.2381021356011;1348.8742545018997;1215.7435367744001;1210.6430546853003;1017.1796360520003;964.1863805421001;951.7486492812997;821.8328353661997;682.4471612503999;574.0038630658001;613.9816765602;569.0453059546;485.8470481603999;441.2284355102999;379.95847314419984;386.1267443407;300.8637744703;290.2433431201001;280.3319894998;284.97147069609997;211.01430741130005;239.80797019370004;198.05392886129997;191.76428525720002;169.166238557;113.48560909280002;123.04542023309999;97.33735860730003;63.5011588604;76.2762739803;53.25316688529999;37.936316794700005;47.098228913499995;30.2485287792;20.079892996799998;12.5154798334;1399.0084157130987;6810.284363869084;9038.677341461376;19231.940658586274;27663.218413814062;17656.61709938749;12744.624930074871;164863.9537134314;1712.9618918289978;4994.262588318899;4965.350830471299;54300.870711105126;193434.87891461144;65973.44602172503;36550.69989649893;26766.550287577636;;12744.624930074871;117373.00380046411;103901.87690495397;83933.22755811315;25857.05543372709;19770.71039346927;25945.454646076945;88744.94307311239;151839.0857388025;16683.215322738357;79.21420602210002;159.86643661780002;96.4831190334;850.0813348549;779.5212412376002;68.14025469340001;77.67405793260002;30.100151293000007;;35099.47784663079;224308.84708970407;128635.89468175474;130772.430254584;5.000037808;9.7505797199;8.4720963976;2.500018904;2.5522779351;2.472051028;5.0;5.0831879558;;;;;2.5522779351;;;;;;2.5081214581;;;;Guyane
57;3;2016;04;;11081.759621429;11922.936553987003;12482.794790901802;12510.207510882197;13369.177278695897;13427.8079766265;13328.8875806618;13841.918252462403;14047.296277829799;14144.080666774096;14071.853655732803;13981.855054371104;14181.8485394109;14507.416709660403;14418.066170445696;13999.608425243;14387.841994275304;13542.438110814594;12677.3328767533;11712.978842854001;11213.992385566706;10524.987727385093;10340.836003703416;10297.9574906326;10259.866737071407;10284.767943691115;10061.360406352012;9906.560250766192;10398.660469812608;10047.971079997404;9946.570075617807;10534.827435407298;10424.43259948001;10329.501357818504;10907.157801594318;10670.321543668102;11132.495822852608;10944.703358667713;11694.8611785079;11524.20065194182;11913.829995902022;12071.117590092914;11948.749992260213;12042.211492479308;12411.559746472507;12757.036319600225;13078.965266066713;13123.003479176523;13219.730491511298;12549.52801869019;13240.640131488826;12890.559267555725;12012.9635751269;11403.327074742318;10988.437217132114;10624.635329614805;10469.09667420371;9987.199739427213;9761.484960365524;9524.854168040307;9175.00173007031;8301.793048758198;8332.039879954198;7781.831607720797;7251.480656390801;6862.3019741968;6135.3917948051985;5619.490660808807;5498.827155588198;5044.5234440705;4565.1922584386;4475.6075940862;4219.843478534602;3964.0236121066;3767.212418515801;3224.4876255823997;3416.162464863099;3385.9093471444;3108.208252772099;2731.285470161999;2544.6398582923007;2061.8127939351994;1827.2022211260007;1743.0228847353994;1349.6699310583;1290.6825962834002;1259.6299657365998;932.3205061486998;826.8165052046;784.3300012007999;615.4573442568999;534.9266713461998;406.71283899540003;312.8282522545;218.44752013290002;146.01031023870001;147.6075105936;77.6757830204;6118.450827235404;22971.29274337887;31128.181153066984;78237.12842106412;133768.079122417;91160.07700101394;97675.28249856456;378250.1329177144;8138.492444782812;17059.98440935321;16816.640900127735;217384.1440735711;579909.3628566045;259399.2618278337;136566.6302664744;78463.42463413038;;97675.28249856456;267204.025457449;250855.84839389593;271745.7376131611;114535.0869232578;92001.00605588195;110170.94569825761;764.5281174091982;817152.4748540348;13136.351721088275;209.29018260040013;137.32900213909997;41.035095034600005;1026.7819052048987;6667.9584170279195;52.8605179496;74.21205769470001;41.2927498117;4.510064440300001;232693.6294111232;606614.9952733136;404650.65692898084;434657.96775547584;52.6518149416;61.3935290023;47.979066916899995;35.52462148560001;20.0924573911;22.5786641609;7.4916227392;;4.8610709498;5.0268104854;2.52050647;;;;;2.5055144213;;2.5212960641;;;;;La Réunion
58;4;2016;11;;154571.27575346935;163460.59387283644;163305.43058192846;164019.89348175412;163600.3757400971;163946.80565005212;162228.84117745576;160699.28217351824;158825.2341108675;155624.62568568977;154560.87698444197;152001.32466829533;151476.65119057696;148827.55861291007;148756.71375648552;147886.65988421402;146391.06418554115;144558.14879464413;145716.5908746482;144861.97315413776;145377.70090628407;151005.35372973955;155836.84664122414;163743.20345828254;170818.042465564;175052.22921401216;176403.18985458658;177284.4685548593;178208.06854756572;177925.20581524196;177385.47364348607;178005.974782047;178686.40518356764;176731.61441972616;176453.33574519644;174543.72083115496;173312.93528720996;169044.10934679562;170474.89771040494;170668.91666274928;171387.45544466382;171772.33619913447;172967.77447575552;171645.25576074127;169716.6762462877;166645.58262927047;163516.72445536673;163737.49440111304;161670.94163804362;162948.2527480157;162817.96047832526;158543.75214875894;156990.4347190466;155348.23902563954;151930.4316156201;149345.62273870123;144310.95237938667;142439.6377198583;137946.75711361345;135138.93175813337;130126.29960164336;126500.27164721079;123447.12949083299;121476.60603156625;118917.21943255572;116779.52937585395;113551.57574080759;106408.5896480267;99711.69315634019;90355.37905877446;82218.02767876504;73745.80712335305;68967.70346381557;66054.30966588334;63671.78002449318;61129.58409633504;60387.54907103718;58976.93706356638;56568.03266660913;54820.23423303889;52893.324219678754;49995.68683878075;48246.79601399753;45284.10314293013;41631.79539443629;36861.521594986916;33812.739298656226;30085.453924320205;26132.547925721243;22855.17251346373;19539.907281522148;16080.683348508195;13725.30974260862;10524.27156367169;7745.475009946203;5145.901344999303;3183.391441835498;2043.1573459450974;6104.85075082881;309443.7898515051;1709055.7970558798;1570922.4112925765;1634087.409288871;854000.6667867914;1938595.7391739385;3925608.423951369;11301.658928396677;403391.0650730165;271849.99204806535;4707977.9507957725;6553298.421308066;5394520.666846986;785770.3341188888;1049609.4129297906;;1938595.7391739385;2779322.935084581;3117930.624000806;2220109.6165292244;1462000.6055927456;1472883.664493197;3674894.5775361145;287652.1693373346;9219167.842042968;1109958.2006425038;36127.45997791439;46024.81402053368;226700.66491272356;201154.15472098754;354638.45942901383;197255.99671887862;140946.87808935792;72094.22870273552;56098.21955838427;4068440.188308829;7879378.899844031;5764573.581736978;6183245.506417771;1476.5378520830993;1062.9955987814997;872.1264581203001;469.6298889571002;384.56606220339984;180.02264286710002;135.12903891180002;90.32242588200002;80.6916647476;18.9001936672;15.0638354847;28.2680660186;19.4453085471;13.180523853199999;13.4264882449;47.2750428574;95.75483368020001;70.03895714389999;18.424157221199998;;18.42519832;4.5408686842;Île-de-France
59;5;2016;24;;26029.458492162496;28524.720340817377;29191.591061229276;29752.642562125035;30756.573176338286;31237.0339323182;32355.630848792185;31115.071364657517;31988.349717548317;32177.148999833225;32192.387683085806;31356.94942025831;32056.484111713813;32232.313084093472;32443.233982025828;32020.07466615592;31237.590549050972;30450.083302319377;28272.188100429277;26663.510017286233;25640.99214124817;25393.491667907227;24215.374468610433;24639.112540921833;25793.053136634768;25724.436936862818;26495.764879267022;27064.069845135735;27856.65661100604;27490.99683640739;28629.308768230807;28932.264742860123;29952.89284124499;29618.08635490658;29783.09475312655;29153.12003294308;28709.859074125234;29039.489636977574;30730.657829904423;30991.43508498798;32756.02118775938;33540.14190244724;34965.49391333078;35484.88939841741;35677.505478518055;34358.22377314416;35145.42678032421;35729.17853487352;35068.35434146784;35038.02894769167;35155.54811794008;34678.28506243201;34077.70035665851;34219.592255846816;33943.92273981903;34422.397263858606;33803.827986898934;34331.318905518114;34413.539207635826;33232.628441291636;33905.34435434286;34044.31664640671;34318.14701674606;33358.211999898354;34234.80693580226;33381.59651118199;33802.98982683371;31769.374596121175;29143.238129626356;26157.09805565325;24195.87976129037;20882.997483291332;20130.64834146455;20122.939508845568;18832.258323303387;19049.90344975931;19057.14871826223;19451.29949254679;18914.83996004081;18425.34199769859;17949.517246789437;16620.602830691103;16343.79861793698;15211.905955168393;14596.414978398914;13290.895937645604;11513.254276405696;10433.047832760914;9187.263650338604;8263.147461711498;6692.6994034667;5709.403211769798;4603.007946809797;3332.8159334212987;2720.5923114739994;1800.4434192278004;1056.0695277474;687.4504139865002;20991.083061811736;67789.28870445136;145333.2888757891;290570.8573659633;344308.11734172306;299647.0709989311;653632.0315872171;720554.1913186068;34229.1298780648;157039.298908149;71022.16798985115;768277.1348971846;1512258.1975813282;1030567.7316732674;151528.03974776098;178976.2627968985;;653632.0315872171;528121.863449343;577710.3045077857;615538.0356114208;554329.5915285399;320595.04077089624;474652.9568358084;10862.931240416714;2336063.509673095;87265.11662627468;3912.1379545731997;2749.4240903654045;25932.302495817657;15568.22374266421;23136.737770375283;8762.73708889689;16111.259709735983;2845.1804207769924;9616.368441627683;964297.5873073686;1578528.3419472834;1230015.8645532508;1312810.0647013453;511.0584930237;374.0781404832999;325.1919934712001;228.63675329799997;92.35970140229999;45.1358870759;19.6123844038;22.7642438877;8.285997655700001;5.1426760503;1.6666714463;;13.229196441200001;3.0603551623;;12.7613055331;21.9980872368;1.0171116394;;;;;Centre-Val de Loire
60;6;2016;27;;26978.350960309384;29698.28947810711;31413.10801025611;31300.978671668458;31996.52179668342;32736.03215579029;33761.269510902304;32892.189547164395;33294.73596032292;34106.75409069885;33896.48380018107;33603.4091619663;34708.80062697655;34261.715884926;34304.986065358935;33245.26591059381;34537.87592614371;33856.01957302637;31446.746357954205;29683.45588771966;28696.917215060177;27820.11646321549;27864.790375421442;28305.667595567833;28540.957930835135;29215.159504195362;28992.062812032804;30602.926619408194;30777.644836816726;31019.945221446316;31212.34229369125;30812.118690705636;32440.600489167107;32796.976160149134;32266.47484181214;32161.341543495935;32040.083496973046;31207.95993079865;32233.962576284655;32603.995947287032;34395.49158240152;37139.55936049139;37827.335653051945;37704.15484065165;37610.08208825661;37344.924649304034;37161.76977236707;37393.74633779187;38254.30451055314;37568.00015436386;38375.40698894836;37916.976851742176;37975.98423714858;37554.31655465035;37118.88987520037;37448.6547634117;38277.23838882126;37334.44811745499;37988.792696374265;36945.00032788852;37515.656857962684;38329.61519929073;38257.394381377504;37948.05872281477;38619.59243848885;37934.41598025853;37511.03497370159;35449.62901726965;33071.379854839;30689.37784289435;27885.977019344893;23666.412068259695;22941.903334215396;22558.150325694474;22169.400897761105;21031.404185071508;21677.65610250718;21566.77729573113;20397.857256325235;20052.499619605194;18923.292819149563;18495.55398952521;18136.950330020707;16437.921856414185;15794.756130620981;14365.677793400964;12934.027967938286;11445.49494767749;10597.482390294104;8415.689742090402;7405.793798541697;6319.982574235994;5110.0535874389;3916.793847631499;2988.1065264181007;1789.5331233755003;1108.7687400532002;695.8173891283001;29339.376107682663;77325.13988889572;145524.65267971705;305584.45162407006;358722.3612487089;351284.7234779565;723913.5831167181;786835.7182006702;46446.46461265684;199630.43271832925;71285.66635522112;803550.0373461907;1657617.405312232;1120912.6010325267;161282.8431851228;194374.7676574096;;723913.5831167181;578046.2113527892;614761.6914284339;676606.9512240718;616683.3765421163;358614.1661389721;511863.82101080974;9064.013995977197;2558555.0647967993;98671.83018708785;3778.090366305995;6332.614766350794;18064.726838635444;27718.81011604378;10929.45639155152;13896.094519755303;15840.853544667827;3320.029869893905;12358.420951591286;1043972.1621180428;1734557.8442266795;1352751.0126247688;1425778.993720065;542.9932617234001;386.4405987604;295.4740921895;210.388038648;119.50976486770001;60.6746490471;32.006512934300005;21.119436043699995;7.5952641579;3.2855735276;;3.0557610975;;6.1234270608;2.4290829445;;0.9572494236;3.8178294006;8.133203248800001;;;;Bourgogne-Franche-Comté
61;7;2016;28;;34428.712041620405;37369.33938552861;38994.32303609256;40197.946350116494;41154.64470193449;41037.6893415135;42213.51285686839;41276.107310345586;42459.0405190678;42796.76407364638;42484.758262303825;41852.234022872166;41998.62169772699;42480.87390304999;42403.57844440035;43092.004142829406;41716.92859755728;42395.72087306447;39678.06092817204;37488.52158040005;35868.86751749208;35427.13819982445;35189.68355662763;34734.99807635192;35435.84019114274;34839.45191157505;35974.50433317627;36787.663374992066;37508.094033616864;37563.913644286054;37724.83698442548;38387.92102796305;38800.85959022649;40182.96205727677;39344.87542344995;39446.01717936625;39103.91698780108;38203.54529199737;38949.731221794165;39140.466118254;40694.10297080693;42396.644446580896;43929.59271132342;44781.357136810715;44477.16875972885;44552.05141923506;43688.219308917585;43894.001179354345;44217.9860470496;45047.711234922244;44464.03471614506;44366.33031413989;45346.39618131604;44634.34083380386;44448.47389402128;44871.74319553263;44249.488458592525;44894.20347347278;44701.84729432209;44432.358853157144;43809.52510324565;44122.3832093111;43340.11373238113;44007.89210438002;43533.572383403254;43770.890159924944;42354.22133330673;39260.89009900755;36788.04437802737;32667.35473119447;29678.515074588984;25358.780402223998;23660.53364067638;23355.40873750814;23112.1675134261;23384.889242380632;23352.6550024739;23182.084857657024;22729.563090945798;21875.39614660777;21354.182742596615;21013.8572483428;19548.83767488254;18003.73401354051;16965.10667960027;15319.522404078803;13837.92414136272;12167.884620485584;10676.663681750806;9494.9798385573;7819.5828012478105;6320.711028450103;5405.7751236511995;3926.7682442789996;2492.117912659198;1882.7240829420996;1141.2520570646998;648.6986179118999;27546.712320593037;87379.9450718817;171389.24065383957;365462.10777306795;445692.95949716395;404641.5194130822;810587.0989419103;980563.4952233897;44576.16872202338;210447.392414369;93498.87800143588;967348.9341755625;1977391.70558155;1315871.3733134363;208319.89385729277;244086.79545240095;;810587.0989419103;714397.9173299319;772351.489052606;826094.340860442;711658.2820892521;407820.1498548786;575338.8170377872;9631.384954538897;3135224.298947994;66719.2253253724;1852.0076408605023;1923.5937980580031;8122.978094093288;19393.083468787536;19698.299977020226;11956.753287812011;8977.153854037091;2842.920909884598;6921.3786364356965;1219922.3218133957;2073340.757081643;1591608.917910749;1701654.1609842621;434.9084871498;345.7511292142;326.08922998410003;233.2714639707;119.68493429289998;76.8794142342;36.2425734889;18.6272204363;5.066392797200001;;20.068641467600003;4.9317406143;2.9836571139;;1.0742014662;3.5373610575;13.189651940200001;24.098500887600004;;;8.7492187247;;Normandie
62;8;2016;32;;69975.38285384113;75345.64257508687;77167.14213681768;79012.96968656925;80721.12574249071;79579.30934479063;81521.41242330355;80282.21964535686;80301.63759752095;79961.19224120892;79729.53914805458;78939.4134676814;81059.40377194477;81065.01907592936;79858.2550817795;80737.56425521863;79790.1595080692;79721.61375865628;77150.15852069859;75028.90165298498;74653.31795036292;71608.6759875231;71024.5187223994;71105.87121256573;71071.21033898972;71073.42413154455;73065.5736287343;73551.48776151815;73747.73580301875;74229.1667217504;74482.64614365363;75386.84911661784;76111.06211685782;76277.3100261448;76075.59066773293;75851.38410141482;73433.05787823848;72399.11305038164;74595.78592898039;76479.46941728152;78375.2326415613;80223.16205756823;81795.23194094443;80446.79367174029;79435.06650531695;80595.55620344622;78288.20473284095;78223.33473363121;79657.2014320496;80351.19311584606;80120.61178483712;79419.54126144036;79285.14745838208;78146.73733736065;76347.98977441117;76266.56152875253;75984.77911751991;76795.41182096709;74699.95758904499;75628.22514723234;73509.5701513014;73745.22722943647;72149.6217878757;72086.49304394018;71817.99537578209;70489.88114898124;69813.07509317652;62984.861847413515;57199.333505578164;50711.61723431114;45282.92822595863;38024.068378321725;35756.10008714484;34812.272696697066;33588.75869080227;34071.18345358269;35626.31752095285;35066.254354832;34289.899900307675;33414.259391314605;31371.302882566804;30904.284543375023;29481.478230324698;27762.105312036725;24465.913794400116;22704.948915802892;20180.8055866764;17410.014449899503;15395.110914357807;13187.482842672705;10945.969186889293;8968.803452999198;6920.092651181705;5140.055427614802;3368.2330359442008;1962.486233531399;1158.5769491794997;705.7073663983998;26457.36799177497;127913.73064278599;328779.66429098713;652355.483466293;803972.2065606338;723006.8122797027;1224884.9164797952;2044080.102189071;47265.38868415409;320226.20269946515;138443.9165429772;1761214.9142752544;3664299.8616992114;2267150.422201914;462156.5621487931;487790.63329144823;;1224884.9164797952;1489467.749779139;1511388.0239175998;1481257.5391953278;1137610.7781439507;738516.8765582761;1062677.0660858995;21451.81257834642;5554710.9822356105;155669.69844710844;5381.035048484595;9551.959937185591;21419.167175644485;38696.78344653386;31809.35589394048;39455.93176890503;38876.12835512126;5300.133887193795;9127.295126748288;2097542.1811128827;3833908.102788243;2873066.6652571918;3058383.6186441993;428.90517042680005;351.7958252141;352.7565871681999;221.194513847;125.96897252509997;48.7996118307;52.9905084054;20.2016546531;10.262150182;17.9978241344;7.8702501946000005;12.1990919857;;8.1419231721;19.117366594900002;3.0421617382;16.0589500318;12.799091795;;;9.8383049902;;Hauts-de-France
63;9;2016;44;;56528.17050180606;62109.106216478634;62733.34766665695;63069.08432594521;65559.44713998743;67150.81135172263;66203.24505855658;66561.37043811004;65674.07354244306;66315.3722418453;65212.78391436707;65704.84833202373;65530.469694335276;66812.74498481101;68346.40149343929;68067.08020116862;66758.84934849988;66590.15502240698;67540.28753204217;63841.59932367891;63818.241258476395;63211.81370308649;63688.703654786834;64603.472828624464;64154.23952853405;64236.06278837867;64827.03788273509;65346.73745612946;64728.75062331666;65696.57842982298;66408.3189651517;67501.76526269587;68231.23333863127;68464.74321630503;68556.82825529351;68132.86642062191;65926.3888414223;65285.456362749894;66676.57322977377;68484.9377505246;70663.85590764195;71974.41609032678;74937.73463971364;75629.5249743767;76428.09296612561;75769.44514427922;75086.0703609527;76669.4125006942;76596.82897130593;78373.50355823533;78737.72146897441;79039.50764006098;76872.06081556318;77684.43788849893;76567.76192556378;75913.98170629679;75607.82200187066;75133.37436444286;75357.5678071008;72413.7076835956;72852.38594179259;72815.68877752873;71129.74686701997;70579.71504186743;69756.1934928367;68253.06793857615;66884.47523368892;62400.81961756354;55361.377197787966;49705.238574107694;45584.305479274444;41750.36817014653;39868.22242972871;38766.53122078904;40071.23541892405;38709.76919833244;38671.84470831859;38175.74554752494;36829.409558531246;35332.158350900376;34085.3932058382;33089.50782254341;31186.665993288938;29103.897351466232;26305.472501257864;24136.917825711247;20965.54795291469;18313.857101004203;15689.789881951681;13189.753177684584;11045.433086205187;9176.213090356;7362.413854472806;5573.882109193602;3607.465373246301;2277.4407723988006;1325.4038521810003;836.0634667690998;37253.36291189483;132003.79594035394;322480.0224805532;621879.541526382;759575.3027298071;693825.3984461575;1245866.3626878613;1669682.960483893;63965.898544511845;379011.15616289596;146148.98726618115;1653196.9577524746;3240243.7474811696;2242322.999726381;364346.98912642326;416568.90674541896;;1245866.3626878613;1213461.4889210663;1254921.0371696742;1256025.864614578;1217610.9796959385;695583.6953008166;1058425.170425827;24849.657178762136;4915617.333663035;241968.16649749584;8885.55714392011;28781.525534967586;29653.89504599096;100197.9404139939;25145.32645479214;35522.82053231059;28084.032932390695;4943.25418735588;38917.23762232148;2076634.082292014;3405932.6649153633;2669566.445955028;2813000.3012527474;645.9235563449998;497.3107812646999;343.28494212269993;197.0431112694;130.5424461025;69.2501915743;28.7637324185;;19.5154509591;8.9796150934;5.0745904937;15.358049386;3.4530142279;7.6227348405;9.8184832742;15.4701921346;5.9897856228;22.4622331799;11.6283124982;;8.0253911008;4.9868663589;Grand Est
64;10;2016;52;;40012.30659315963;44501.730363553164;45835.17928434082;46105.73141110245;47291.49306220919;48025.27773515921;49247.078882878755;48204.527473022106;48466.39240135833;49838.80856625046;49233.39207541958;48488.55839535584;49130.60577126977;48576.57048812789;49246.41714103579;47825.13691930346;46939.01978714003;45781.059767763116;43183.47505160101;42006.32095294439;40202.096366169484;39836.23492547962;37952.99842073842;39082.940472636634;38837.98212438893;39204.51066246327;40443.410429309915;41390.22825009245;40940.87596312984;41869.94740316333;43241.22786900338;44510.955005947304;45417.282309305105;46051.18131284577;45947.9369154477;45438.7568216602;45134.23459153536;44745.81147801022;45098.88036957257;47227.06735009736;48712.098948737184;49412.29160373523;50235.60522725613;51267.205383950415;50282.71453079078;49981.61949099308;49299.670073164925;47847.47455873682;47712.261195306746;49460.25320015791;48380.74605284097;48551.00029240875;47601.98230716205;47822.05530089644;47529.344177396284;47200.83122662417;47004.7920816181;46580.575429422046;45952.11324036899;46394.85753070618;46488.68010937951;45285.49373797089;46159.806700527755;47351.80769379116;46670.78725379825;45675.66417425388;45030.710164585886;42006.67370954133;38514.951377085265;34329.02999150078;30860.37091727962;27698.848142124192;26528.19027927592;25762.481238333778;25568.478164028642;24611.077259107737;25161.126960289323;25677.22741238926;25175.1955220619;24373.71541425439;22880.908254402293;22004.74940763171;21235.87261757488;19145.628669579903;18339.65591836721;16975.343429383705;15532.862239821798;13665.276906679;12275.5594296291;10401.308942154912;8583.33582162749;7723.413425398389;6361.4192930496965;4635.092648265999;3242.7209955475028;2029.6494077149982;1319.4882211706993;738.8354791695;38111.094511878924;101394.35168065099;223064.82843818338;424934.7550654088;472795.4459330773;455876.4739849793;880715.6690831982;1068972.1957093999;62802.79940679686;244543.33221153275;110320.46348235235;1113059.536194305;2135138.6831115996;1530726.131295004;203454.16920079867;278196.00744412426;;880715.6690831982;772772.8373835896;892577.089459201;779521.3692663313;786564.1054502474;475430.9106471242;731771.3395838073;9649.780872912326;3508876.255369943;63468.79796315949;2183.631057427997;2099.087185716502;8188.503507971012;24560.178019445135;21733.428225126536;6959.567049968696;8841.883407969324;4172.7909765369905;5130.91077055991;1408545.9358065666;2257318.878599976;1782281.323054258;1883583.491352316;646.7106439850003;446.8342879602;295.8057862841;274.1953056266999;163.7111444;94.59473292499999;64.25976773219999;28.472044639;9.999992521;;;8.4131636939;;5.9908225892;5.9190104765;20.782901661;9.1614380456;6.9574127688;9.9018192318;;8.533787164100001;;Pays de la Loire
