;index;ANS;REG_RES_18;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;Agriculteurs;Artisans-commerçants-chefs d'entreprise;Cadres et professions intellectuelles supérieures;Professions intermédiaires;Employés;Ouvriers;Anciens actifs_x;Inactifs et chômeurs n'ayant jamais travaillé;Agriculture;Industrie;BTP;Tertiaire;Inactifs ou chômeurs;Actifs ayant un emploi;Chômeurs;Étudiants ou élèves;Militaires du contingent;Anciens actifs_y;Autres inactifs;Personnes de moins de 15 ans (17 ans pour le RP 1975) ou étudiants - élèves;Aucun diplôme ou au mieux BEPC - brevet des collèges ou DNB;CAP - BEP;Baccalauréat (général - techno - pro);Diplôme d'études supérieures;Autres nationalités;Français de naissance;Français par acquisition;Espagnols;Italiens;Portugais;Autres nationalités d'Europe;Autres nationalités d'Afrique;Algériens;Marocains;Tunisiens;Turcs;Marié;Non marié;Homme;Femme;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;REGION
41;2;2016;03;5887.092154816998;6074.764332017901;5956.8714188511985;5910.653830566001;6059.1988070178;6035.120952633499;5833.6013115224;6145.455917294601;6044.316445739301;6219.344986572901;5943.0411474233;5957.2289393769;5753.5116192757;5851.762927977899;5604.797825553899;5530.3775745164;5453.640250753494;5332.797251510898;4653.160252132;4134.226431110699;3938.9653144777963;3713.692461777402;3697.7764201405002;3925.0295062132996;4003.3383730731994;3673.9390200085036;3790.752142998502;3833.4081203079013;4033.0354298183024;3805.892848518201;3768.0363183877007;3810.5547479655993;4053.6254910432053;4071.8897948976996;4045.011891989101;3940.1781614596052;3914.804256899402;3759.505246846503;3621.3360694669022;3644.109358155001;3568.0933738090994;3689.5371987848043;3645.0121056966977;3567.675047699499;3448.7133890633013;3461.9026631431025;3060.6680455926034;2965.547525375602;2850.2797279952006;2854.4560448037028;2752.6319634634033;2749.3749764566014;2541.9824564641035;2475.7844022348027;2296.325221362001;2280.3586624004;2054.624150218498;2280.1797766565974;2055.1387401197985;1985.5821994426997;1781.2082810834006;1648.8581427615986;1574.9372781613995;1582.2254929802014;1349.0430147740997;1217.0154299564;1200.7718039303;1017.1842748960001;968.7403584796;952.3010343411999;833.1704930299996;689.9552827084997;574.0157534947002;620.395894538;569.0453059546;493.3467936888999;421.31125542169997;383.99100520119987;381.2414379564;297.5595319624;289.2653131197001;278.2410244609;294.9715605340999;209.0617004543;245.08007326710003;187.63000412289998;191.76428525720002;169.166238557;115.97532980850002;123.04542023309999;97.33735860730003;63.5011588604;76.2762739803;53.25316688529999;37.936316794700005;47.098228913499995;30.2485287792;20.079892996799998;12.5154798334;1393.0695308762986;7132.398132395177;9299.898477963066;19426.541656167603;27780.850395557958;17744.698439448897;12673.608840415473;173703.30341899183;1709.4846717439978;5198.941193077292;5046.409840106998;55048.447236470296;202151.08595041584;67003.28294139965;36730.620400645515;26412.042084084937;;12673.608840415473;126334.81462527512;110084.00687517143;86512.4170756949;26074.82447562379;19906.74514047676;26576.37532485349;94536.21712580693;155800.84602008926;16564.195136144448;85.48657370100001;186.0825684941;99.11883990950001;875.2596554498;840.7006575775005;63.716119286600005;80.16862044610002;22.577574912300005;;35408.714749729435;233745.6541420837;133435.56478054656;135718.8041112714;5.000037808;9.7505797199;8.4720963976;2.500018904;2.5522779351;2.472051028;5.0;5.0831879558;;;;;2.5522779351;;;;;;2.5081214581;;;;Guyane
42;3;2016;04;11246.4496219333;12072.9056009744;12004.205833311406;12534.825591536804;12546.999454767196;13448.8237358946;13537.905135076904;13413.223439850102;13939.484476210206;14087.44581861;14194.342791771696;14090.830616724503;13999.147599669508;14179.0200590258;14480.867115722001;14413.232382640495;14036.349405573199;14330.181440637707;13086.356690190396;12396.827876836604;11379.728433206204;10903.412007383604;10304.823180681402;10334.026204728316;10400.442241750798;10446.707653209909;10421.85324409262;10114.380464069616;10060.375358374496;10441.117447572411;10185.737998609908;10033.828944934403;10652.996691205504;10501.443731119914;10459.4923088555;10962.989681370118;10765.284585938105;11198.526360530708;11065.566495490515;11757.160027644104;11600.695698130121;11966.304629948829;12159.315075423912;12031.62145714322;12051.527444498508;12450.50493851121;12821.862020907325;13112.278843789414;13160.21023559992;13218.202358417899;12543.844148644288;13249.062995949727;12967.621966038228;12052.5929277624;11413.30864009022;11003.691638087414;10627.784670278606;10469.82495864041;9977.353747413712;9788.342212921027;9533.643626322408;9199.32450190261;8259.233717216097;8304.554545603798;7764.701954691497;7247.9548053189;6868.539955368198;6111.956754919098;5627.821683561307;5522.986274947998;5049.5991898273;4596.097936265;4482.619491612501;4222.982510105901;3956.7739210090003;3767.117014798501;3224.5503094105993;3423.2086397508992;3380.5739090841003;3096.569107732699;2736.9992152423993;2540.3959066255006;2066.8127939351994;1825.8938561416007;1740.9058629161993;1352.2074213745002;1290.6863405111003;1259.0762837283999;931.3315559318999;841.8165660407001;784.3300012007999;614.7752622946998;537.4479674102998;409.2158919316001;312.8282522545;213.44752025540004;151.0103305174;147.6075105936;85.1969011947;6141.052700399005;23066.676937482265;31667.289756172806;79108.92435708441;133727.73110724264;91095.61484776698;97781.03675592103;390254.88415843144;8143.641922135613;17138.754652254815;16933.042494228852;217810.81290586444;592816.9586459977;260026.2519744826;137353.72373473342;77251.7250107183;;97781.03675592103;280430.47314464295;262547.33478607546;272090.6285447461;114559.21420444766;92108.00910445109;111538.0239807791;786.362588239598;830028.0410475525;13308.13353549839;246.03011655300017;140.59969126209995;45.068543732;1153.0253073674994;6956.107910707417;57.2565349317;95.02348332290002;22.5409806276;5.0208806817;233639.11567515065;619204.09494533;411526.1519126024;441317.0587079007;52.6518149416;61.3935290023;47.979066916899995;35.52462148560001;20.0924573911;22.5786641609;7.4916227392;;4.8610709498;5.0268104854;2.52050647;;;;;2.5055144213;;2.5212960641;;;;;La Réunion
43;4;2016;11;161847.28528490005;160215.1710508005;162079.29664371326;161975.55750470606;163032.18068821394;162795.10148862717;162915.60228914875;161803.21618900608;160168.52969111505;158477.0460683728;155267.91092072547;154323.1184480459;151671.5990741706;151333.45045423147;148804.89621904783;148891.32364893888;148177.70064691492;147019.38328115336;148027.08247538967;147327.37694721387;146725.99065600772;150144.89579261295;157884.39608481;164195.79281645748;172033.16323244313;176507.7847079124;179084.76411288892;178273.62123921257;178328.61717883183;178761.18429800955;178295.7646002869;176892.10685647756;177164.2541413564;178235.3228248658;176103.3708620213;175656.92013284698;173787.4291238014;172635.98685370243;168440.30873011178;169682.24826682903;170238.7687799072;170986.69241340787;171596.33019048077;172680.42433320748;171512.86218362165;169219.4963681385;166474.77241772992;163216.25625529932;163481.65456595772;161452.47952180266;162599.26694523642;162456.15785536147;157986.81186747944;156698.8770489687;154718.19475106447;151054.79205372775;148462.97703289185;143365.96885435298;141226.80220010818;136422.2459156879;132694.8382405795;127556.35380049045;123988.49832757414;121303.52610092434;119694.01884598784;117318.10287415833;115318.11129817176;112255.79605395554;105544.2954934757;98887.04042477265;89659.33035108513;81790.37323506516;73364.12276679926;68664.15023785774;65761.19477594353;63393.74777633353;60963.330744925464;60257.45917162577;58733.30287533008;56373.5243882778;54664.204596132215;52733.51413807026;49887.37991232529;48160.096777482606;45024.209332838225;41392.57618053883;36624.91298990301;33612.04357596313;29871.476403596316;25931.25355472105;22720.073837480646;19405.217101060654;15949.185888146692;13536.115678054017;10438.564230311189;7716.209043881202;5091.3224285622;3173.044030117298;2015.4601418521977;5966.300051348414;307799.93007872213;1723684.8792950322;1570696.674466431;1633050.7052827117;850831.3464064072;1914610.541046127;4110782.7417728216;11002.39618415709;403380.96570402244;272119.9399226042;4726704.118544154;6704215.698046318;5413207.420356669;779071.0860651247;1068643.6369227283;;1914610.541046127;2941890.4340114235;3296548.7027185494;2211134.4971549166;1446718.7452611318;1468207.9379887192;3694813.2352766087;305732.0340085207;9316872.723781107;1114214.750805695;38216.47488963543;49295.822305899026;229890.97438969705;213296.81979241822;367437.09426331514;203400.85187547427;145880.0821691534;75635.69361367339;57549.79650642328;4054709.641786847;8062713.476613818;5848590.468444712;6268832.649958086;1458.2356192879993;1075.7553237098998;864.8612765334002;460.2609954555002;387.06606220339984;183.31882530720006;135.4771979959;95.32225068410001;80.6916647476;23.4181033246;15.0638354847;25.420220742299996;19.4453085471;13.180523853199999;14.605506326099999;44.831222003600004;95.75483368020001;75.00228707309999;25.880570655899998;;18.42519832;4.5408686842;Île-de-France
44;5;2016;24;26841.384318132914;27614.536311436685;28652.736442427296;29391.053744101602;30001.422517834268;30932.492025472504;31401.162698351407;32407.1463512856;31291.890846574537;32044.41391248269;32329.45559803915;32270.66217929342;31466.47495440742;32197.158264591908;32346.176120268367;32574.27408812084;32098.150899437613;31182.499315478904;29686.45114833364;27912.27047916452;26333.737343843015;25486.10542180752;25210.66288704662;24317.67512012617;24948.695501694685;26257.662701075988;26155.774778656953;26668.059947883896;27299.7586886331;28031.713295749567;27863.196281588007;28913.063751911035;29186.974816333663;30102.34108243517;29805.89137577656;29971.5422319454;29395.324786954792;28890.0918092498;29121.08910469495;30880.81260706233;31173.6815896039;32907.34023670138;33816.84512833408;34964.68283465688;35470.939874551805;35730.77403423985;34418.04492921791;35258.83336207187;35819.746732382155;35164.65016973971;35099.03842391457;35191.9471030665;34742.0680421511;34078.766759871316;34319.48045683918;33954.887406112866;34504.3788552124;33746.01948586266;34438.81991953355;34555.172701986805;33297.19198479934;33969.75417348229;34144.24019731224;34467.58634822855;33471.101865329154;34286.22927108027;33482.953237713926;33860.52111033571;31841.45554841698;29131.218145639967;26210.439641930443;24228.440060507277;20872.374362860235;20158.941541961754;20211.34624918468;18862.6575745395;19143.821514522817;19022.135601034937;19457.221779448504;18920.30102071411;18462.78953587429;17978.382258816342;16594.0032327762;16304.95281588238;15209.681310839695;14559.04654440881;13275.923302114708;11512.845232868702;10390.503747034207;9157.930505363605;8298.427736946001;6686.301338323002;5670.015463541699;4645.526178343497;3306.632009104498;2713.8333100498;1785.3241751923006;1058.9520959430995;692.4504139865002;20978.76696067904;68053.95537851632;146366.30650851395;291265.2747928655;345276.45352100465;300320.32829408883;654243.14083765;751359.9838671571;34281.854027188936;157571.3873426826;71088.98857650418;770036.5247039994;1544885.4555101905;1032978.7546504006;153140.344658229;177525.3932057873;;654243.14083765;559976.576808407;606367.3833702295;617327.0390850997;555522.5538514905;321668.03897111514;476979.19488249975;11720.631303861039;2363780.6645455966;87851.8283617893;4329.5385432004;3046.8817612607004;26569.857751419557;16791.98044891582;24798.18089674787;9249.431478626102;16929.626838110507;3062.6716587740934;9732.916572301985;967522.4129101158;1610341.7972505325;1248267.2697986667;1329596.9403619338;516.2910524401001;374.0781404832999;320.19199347120013;228.63675329799997;93.89423472259999;40.0237244072;19.6123844038;22.7642438877;8.285997655700001;5.1426760503;1.6666714463;;13.229196441200001;3.0603551623;;12.7613055331;21.9980872368;1.0171116394;;;;;Centre-Val de Loire
45;6;2016;27;28235.552673951297;28608.110733126476;29979.10192490481;31475.786415231047;31490.266074000556;32130.826517857287;32832.84170434301;33889.80073072449;32947.79481691949;33459.03254794142;34118.71765205644;34031.11482159028;33612.61017506101;34800.96833786585;34344.479111858505;34394.52424850533;33412.1465070708;34530.331611021604;33208.81185181716;31598.915087369205;29827.33131947226;28987.613768845145;28123.127131499787;28209.149976478955;28385.33524576242;28584.86012661041;29376.72076526776;29434.526317476204;31104.324817703877;31039.806580182445;31158.475680034124;31406.222473738646;30970.081107914935;32713.43624176951;33000.92645595001;32359.500987728356;32462.10660367461;32156.011646290146;31300.497850894943;32308.20822639545;32727.791606928313;34504.45371641392;37291.9961965227;37790.25152687123;37785.647147532734;37662.15235393181;37347.60188811175;37310.43973739296;37467.77027495318;38317.27070141864;37738.16604694185;38404.014701743385;37992.357294661386;38085.81791083199;37761.06590144063;37158.254654983764;37429.87378590411;38316.83252976846;37316.30138141091;38011.24956871989;37202.0755043293;37609.50034818697;38402.74338767504;38350.0349307742;38073.6591954141;38662.177390844845;38001.51574102593;37598.28553300011;35540.563011054575;33065.15887872669;30664.318492617258;27966.356058012985;23670.757317834486;22944.32198006009;22602.619416842168;22261.569766403503;21036.516282599205;21677.885928642478;21609.994392206932;20434.06918683903;20038.70503550619;18963.58755479496;18495.9284315691;18202.973191045305;16478.27185408868;15836.318104998174;14427.106980551265;12955.334124833385;11472.848577739785;10586.1098903288;8457.458119725306;7414.723982898096;6347.471364542495;5104.816485021099;3907.090818687299;2996.303876107801;1800.6281962394999;1113.8846284072001;700.8545408311002;29316.76588246537;77712.88439318814;145647.76673756752;305904.77613107255;359648.44839538663;352996.6369514078;725069.8478265755;820499.6139812471;46548.08911435423;200484.00182443793;71369.56896296321;804436.0366845884;1693959.0437128143;1122837.696586486;163259.49290077592;194437.62071267315;;725069.8478265755;611192.0822725648;646050.1458382424;678993.6853674947;617921.485867928;360002.2490178926;513829.1742073354;10360.227089818996;2588952.709947212;99052.90238594149;3980.3233305008926;6813.571985881001;18488.147813265427;30149.88089729149;12218.130096791334;14228.487550755783;16389.84395203511;3564.841158379508;12597.674091256085;1047200.1763071102;1769596.5639921315;1372726.2821218679;1444070.458177504;537.8927754750001;385.35001113050004;295.4740921895;210.388038648;114.593098201;60.6746490471;32.006512934300005;21.119436043699995;7.5952641579;3.2855735276;;3.0557610975;;6.1234270608;2.4290829445;;0.9572494236;3.8178294006;8.133203248800001;;;;Bourgogne-Franche-Comté
46;7;2016;28;35546.316434427994;36113.00924351249;37578.46161297762;39197.68146103885;40453.28177010332;41376.581678484;41083.78372311345;42127.73302161241;41466.58901437946;42577.18325134579;42746.828134588905;42666.872647497126;41952.186867904195;42043.85751529032;42571.96076514806;42501.85286316663;43205.919223257;41812.06135604715;41810.77612456305;39418.33783904748;37550.35459460215;36097.307530063306;35289.61599496151;35089.15105300174;34501.067351514335;35543.76520173397;34928.516887416474;36169.38692191463;36882.63420338447;37665.36168126475;37500.60953414846;37807.05855023877;38407.81759544178;38872.89450960998;40337.20583120066;39609.4129738375;39518.32205366921;39293.4405410018;38203.399203309076;39116.2984553398;39338.106786040575;40772.81201916004;42493.56299677927;44063.81595178801;44906.077633286586;44622.93166036025;44551.23828684334;43778.72389829567;44006.514401314584;44206.3049900091;45061.42595996295;44530.06640087405;44396.18074195449;45430.14568942404;44734.849687154456;44545.86891762027;44939.89822809736;44278.70868063862;44949.47710519538;44912.73015686136;44639.58258958182;44068.52810927476;44273.40645093041;43411.70605676623;44061.311986606524;43614.1331214209;43832.29980202467;42591.213558617324;39321.083968765175;36891.92494046318;32707.81110525617;29669.32792450669;25385.821111726298;23647.215414387574;23322.122944953833;23142.788946338096;23421.50100753983;23348.0628405077;23193.278319300225;22770.793668494196;21877.420425132572;21331.147995159507;20974.8967068654;19533.062536989943;18051.041816894707;17006.38416729767;15316.439632014202;13854.389141050318;12153.851648834087;10726.906774746905;9491.260054256598;7806.2495032611105;6319.899940989601;5408.3886021753;3942.7623900432;2508.553036510198;1887.5225660944996;1134.5368104134;640.7722280428999;27620.17420222344;87591.85547899631;171435.13243490682;365345.42568802595;445851.6850198487;404811.3959385448;811928.4277967332;1021516.8748290791;44633.60644128268;210845.17234790986;93464.99137825798;966162.994212225;2020994.2070087048;1315106.7643797267;210141.46031548214;244375.90088378364;;811928.4277967332;754548.4180126803;811307.267260627;828092.9356845814;712376.0816937305;408251.6691676653;576073.0175817958;10883.016166252506;3171728.2457892396;67311.26260940079;2010.2621949315014;2133.3514288905035;8337.249966464879;20915.868437067184;20905.948583741127;12235.260982415406;9617.2684544343;2993.2959527259945;7029.940822739902;1222660.0049909935;2113440.966397451;1612721.8914980148;1723379.079890496;429.9084307128;345.7511292142;326.08922998410003;227.72835853490002;119.68493429289998;76.8794142342;36.2425734889;18.6272204363;5.066392797200001;;20.068641467600003;4.9317406143;2.9836571139;;1.0742014662;3.5373610575;13.189651940200001;21.642708238700003;5.0812729668;;8.7492187247;;Normandie
47;8;2016;32;71646.01278015203;73448.64919614044;75464.28780856528;77310.13223696557;78811.41759051362;80652.87158584391;79745.27545074884;81508.90506936489;80258.51996778;80247.96454417909;80054.32046963225;79713.14823331028;78968.02903953465;81008.71382888763;81063.45999190553;79778.49909314529;80717.07394174411;79857.57823559058;80623.45112589205;77812.28850361487;75708.07393257336;74895.6051230965;71260.24819406473;70499.27953801464;70770.31952642722;70897.08097659271;71136.60207246;73139.07217115218;73944.36267984836;73932.2386113012;74342.24173013156;74615.8359509613;75505.6334146784;76281.64685132526;76137.07286717244;76044.87064033192;76005.76669457252;73522.08661677691;72371.63728541708;74714.73150921278;76416.8383591667;78233.497566185;80148.0483420909;81692.78722311708;80410.31911299583;79531.68986837994;80470.66646798291;78286.03629106075;78165.62243116809;79570.83319273108;80234.05770833507;80066.45766653153;79427.41330339733;79241.46048125881;78018.40349002046;76344.23448735081;76311.25922794275;76008.8296465145;76713.95336439527;74561.21752714463;75290.41874479785;73365.4362997759;73444.74364472396;71950.60362959054;71834.1463630132;71499.44348110231;70280.46246063316;69694.5343831135;62880.85826667679;57088.79208657676;50640.0974918372;45102.44694056083;38000.30413421122;35720.63385526624;34776.62628344216;33542.67476661546;33990.212814437;35634.41531036314;34998.665205523;34328.07454265777;33308.02376030111;31388.297466566913;30819.686357305327;29414.395249767895;27716.347871696522;24388.47619175372;22647.4792969625;20127.614237196005;17358.154681928707;15419.720376407011;13180.610925684105;10910.433532970392;8951.550598813497;6910.687473066605;5131.593769269803;3373.143676600601;1943.686226157999;1166.5364518092995;700.7073461196998;26389.99621352226;127831.73201988671;328318.9775624746;650771.1556522024;802314.0796794613;722338.3586379394;1221680.5168303058;2125255.822547992;47148.28929377118;319624.6653550074;138210.56316795413;1757851.8136912885;3742065.3076357897;2262835.3315080996;462513.6003209162;492121.8202035725;;1221680.5168303058;1565749.3702809128;1590961.06799667;1481097.498460421;1135516.310048742;736696.9938478662;1060628.7687900448;23377.640981489814;5616185.969968486;156245.58644001087;5904.715462541792;10073.777933316389;21927.466543720737;41427.27378913363;33920.172626542284;40587.14543606426;40275.42780360751;5619.582299738396;9355.879858894588;2096286.9558184466;3908613.6833253778;2910575.0968618;3094325.542282355;428.90517042680005;351.7958252141;354.0885641609;216.194513847;125.96897252509997;48.7996118307;52.9905084054;15.201829851;10.262150182;17.9978241344;7.8702501946000005;12.1990919857;;8.1419231721;19.117366594900002;3.0421617382;16.0589500318;12.799091795;;;9.8383049902;;Hauts-de-France
48;9;2016;44;56848.359643244614;59485.325697899345;62246.254395677155;62965.02259260635;63355.670430949016;65648.67243086011;67231.57402818426;66426.62337495862;66713.83386770735;65931.12114383644;66484.11728908324;65330.68747959644;65857.99677215426;65655.70327018555;66901.983268148;68467.79144667822;68265.7033728849;66902.67607700781;67204.64740087959;68402.10372792905;64855.48113991591;64378.77622941747;63961.77571737608;64027.89164944233;64645.77176824604;64513.81904161965;64788.37907429633;65242.75219595041;65623.20943149764;65211.79702259709;65917.241020291;66912.14751752384;67991.88412721496;68516.59210783533;68715.51222586808;68771.28588000877;68341.21000011647;66112.9546322952;65546.39959115109;66699.6082144412;68848.88502945591;70776.46039035844;72115.09468799806;75153.57028218753;75905.19135138624;76500.44771387847;75783.61330594364;75157.68430912124;76832.90081665796;76640.9256461408;78493.54640181018;78954.86029829807;79270.4288783737;76858.52099555332;77778.66811324045;76707.23347423635;76062.73511413606;75683.09205514909;75190.34536802185;75399.30414565137;72289.10014456717;72752.62707260951;72770.11012590636;71015.18279163395;70606.3148540443;69643.67050704031;68272.17042656866;66839.13701488893;62317.341148413136;55379.19352652346;49713.0234071149;45582.65930490022;41778.23483594562;39940.646734161724;38750.03472306955;40059.47717545696;38720.18018817964;38534.86061911999;38229.30183293115;36783.54809595295;35370.17163706927;34099.87070584419;33090.418257004305;31194.197647150642;29111.367400959836;26299.95323379747;24111.001655374344;20957.77831126529;18317.976096239003;15676.882964550285;13170.85703438858;11035.107460682888;9226.262006283197;7363.535540140506;5565.403545839101;3597.889405643801;2285.0131567466005;1320.4038521810003;835.0686854728998;37297.81251240674;132290.8665635785;322318.987687644;622079.659315104;760902.5546780342;695733.0581782783;1245183.2785642748;1740066.0055732762;64119.10670714637;379450.1356825552;146457.5603399205;1654223.249187457;3311622.1711559137;2244250.051917384;367027.3137994594;420910.7313324471;;1245183.2785642748;1278500.8474592785;1321091.693749367;1259822.961151557;1218310.8242454843;696895.944115778;1059750.7998103471;27781.142458449303;4968833.348326553;242687.7560849479;9591.23076864842;29943.72062993658;30654.27783348512;108521.8001957779;27133.5340169723;36641.663902581684;29185.149200193195;5288.022522942081;39610.577132568316;2080966.05648314;3474906.166590031;2707390.387754044;2848481.8353194688;640.9236310805999;497.3107812646999;345.30518838049994;199.0567365984;130.5424461025;69.2501915743;28.7637324185;;19.5154509591;8.9796150934;5.0745904937;18.2058946623;3.4530142279;7.6227348405;9.8184832742;15.4701921346;5.9897856228;22.4622331799;11.6283124982;;8.0253911008;4.9868663589;Grand Est
49;10;2016;52;42302.36956584361;42299.329720373484;45176.92979140418;46459.51248793991;46674.7712355256;47880.623934319745;48449.184782522054;49698.009725510194;48690.65884201972;48746.43316963028;50257.26165682266;49548.747757665085;48730.26341088801;49353.611790242874;48868.784799168636;49519.3636509246;48043.08481579288;47299.21119683739;46444.031115394304;43366.81939213724;42326.14796759172;40279.175536915216;40150.550318199654;38621.21004101808;39606.21705562746;39215.04311673723;39816.272215665806;41036.24334513501;42094.08477752944;41837.69893573352;42444.82862285453;43971.42444738787;45031.05800415603;46114.22502337669;46585.93317262591;46458.80570177865;46000.4912784964;45560.72561186073;45265.94043833827;45529.12754582902;47616.87553796744;48981.0920114477;49671.11008305448;50630.01964117499;51608.65558803268;50521.76706745826;50255.481068163965;49538.70331006325;48080.84288813101;47850.68691165127;49719.14941716759;48531.67548382946;48779.3885320905;47774.197412166905;47989.41275607194;47794.38027605395;47387.79009620996;47289.584954097605;46891.83397639093;46287.720203427765;46730.61342073937;46882.085811536555;45721.312061237004;46503.973494634156;47668.261134077045;46894.19855444419;45935.901847042136;45289.535469315175;42151.67666707803;38683.602124408375;34541.10226283157;30986.005414944233;27828.588241012003;26624.802435527432;25846.68158323258;25624.98798209624;24701.979301390933;25230.78806430903;25737.029833376473;25203.793925775317;24383.457482784594;22900.443060357007;22054.97724240801;21292.02826091279;19182.713934876403;18401.242847094214;17015.261225183305;15588.294304870595;13714.873625343202;12318.8349735212;10429.618842579312;8637.714360665192;7798.36612528119;6399.100617584397;4664.103895659099;3243.127916747202;2050.7815206327987;1338.3961012149991;748.7382258321999;38189.26545822114;101869.70196632345;226143.2689156431;428140.72268749814;475332.9461924298;458386.4285156207;885206.6820716303;1124746.56211777;62947.446300936754;245623.6651364051;110702.93142919328;1118512.3087915042;2200229.226266906;1537786.351658063;209060.050303842;281209.3599222666;;885206.6820716303;824753.1339692936;945477.067792956;783751.7744270666;789888.9855475189;479006.93389821245;739890.8162593187;11294.72822130311;3572149.3990481934;64476.94705977548;2480.4426212546973;2396.2120498193003;8474.340035494424;26885.764113518362;23648.639195038137;7380.820921995293;9193.925882486117;4397.896520334097;5236.462255930014;1417146.231544151;2320869.3463807427;1818484.3193580057;1919531.2585668946;651.7104708261003;446.8342879602;298.2207693102;277.5563158701999;166.10687339720002;94.59473292499999;64.25976773219999;28.472044639;9.999992521;;;8.4131636939;;5.9908225892;5.9190104765;19.377810907300002;9.1614380456;6.9574127688;9.9018192318;;8.533787164100001;;Pays de la Loire
50;11;2016;53;32732.6205617516;34764.677918507965;36389.93100182617;37488.38375631088;38055.40230464286;39432.406672198806;40611.496232533056;39914.00053117165;41031.36184699127;41239.64469375775;41286.65283086595;41068.69652179973;41631.233057200465;41802.57096472823;41341.60561366801;42382.353310473205;40578.3965895063;41938.685116743174;41021.36728817854;38508.89179340856;37104.34334272155;35651.75277535721;34548.33765170776;33650.27612808809;32439.82749232867;33259.57775321245;32345.908107151732;33014.836502311744;34193.61232299632;35271.620356671054;35594.130670395694;35918.62552084934;36200.38209540184;37812.38733101772;38879.98916986607;39575.207671556906;39043.22620675628;38533.95270951933;39146.05977591756;39461.48640088297;41029.45009990555;42096.88693944781;43183.328587750126;44767.38085264185;45418.78363567605;45176.31809595557;44238.060817343765;44643.313062689216;43988.90424930263;45022.97844036099;44573.759267901245;44602.919913568316;43953.33194279871;43837.334735766824;44413.1088770507;44060.28529340515;43783.85455958135;43714.52471014814;42741.363670344705;43002.921551786465;42829.68943606828;42896.665533355066;43231.53921702423;43591.85673806954;43765.05422089391;43397.312416892666;44659.97355102409;43535.22986728183;40608.90176740978;37684.34168985385;34202.43376421176;29905.707942450797;26977.539563840597;25285.57453321419;24754.421775943953;24554.26827893237;24715.87122318942;25463.184222205065;25586.41809222259;24868.79025986093;23322.625159140815;22977.623408536194;21689.481857079485;21175.548859448303;19420.399827891284;18437.440603511426;15925.570295781084;14404.479791077514;12795.287092990817;11234.139513020196;9516.664896557904;8057.575204170904;6461.643461094398;5410.267980323705;4157.726709672399;2725.307287046;1772.2965531286995;1148.7104066676002;637.1400012461002;37056.656190032045;95697.1966793319;199456.22290118336;369235.2916323135;419246.46233419207;362019.620772538;843215.4446762336;982561.7583010674;60708.78623916856;178237.8942690733;90301.94465560316;987921.6184445301;1991318.4098787578;1317170.2436084547;178371.40817011692;259960.82333628542;;843215.4446762336;709770.7336958982;807409.9022305618;656203.3867423541;669468.277158918;463160.1358065628;712246.9515484901;11954.973633792608;3176046.813241872;46586.12622943186;1980.760422998503;1840.7724620872987;6832.718469260298;30660.26490635206;15380.495973636822;3483.4793444445027;5708.382088517887;1988.715043280101;6025.151670897001;1219130.1312774268;2089358.5222098366;1606014.4431208766;1702474.2103664887;528.8934739841;308.3616125885;229.66533307650002;209.3220521839;128.40285156820002;31.9862211007;25.8531462501;14.126654930700001;0.9999988786;9.9228652478;12.507600952499999;4.9483773039;3.094608928;16.863036444000002;13.814651552599999;3.094608928;20.829997262200003;6.4270133532;13.0938683594;;7.0146173553;;Bretagne
