;index;ANS;REG_RES_18;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;Agriculteurs;Artisans-commerçants-chefs d'entreprise;Cadres et professions intellectuelles supérieures;Professions intermédiaires;Employés;Ouvriers;Anciens actifs_x;Inactifs et chômeurs n'ayant jamais travaillé;Agriculture;Industrie;BTP;Tertiaire;Inactifs ou chômeurs;Actifs ayant un emploi;Chômeurs;Étudiants ou élèves;Militaires du contingent;Anciens actifs_y;Autres inactifs;Personnes de moins de 15 ans (17 ans pour le RP 1975) ou étudiants - élèves;Aucun diplôme ou au mieux BEPC - brevet des collèges ou DNB;CAP - BEP;Baccalauréat (général - techno - pro);Diplôme d'études supérieures;Autres nationalités;Français de naissance;Français par acquisition;Espagnols;Italiens;Portugais;Autres nationalités d'Europe;Autres nationalités d'Afrique;Algériens;Marocains;Tunisiens;Turcs;Marié;Non marié;Homme;Femme;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;REGION
71;15;1990;93;53779.0;53078.0;52684.0;53145.0;53605.0;52279.0;51031.0;53572.0;54847.0;54586.0;52872.0;51791.0;51342.0;49066.0;50000.0;51951.0;56413.0;59114.0;60101.0;59307.0;59120.0;58179.0;58753.0;60764.0;61297.0;61672.0;61236.0;60023.0;58645.0;62554.0;61549.0;61686.0;61156.0;60920.0;62150.0;61645.0;60351.0;61659.0;60891.0;64947.0;64278.0;62808.0;64823.0;63719.0;52750.0;52465.0;53007.0;50092.0;45654.0;44136.0;45508.0;44033.0;43892.0;44181.0;45360.0;46556.0;47425.0;48314.0;48721.0;50119.0;48545.0;47708.0;47688.0;48144.0;47728.0;45580.0;46744.0;45520.0;48288.0;48817.0;35484.0;26324.0;23924.0;22532.0;24400.0;35020.0;33848.0;31900.0;29448.0;28008.0;25860.0;24100.0;20740.0;18544.0;16516.0;14332.0;12288.0;10636.0;8864.0;7368.0;5692.0;4792.0;3284.0;2596.0;1916.0;1308.0;952.0;540.0;424.0;36853.0;170784.0;192016.0;345802.0;556127.0;466966.0;762971.0;1727260.0;57373.0;218714.0;136662.0;1112481.0;2733549.0;1525230.0;268362.0;356602.0;14263.0;762971.0;1331351.0;1101970.0;1840103.0;580288.0;373038.0;363380.0;17656.0;3720998.0;237091.0;19211.0;36279.0;13238.0;34557.0;10968.0;67110.0;49717.0;48046.0;3908.0;1963957.0;2294822.0;2051708.0;2207071.0;320.0;204.0;92.0;52.0;52.0;28.0;4.0;12.0;;8.0;;4.0;;;;;;;;;;;Provence-Alpes-Côte d'Azur
72;16;1990;94;2920.0;2812.0;2872.0;2916.0;2872.0;2952.0;3024.0;3136.0;3364.0;3228.0;3264.0;2926.0;2941.0;2824.0;2988.0;3039.0;3257.0;3426.0;3017.0;3057.0;3060.0;2917.0;3344.0;3277.0;3556.0;3576.0;3656.0;3548.0;3648.0;3720.0;3747.0;3837.0;3789.0;3696.0;3984.0;3912.0;3756.0;3904.0;3804.0;4036.0;3824.0;3812.0;3548.0;3560.0;2812.0;3268.0;2872.0;3040.0;2688.0;2812.0;2856.0;2685.0;2712.0;2696.0;2576.0;2740.0;2908.0;2876.0;2928.0;3244.0;2824.0;3156.0;2832.0;2824.0;2824.0;2872.0;2948.0;2688.0;2784.0;2904.0;2244.0;1588.0;1616.0;1564.0;1608.0;2080.0;1772.0;1900.0;1584.0;1560.0;1280.0;1248.0;1132.0;920.0;872.0;792.0;692.0;608.0;520.0;464.0;360.0;248.0;192.0;152.0;64.0;96.0;52.0;48.0;20.0;4348.0;11940.0;7456.0;15212.0;31156.0;25893.0;39248.0;114782.0;6828.0;6093.0;9632.0;60856.0;166626.0;83409.0;15032.0;18345.0;533.0;39248.0;93468.0;60796.0;129173.0;23456.0;21844.0;14766.0;376.0;218159.0;7029.0;428.0;3116.0;3109.0;1588.0;220.0;684.0;12958.0;2284.0;84.0;114982.0;135053.0;123298.0;126737.0;8.0;4.0;12.0;;8.0;;;;8.0;4.0;;;;;;;;;;;;;Corse
73;0;1999;01;5797.0;6124.0;6244.0;6069.0;6216.0;6247.0;6278.0;6577.0;6733.0;7065.0;6524.0;6484.0;6062.0;6357.0;6343.0;6463.0;6648.0;6471.0;6083.0;5114.0;4682.0;4752.0;4985.0;5569.0;5727.0;5983.0;6239.0;6153.0;5994.0;5966.0;6277.0;6047.0;6458.0;6549.0;6707.0;6568.0;6775.0;6213.0;6331.0;6034.0;5671.0;5434.0;5453.0;5293.0;5066.0;4820.0;4778.0;4681.0;4586.0;4864.0;4205.0;4182.0;3753.0;4103.0;3701.0;3167.0;3350.0;2984.0;3110.0;3135.0;2744.0;2869.0;2960.0;2953.0;2840.0;2441.0;2521.0;2342.0;2480.0;2033.0;2193.0;2212.0;1947.0;2145.0;1972.0;1667.0;1691.0;1614.0;1581.0;1370.0;1258.0;1070.0;881.0;871.0;903.0;738.0;607.0;605.0;527.0;405.0;335.0;274.0;244.0;175.0;160.0;119.0;86.0;55.0;49.0;4790.0;14449.0;9012.0;26692.0;60938.0;37380.0;44264.0;188731.0;7119.0;8183.0;8032.0;87501.0;275421.0;110835.0;61516.0;40547.0;591.0;44264.0;128503.0;130542.0;161618.0;42856.0;25781.0;25459.0;9148.0;372920.0;3226.0;48.0;119.0;58.0;525.0;118.0;42.0;30.0;21.0;1.0;107680.0;278576.0;185269.0;200987.0;26.0;21.0;11.0;6.0;6.0;3.0;;2.0;;;;;;;;;;;;;;;Guadeloupe
74;1;1999;02;5194.0;5247.0;5335.0;5345.0;5594.0;5456.0;6185.0;6192.0;6333.0;6659.0;6461.0;6434.0;6250.0;6110.0;6139.0;5964.0;5784.0;5713.0;5366.0;5014.0;4309.0;4290.0;4360.0;5001.0;5103.0;5297.0;5765.0;6033.0;6155.0;5746.0;6241.0;6459.0;6360.0;6894.0;6683.0;6766.0;6709.0;6490.0;6415.0;6277.0;5759.0;5668.0;5433.0;5224.0;5049.0;5104.0;4672.0;4691.0;4565.0;4441.0;4309.0;3933.0;3792.0;4067.0;3681.0;3263.0;3274.0;3156.0;3178.0;3168.0;3172.0;3235.0;3281.0;3300.0;3098.0;3086.0;2611.0;2591.0;2687.0;2615.0;2533.0;2445.0;2218.0;2288.0;2314.0;1760.0;1926.0;1786.0;1689.0;1471.0;1269.0;1193.0;998.0;1100.0;983.0;812.0;749.0;706.0;554.0;445.0;366.0;344.0;261.0;211.0;189.0;148.0;104.0;78.0;55.0;2942.0;13147.0;9988.0;28352.0;59763.0;41364.0;50831.0;174938.0;8384.0;9058.0;7070.0;91555.0;265258.0;116067.0;56973.0;38851.0;910.0;50831.0;117693.0;122785.0;160605.0;44917.0;24787.0;28231.0;2733.0;375337.0;2399.0;27.0;78.0;38.0;439.0;184.0;40.0;20.0;29.0;1.0;101965.0;279360.0;180910.0;200415.0;34.0;19.0;13.0;10.0;7.0;6.0;2.0;3.0;1.0;1.0;;1.0;1.0;1.0;;;;;;;;;Martinique
75;2;1999;03;4263.0;4266.0;4128.0;4020.0;4078.0;3911.0;3851.0;3857.0;3687.0;3558.0;3264.0;3309.0;3189.0;3289.0;3212.0;2950.0;3163.0;2858.0;2533.0;2305.0;2165.0;2095.0;2167.0;2190.0;2318.0;2235.0;2583.0;2569.0;2674.0;2632.0;2666.0;2564.0;2669.0;2592.0;2695.0;2615.0;2500.0;2465.0;2447.0;2404.0;2273.0;2152.0;2026.0;1987.0;2000.0;1765.0;1792.0;1636.0;1609.0;1508.0;1404.0;1317.0;1205.0;1201.0;1072.0;994.0;837.0;733.0;781.0;734.0;611.0;621.0;545.0;528.0;500.0;441.0;455.0;360.0;435.0;383.0;337.0;297.0;299.0;311.0;319.0;256.0;241.0;230.0;243.0;194.0;160.0;141.0;145.0;107.0;121.0;73.0;91.0;77.0;71.0;43.0;36.0;29.0;28.0;23.0;18.0;13.0;12.0;15.0;9.0;2019.0;4685.0;4565.0;10349.0;19751.0;13624.0;6209.0;95588.0;2888.0;3524.0;3256.0;33775.0;113347.0;43443.0;18783.0;14771.0;408.0;6209.0;73176.0;68320.0;53481.0;15690.0;8299.0;11000.0;45150.0;103870.0;6344.0;61.0;119.0;78.0;827.0;244.0;53.0;36.0;3.0;5.0;27717.0;129073.0;78963.0;77827.0;6.0;2.0;;;1.0;;;;;;;1.0;;;;;;;;;;;Guyane
76;3;1999;04;12866.0;12926.0;12616.0;12823.0;12973.0;13045.0;14055.0;14161.0;14067.0;14351.0;14099.0;13259.0;13355.0;13710.0;13876.0;13401.0;12760.0;12621.0;12312.0;12018.0;10669.0;10650.0;10644.0;10785.0;10943.0;10668.0;11215.0;11421.0;11284.0;12119.0;12376.0;12865.0;12746.0;13041.0;13053.0;12757.0;12217.0;11540.0;10864.0;10471.0;9942.0;9697.0;9762.0;9059.0;9017.0;8988.0;8490.0;7855.0;7356.0;7027.0;6243.0;6654.0;6045.0;5255.0;5213.0;5369.0;5380.0;4745.0;4874.0;4582.0;4399.0;4475.0;4324.0;4090.0;3736.0;3463.0;3219.0;2923.0;3147.0;2872.0;2749.0;2733.0;2476.0;2408.0;2322.0;2082.0;2035.0;1763.0;1846.0;1228.0;1158.0;1020.0;977.0;895.0;783.0;648.0;615.0;527.0;448.0;324.0;302.0;237.0;204.0;153.0;103.0;99.0;70.0;53.0;37.0;7606.0;15435.0;15942.0;44823.0;101381.0;76320.0;45204.0;399468.0;9562.0;13424.0;11003.0;139687.0;532503.0;173676.0;124203.0;71996.0;967.0;45204.0;290133.0;263027.0;303699.0;62600.0;36302.0;40551.0;390.0;695271.0;7294.0;39.0;66.0;49.0;453.0;2515.0;52.0;36.0;12.0;2.0;213306.0;492873.0;347076.0;359103.0;18.0;13.0;16.0;3.0;5.0;;2.0;1.0;;1.0;2.0;;;;;;;;;;;;La Réunion
77;4;1999;11;154202.0;149857.0;149310.0;146508.0;143978.0;140843.0;143546.0;147268.0;147578.0;145191.0;143581.0;142046.0;140563.0;139492.0;137729.0;135317.0;139298.0;142512.0;146544.0;142415.0;140005.0;148307.0;147547.0;153661.0;167859.0;179921.0;189509.0;190051.0;187702.0;182257.0;180511.0;180595.0;181754.0;182753.0;184517.0;182999.0;175433.0;171246.0;170218.0;170076.0;162717.0;162863.0;160717.0;159108.0;158543.0;156975.0;158676.0;159259.0;163428.0;164834.0;165926.0;165970.0;159410.0;125306.0;120533.0;117642.0;108890.0;98509.0;93254.0;97089.0;91758.0;86834.0;86798.0;83234.0;83038.0;79874.0;80779.0;79031.0;77121.0;74266.0;70797.0;69989.0;65912.0;64774.0;61981.0;59686.0;57551.0;57282.0;56180.0;40556.0;29357.0;25698.0;21989.0;21433.0;33572.0;29983.0;27234.0;23038.0;20673.0;17589.0;14921.0;12020.0;10071.0;7733.0;5930.0;4587.0;3345.0;2361.0;1524.0;8312.0;285045.0;1156908.0;1350976.0;1635726.0;984452.0;1543694.0;3982049.0;22802.0;633142.0;222192.0;3967298.0;6101728.0;4845434.0;633464.0;1071903.0;12725.0;1543694.0;2839942.0;3131281.0;2944408.0;1602336.0;1088121.0;2181016.0;180675.0;8904597.0;744448.0;43721.0;43106.0;273951.0;126600.0;185709.0;189235.0;145551.0;58989.0;50580.0;4241602.0;6705560.0;5296796.0;5650366.0;902.0;559.0;288.0;234.0;142.0;80.0;52.0;33.0;17.0;;4.0;;;;;;;;;;4.0;;Île-de-France
78;5;1999;24;28920.0;28199.0;28215.0;28973.0;28420.0;28044.0;29158.0;31224.0;31632.0;31270.0;31344.0;31693.0;31867.0;32298.0;31327.0;31371.0;32808.0;33568.0;31850.0;30115.0;28113.0;28400.0;26855.0;28105.0;29961.0;32493.0;33957.0;33826.0;33488.0;33284.0;32448.0;33571.0;34773.0;34453.0;35246.0;35459.0;34219.0;35189.0;34903.0;35537.0;34115.0;34463.0;35476.0;35563.0;34995.0;35386.0;34912.0;35800.0;36365.0;36141.0;36440.0;36349.0;34001.0;26114.0;24912.0;24744.0;22550.0;21531.0;19990.0;23713.0;23635.0;23683.0;23494.0;24375.0;24897.0;24755.0;24979.0;24457.0;24209.0;23418.0;23200.0;22531.0;22049.0;21487.0;20280.0;20261.0;19956.0;19726.0;19791.0;13384.0;9120.0;8074.0;6834.0;7017.0;11209.0;10782.0;9776.0;8257.0;7174.0;6395.0;5130.0;3912.0;3139.0;2584.0;1967.0;1459.0;987.0;764.0;468.0;32742.0;66218.0;101813.0;227417.0;323257.0;343437.0;508543.0;837154.0;49274.0;213708.0;62112.0;653142.0;1462345.0;978236.0;127296.0;202609.0;3812.0;508543.0;620085.0;629443.0;882213.0;479360.0;199264.0;250301.0;6484.0;2276296.0;65800.0;4025.0;2188.0;28929.0;8804.0;6599.0;7494.0;21433.0;1828.0;10701.0;1065886.0;1374695.0;1191164.0;1249417.0;380.0;176.0;139.0;67.0;32.0;12.0;8.0;8.0;8.0;;;;;;;;;;;;;;Centre-Val de Loire
79;6;1999;27;31125.0;31139.0;31446.0;32023.0;31346.0;30460.0;31787.0;34499.0;34279.0;34648.0;34943.0;34868.0;36596.0;36035.0;35640.0;35884.0;37540.0;39347.0;37639.0;34720.0;32782.0;32471.0;31419.0;31637.0;33805.0;35838.0;36985.0;37376.0;36843.0;36439.0;37298.0;37363.0;37696.0;38558.0;38723.0;39139.0;36858.0;38801.0;38344.0;39603.0;38461.0;39826.0;39150.0;39371.0;39425.0;39140.0;39125.0;39543.0;39492.0;40714.0;40386.0;40027.0;38866.0;30307.0;28094.0;27239.0;26259.0;24109.0;23314.0;27595.0;26719.0;27082.0;27020.0;26849.0;27719.0;27825.0;27701.0;28196.0;28602.0;26732.0;25815.0;25930.0;25437.0;24259.0;22902.0;22691.0;22150.0;22288.0;21271.0;14275.0;10146.0;9037.0;7444.0;7178.0;12179.0;11046.0;9877.0;8227.0;7500.0;6716.0;5457.0;4209.0;3336.0;2560.0;2156.0;1492.0;1112.0;787.0;418.0;41320.0;76263.0;101480.0;243514.0;340979.0;391050.0;552384.0;980433.0;58686.0;263128.0;63453.0;687748.0;1654408.0;1073015.0;135012.0;239896.0;4759.0;552384.0;722357.0;711310.0;980758.0;540957.0;220453.0;273945.0;4683.0;2521171.0;87749.0;4432.0;8625.0;24171.0;15004.0;3522.0;14442.0;25425.0;3323.0;14876.0;1177770.0;1549653.0;1332976.0;1394447.0;316.0;163.0;94.0;51.0;41.0;22.0;6.0;;;;4.0;;;1.0;;;;;;;;;Bourgogne-Franche-Comté
80;7;1999;28;40143.0;39965.0;40087.0;40858.0;40466.0;38930.0;41703.0;43120.0;42377.0;44462.0;44461.0;45180.0;45773.0;46041.0;45542.0;44951.0;47488.0;47910.0;47456.0;44332.0;40320.0;40278.0;37614.0;39023.0;41605.0;43605.0;44971.0;44790.0;44834.0;44331.0;43687.0;44597.0;44714.0;45390.0;46883.0;46718.0;45432.0;47088.0;46145.0;47124.0;47159.0;47526.0;46744.0;47421.0;47125.0;46148.0;46589.0;46092.0;45273.0;47547.0;46284.0;45263.0;43948.0;33642.0;30896.0;30717.0;27233.0;25413.0;24852.0;29250.0;28765.0;30082.0;30223.0;29391.0;31518.0;29885.0;30061.0;30397.0;30786.0;28417.0;27107.0;27266.0;26662.0;25820.0;25063.0;23556.0;22674.0;22817.0;22170.0;15769.0;10868.0;9413.0;8026.0;7409.0;11351.0;10760.0;9873.0;8213.0;6978.0;6106.0;5033.0;4228.0;3142.0;2446.0;1856.0;1330.0;856.0;732.0;491.0;45060.0;87165.0;117813.0;288970.0;411766.0;454974.0;597592.0;1200403.0;63349.0;271468.0;77108.0;819500.0;1972318.0;1231425.0;195703.0;298048.0;4932.0;597592.0;876043.0;899738.0;1161164.0;606960.0;237950.0;297931.0;3966.0;3086089.0;48557.0;1868.0;2014.0;9574.0;10355.0;10270.0;10267.0;11747.0;2264.0;6772.0;1343320.0;1860423.0;1557752.0;1645991.0;287.0;160.0;102.0;70.0;40.0;12.0;8.0;4.0;;;;4.0;;;;;;;;;;;Normandie
81;8;1999;32;78319.0;77334.0;77789.0;78385.0;77729.0;75898.0;79417.0;82739.0;84012.0;85574.0;86808.0;88463.0;91540.0;89397.0;88454.0;86536.0;90929.0;92919.0;91229.0;85365.0;81419.0;81490.0;76518.0;77448.0;82821.0;85567.0;85848.0;86696.0;85466.0;83023.0;82887.0;83104.0;83789.0;85010.0;86843.0;85712.0;83515.0;85703.0;85631.0;85512.0;84751.0;83639.0;83879.0;84426.0;84563.0;82243.0;83278.0;84048.0;85773.0;85639.0;82179.0;80717.0;80743.0;58244.0;53633.0;51130.0;46127.0;38510.0;43515.0;50993.0;49341.0;49989.0;49253.0;49237.0;50227.0;49642.0;50305.0;51764.0;50918.0;48155.0;46770.0;46457.0;45069.0;43751.0;42224.0;39845.0;37662.0;38640.0;37140.0;24533.0;15033.0;12373.0;10949.0;10564.0;18418.0;16467.0;14998.0;12696.0;10815.0;8978.0;7381.0;5816.0;4451.0;3302.0;2542.0;2006.0;1269.0;959.0;639.0;40588.0;122994.0;215797.0;512199.0;716585.0;833760.0;916462.0;2493889.0;66753.0;456501.0;114463.0;1450173.0;3764384.0;2087890.0;415764.0;590592.0;10027.0;916462.0;1831539.0;1760222.0;2080811.0;1016652.0;443128.0;551461.0;6991.0;5493139.0;164827.0;5509.0;13938.0;27400.0;30317.0;12572.0;36981.0;50406.0;3624.0;6570.0;2414193.0;3438081.0;2847357.0;3004917.0;314.0;221.0;145.0;34.0;56.0;29.0;8.0;1.0;12.0;;8.0;;;;;;;;;;;;Hauts-de-France
82;9;1999;44;65941.0;64787.0;65609.0;66504.0;63728.0;64344.0;67265.0;70188.0;71587.0;72410.0;72664.0;72788.0;73100.0;74235.0;72299.0;70576.0;75764.0;76902.0;76135.0;72377.0;68814.0;70997.0;67113.0;67476.0;73203.0;76968.0;79487.0;79572.0;78908.0;78076.0;78155.0;77999.0;80085.0;82986.0;83720.0;83780.0;80391.0;82138.0;81544.0;80628.0;80608.0;80675.0;80627.0;80136.0;80478.0;77862.0;78952.0;78716.0;79676.0;79253.0;77821.0;74551.0;72720.0;52871.0;50553.0;50503.0;50031.0;48380.0;44263.0;52706.0;51348.0;51086.0;50951.0;49460.0;50645.0;49614.0;50136.0;51230.0;50443.0;47284.0;46174.0;45021.0;43608.0;41708.0;39329.0;37935.0;36192.0;36515.0;34100.0;23949.0;14419.0;12184.0;11993.0;11495.0;18456.0;16663.0;15458.0;12455.0;10652.0;9399.0;7613.0;6233.0;5017.0;3642.0;2839.0;1954.0;1455.0;992.0;631.0;49989.0;122180.0;222130.0;505782.0;691022.0;808561.0;913135.0;2070808.0;77317.0;521417.0;133022.0;1426229.0;3225622.0;2157985.0;270362.0;485253.0;9415.0;913135.0;1547457.0;1463840.0;1779729.0;1132637.0;442607.0;564794.0;12689.0;4849431.0;228841.0;10574.0;39604.0;33037.0;62066.0;10218.0;41585.0;40791.0;5509.0;49262.0;2320403.0;3063204.0;2634962.0;2748645.0;288.0;217.0;94.0;49.0;19.0;20.0;4.0;4.0;4.0;;;;1.0;;;;;;4.0;;;;Grand Est
83;10;1999;52;39621.0;39652.0;40966.0;40569.0;38897.0;38685.0;39765.0;41713.0;41640.0;42186.0;42695.0;43540.0;43932.0;44060.0;43822.0;44107.0;47110.0;48383.0;49434.0;46582.0;44361.0;43260.0;40937.0;41132.0;42421.0;44246.0;44931.0;45539.0;44212.0;43997.0;43516.0;44045.0;44825.0;45580.0;45806.0;47092.0;45356.0;46453.0;45894.0;46329.0;45463.0;46769.0;46325.0;45765.0;45918.0;45709.0;46247.0;45779.0;46355.0;46308.0;47037.0;46418.0;43308.0;30796.0;29768.0;31068.0;27939.0;25852.0;24683.0;30166.0;29965.0;30633.0;30653.0;30343.0;30964.0;30715.0;31400.0;30924.0;30426.0;29243.0;29233.0;28829.0;27478.0;26917.0;26237.0;26426.0;24217.0;24337.0;23728.0;15020.0;11032.0;8745.0;7782.0;7801.0;13679.0;12151.0;11185.0;9187.0;7608.0;6975.0;5361.0;4385.0;3542.0;2789.0;2113.0;1560.0;1152.0;936.0;394.0;59565.0;87947.0;124325.0;293278.0;410236.0;461560.0;626374.0;1158618.0;88435.0;283365.0;84666.0;833471.0;1931966.0;1289937.0;161299.0;305741.0;5437.0;626374.0;833115.0;891730.0;1073524.0;657975.0;266872.0;331802.0;4742.0;3142119.0;36972.0;1229.0;935.0;6214.0;8480.0;4261.0;3919.0;6820.0;2430.0;3782.0;1405776.0;1816127.0;1571390.0;1650513.0;354.0;205.0;145.0;82.0;45.0;29.0;13.0;;;;;;;1.0;;;;;;;;;Pays de la Loire
84;11;1999;53;34336.0;33974.0;33974.0;34446.0;32848.0;32937.0;34372.0;34500.0;36226.0;36514.0;36086.0;37669.0;38451.0;37306.0;37285.0;36955.0;40281.0;41063.0;42003.0;39699.0;38689.0;37679.0;35989.0;35823.0;38022.0;39178.0;39775.0;39565.0;39380.0;38783.0;38127.0;38375.0;38650.0;39661.0;40975.0;41848.0;40280.0;42044.0;42550.0;41523.0;41779.0;41920.0;42142.0;40730.0;40435.0;40915.0;40886.0;40259.0;40669.0;42023.0;42523.0;42230.0;39397.0;29465.0;27689.0;27533.0;25746.0;22795.0;23591.0;29427.0;29304.0;30700.0;30438.0;29866.0;30577.0;30341.0;31574.0;30425.0;30751.0;29271.0;28919.0;28435.0;27554.0;27503.0;26106.0;25768.0;24489.0;24277.0;23692.0;16108.0;11826.0;9031.0;8019.0;7810.0;13573.0;11643.0;10062.0;8496.0;7332.0;6147.0;4711.0;3493.0;2882.0;2143.0;1554.0;1144.0;879.0;591.0;304.0;61942.0;86010.0;118811.0;262253.0;363005.0;355734.0;609731.0;1050636.0;86188.0;201104.0;72484.0;765001.0;1783345.0;1124777.0;133900.0;284086.0;5754.0;609731.0;749874.0;784529.0;958556.0;563958.0;268637.0;332442.0;4256.0;2850779.0;25049.0;1021.0;784.0;3779.0;9738.0;2854.0;1756.0;4051.0;542.0;3513.0;1241340.0;1666782.0;1412544.0;1495578.0;146.0;111.0;63.0;27.0;16.0;8.0;9.0;5.0;;4.0;;;;;;;;;;;;;Bretagne
85;12;1999;75;54883.0;54371.0;54768.0;55021.0;54287.0;54129.0;56457.0;57996.0;59383.0;61082.0;60132.0;63169.0;62727.0;62778.0;63070.0;62129.0;66188.0;68438.0;69452.0;64825.0;61939.0;62379.0;60452.0;60239.0;65031.0;68106.0;69490.0;70137.0;68818.0;67056.0;67704.0;68548.0;71733.0;71541.0;74117.0;75273.0;72127.0;73921.0;74369.0;75094.0;74668.0;75970.0;76271.0;75327.0;77009.0;75935.0;76849.0;77548.0;78323.0;77603.0;78148.0;78381.0;74286.0;55940.0;55075.0;56247.0;52348.0;48815.0;43517.0;54017.0;52734.0;53394.0;56030.0;55776.0;58475.0;56721.0;58597.0;58917.0;58891.0;56811.0;55724.0;55310.0;54948.0;52390.0;51331.0;50557.0;48649.0;49810.0;47480.0;31144.0;22527.0;19290.0;16098.0;16768.0;27105.0;25050.0;23040.0;19265.0;17131.0;14515.0;11841.0;9431.0;7280.0;5739.0;4514.0;3307.0;2291.0;1509.0;1076.0;106873.0;169037.0;208246.0;464943.0;705920.0;623661.0;1164016.0;1815993.0;159316.0;330241.0;127834.0;1391112.0;3250186.0;2008503.0;298968.0;452135.0;8464.0;1164016.0;1326603.0;1274734.0;1892929.0;1047846.0;470770.0;572410.0;9523.0;4970578.0;135937.0;18536.0;5391.0;37436.0;27377.0;8240.0;9287.0;26858.0;2500.0;7026.0;2291337.0;2967352.0;2545879.0;2712810.0;601.0;415.0;225.0;122.0;122.0;44.0;38.0;16.0;4.0;;;;;;;;;;;;;;Nouvelle-Aquitaine
86;13;1999;76;52046.0;52123.0;53364.0;53661.0;52574.0;51658.0;54558.0;56379.0;57078.0;58153.0;57616.0;57505.0;57995.0;56940.0;58237.0;56123.0;59895.0;61069.0;63926.0;62191.0;61221.0;60030.0;58016.0;57482.0;59992.0;62639.0;65263.0;65107.0;64773.0;63669.0;63291.0;65492.0;68165.0;68660.0;70560.0;71487.0;68949.0;69053.0;69564.0;68736.0;68166.0;68059.0;68007.0;68487.0;68960.0;67997.0;69114.0;68656.0;69108.0;69026.0;70065.0;70231.0;67438.0;52878.0;52193.0;53121.0;49022.0;46195.0;41223.0;48417.0;47661.0;47817.0;49687.0;50621.0;51980.0;52068.0;52555.0;53041.0;53234.0;50693.0;50392.0;48954.0;48884.0;47763.0;46031.0;45037.0;43991.0;44068.0;42426.0;29825.0;20214.0;17249.0;14324.0;15598.0;24521.0;22450.0;20038.0;16283.0;14868.0;12341.0;10713.0;7721.0;6394.0;5017.0;3775.0;2744.0;1982.0;1420.0;926.0;87210.0;164793.0;225427.0;450529.0;637844.0;481896.0;1005684.0;1794759.0;118572.0;241278.0;112282.0;1288305.0;3087705.0;1760437.0;321435.0;442021.0;6211.0;1005684.0;1312354.0;1224486.0;1694265.0;841159.0;465436.0;622796.0;12834.0;4370058.0;245850.0;35576.0;11406.0;25102.0;41539.0;9670.0;25288.0;61476.0;4605.0;4738.0;2065147.0;2782995.0;2347666.0;2500476.0;482.0;346.0;186.0;84.0;65.0;40.0;14.0;8.0;;;4.0;;;4.0;;;;;;;;;Occitanie
87;14;1999;84;84506.0;84245.0;86959.0;85778.0;83770.0;83167.0;86842.0;89379.0;89731.0;90737.0;89075.0;91347.0;90557.0;90795.0;90707.0;90181.0;94611.0;96812.0;97473.0;93100.0;89389.0;88406.0;84873.0;85412.0;91294.0;97465.0;98518.0;100802.0;100197.0;98719.0;98613.0;101328.0;102651.0;104280.0;106364.0;105545.0;100846.0;101408.0;100905.0;101911.0;98857.0;99325.0;99052.0;100951.0;98408.0;97820.0;98467.0;98253.0;102011.0;101419.0;101196.0;103666.0;98978.0;79302.0;77054.0;75816.0;70299.0;67015.0;58935.0;67707.0;64558.0;64518.0;63717.0;63153.0;64926.0;65193.0;64615.0;64865.0;64464.0;62338.0;60917.0;59593.0;57850.0;55489.0;53849.0;52170.0;50951.0;51420.0;48449.0;32307.0;22877.0;19630.0;17212.0;16514.0;27866.0;25089.0;21902.0;18505.0;16689.0;13696.0;11753.0;9131.0;7191.0;5536.0;4154.0;3140.0;2277.0;1612.0;1063.0;80756.0;226347.0;344709.0;715632.0;895378.0;879418.0;1264395.0;2549377.0;104525.0;628211.0;170612.0;1916243.0;4136421.0;2819591.0;354509.0;654577.0;8896.0;1264395.0;1854044.0;1898104.0;2235784.0;1295881.0;627822.0;898421.0;23074.0;6244026.0;305233.0;19542.0;39805.0;67641.0;48534.0;13721.0;80280.0;43764.0;27195.0;43197.0;2928799.0;4027213.0;3392491.0;3563521.0;715.0;413.0;262.0;111.0;46.0;25.0;28.0;;;;;;4.0;;;;;;;;;;Auvergne-Rhône-Alpes
