;index;ANS;REG_NAIS;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;Agriculteurs;Artisans-commerçants-chefs d'entreprise;Cadres et professions intellectuelles supérieures;Professions intermédiaires;Employés;Ouvriers;Anciens actifs_x;Inactifs et chômeurs n'ayant jamais travaillé;Agriculture;Industrie;BTP;Tertiaire;Inactifs ou chômeurs;Actifs ayant un emploi;Chômeurs;Étudiants ou élèves;Militaires du contingent;Anciens actifs_y;Autres inactifs;Personnes de moins de 15 ans (17 ans pour le RP 1975) ou étudiants - élèves;Aucun diplôme ou au mieux BEPC - brevet des collèges ou DNB;CAP - BEP;Baccalauréat (général - techno - pro);Diplôme d'études supérieures;Autres nationalités;Français de naissance;Français par acquisition;Espagnols;Italiens;Portugais;Autres nationalités d'Europe;Autres nationalités d'Afrique;Algériens;Marocains;Tunisiens;Turcs;Marié;Non marié;Homme;Femme;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;REGION
88;16;1990;94;2838.0;2663.0;2789.0;2780.0;2724.0;2657.0;2697.0;2899.0;2834.0;2921.0;2625.0;2383.0;2330.0;2325.0;2529.0;2519.0;2701.0;2873.0;2550.0;2514.0;2604.0;2518.0;2733.0;2639.0;2664.0;2657.0;2518.0;2426.0;2340.0;2293.0;2398.0;2395.0;2452.0;2259.0;2411.0;2384.0;2506.0;2552.0;2654.0;2982.0;2843.0;2761.0;2861.0;2763.0;2439.0;2727.0;2692.0;2623.0;2360.0;2684.0;2612.0;2463.0;2676.0;2811.0;2602.0;2761.0;3036.0;2774.0;2995.0;2999.0;2909.0;3117.0;2961.0;2997.0;3072.0;3081.0;3300.0;2937.0;3245.0;3497.0;2816.0;1993.0;2052.0;2097.0;1866.0;2592.0;2240.0;2596.0;2201.0;2025.0;1620.0;1789.0;1588.0;1284.0;1356.0;996.0;1008.0;884.0;704.0;672.0;528.0;396.0;300.0;208.0;116.0;132.0;88.0;48.0;32.0;3309.0;8482.0;8010.0;14295.0;27145.0;15586.0;48382.0;100232.0;3770.0;6351.0;4405.0;53981.0;156934.0;68507.0;10047.0;16676.0;443.0;48382.0;81386.0;54522.0;119110.0;18200.0;19038.0;14571.0;16.0;219201.0;1437.0;20.0;428.0;608.0;73.0;28.0;216.0;2826.0;588.0;;100871.0;124570.0;106265.0;119176.0;24.0;12.0;12.0;12.0;8.0;;;;4.0;8.0;;;;;;;;;;;;;Corse
89;17;1990;FF;7255.0;11130.0;13990.0;15837.0;17972.0;18864.0;20906.0;23674.0;27921.0;31880.0;33811.0;35295.0;37805.0;38675.0;41929.0;43616.0;48378.0;51208.0;54724.0;60138.0;65475.0;65736.0;67867.0;73663.0;79392.0;85308.0;90306.0;97396.0;107997.0;118444.0;120724.0;119737.0;122661.0;123771.0;131596.0;132199.0;128364.0;132564.0;126435.0;131523.0;127170.0;128307.0;126600.0;119973.0;103187.0;110732.0;104435.0;103161.0;92059.0;93639.0;89359.0;85918.0;85010.0;83830.0;84041.0;80315.0;78975.0;77224.0;74520.0;77785.0;73136.0;69901.0;66392.0;66110.0;66589.0;65648.0;66385.0;66866.0;63989.0;61931.0;51814.0;40177.0;37944.0;37289.0;41805.0;46143.0;42504.0;41792.0;37413.0;35124.0;31690.0;30079.0;26934.0;23911.0;20523.0;18077.0;14890.0;13089.0;10842.0;8956.0;6792.0;5412.0;3702.0;2909.0;2015.0;1411.0;881.0;634.0;386.0;26199.0;237772.0;355923.0;446157.0;723406.0;1283815.0;992610.0;1919502.0;70453.0;597339.0;355111.0;1620810.0;3341671.0;2643713.0;495035.0;390515.0;5540.0;992610.0;1457971.0;731364.0;3547520.0;632098.0;464363.0;610039.0;308136.0;1762474.0;1318940.0;190238.0;223277.0;504779.0;319666.0;205735.0;473420.0;396498.0;135539.0;146682.0;3664609.0;2320775.0;3046826.0;2938558.0;350.0;283.0;88.0;61.0;44.0;25.0;17.0;4.0;1.0;20.0;;;;;;;;;;;;;faute de frappe
90;0;1999;01;5820.0;6053.0;6086.0;5831.0;5999.0;5876.0;5964.0;6176.0;6288.0;6745.0;6142.0;6045.0;5522.0;5847.0;5942.0;6024.0;6012.0;5865.0;5902.0;5310.0;4858.0;5453.0;6009.0;6844.0;7380.0;7588.0;8198.0;7961.0;8049.0;7863.0;8285.0;8070.0;8528.0;8443.0;8383.0;8228.0;8574.0;7833.0;8144.0;7913.0;7405.0;7154.0;7604.0;7407.0;6725.0;6836.0;6349.0;6048.0;5931.0;6171.0;5207.0;5136.0;4697.0;5040.0;4395.0;3706.0;3966.0;3685.0;3786.0;3616.0;3038.0;3271.0;3281.0;3283.0;3224.0;2574.0;2831.0;2499.0;2698.0;2203.0;2335.0;2313.0;2067.0;2245.0;2119.0;1740.0;1763.0;1779.0;1683.0;1433.0;1296.0;1120.0;932.0;933.0;916.0;823.0;662.0;634.0;539.0;427.0;365.0;292.0;258.0;174.0;164.0;137.0;89.0;54.0;46.0;4460.0;12542.0;9228.0;33656.0;93561.0;53335.0;49522.0;184933.0;6445.0;12278.0;9547.0;132648.0;280319.0;160918.0;63816.0;41581.0;760.0;49522.0;124640.0;127127.0;188265.0;65153.0;31173.0;29519.0;1436.0;438600.0;904.0;14.0;17.0;23.0;62.0;100.0;25.0;21.0;23.0;12.0;131595.0;309642.0;211687.0;229550.0;32.0;20.0;10.0;6.0;6.0;3.0;;2.0;;;;;;1.0;;;;;;;;;Guadeloupe
91;1;1999;02;5258.0;5259.0;5197.0;5198.0;5380.0;5274.0;5854.0;5884.0;5943.0;6222.0;6005.0;6041.0;5727.0;5487.0;5498.0;5446.0;5217.0;5138.0;5278.0;5271.0;4840.0;4862.0;5142.0;5817.0;6240.0;6721.0;7111.0;7631.0;7749.0;7368.0;8090.0;8245.0;8099.0;8661.0;8294.0;8696.0;8656.0;8232.0;8532.0;8587.0;7971.0;8255.0;7880.0;7911.0;7544.0;7554.0;6777.0;6779.0;6606.0;6170.0;5669.0;5211.0;4900.0;5370.0;4756.0;4147.0;4205.0;4054.0;4013.0;3848.0;3787.0;3910.0;3997.0;3899.0;3571.0;3562.0;3010.0;2979.0;3035.0;2938.0;2922.0;2768.0;2498.0;2598.0;2596.0;1969.0;2202.0;1976.0;1820.0;1666.0;1381.0;1322.0;1079.0;1194.0;1094.0;880.0;828.0;763.0;602.0;499.0;409.0;363.0;295.0;249.0;209.0;168.0;117.0;89.0;65.0;2867.0;12386.0;10783.0;37128.0;92288.0;59303.0;59891.0;172547.0;8102.0;13515.0;9112.0;139588.0;276876.0;170317.0;61373.0;38930.0;796.0;59891.0;115886.0;118723.0;195560.0;68813.0;31087.0;33010.0;277.0;445960.0;542.0;5.0;15.0;123.0;99.0;60.0;20.0;34.0;26.0;32.0;132681.0;314512.0;214368.0;232825.0;41.0;25.0;13.0;10.0;11.0;6.0;2.0;3.0;;1.0;;1.0;1.0;;;;;;;;;;Martinique
92;2;1999;03;4088.0;3965.0;3838.0;3733.0;3792.0;3561.0;3414.0;3417.0;3131.0;2969.0;2496.0;2509.0;2334.0;2370.0;2251.0;2150.0;2318.0;2025.0;1822.0;1679.0;1532.0;1472.0;1457.0;1308.0;1491.0;1404.0;1492.0;1541.0;1435.0;1437.0;1324.0;1205.0;1243.0;1214.0;1210.0;1175.0;956.0;953.0;1031.0;1031.0;964.0;953.0;874.0;879.0;871.0;857.0;738.0;732.0;711.0;615.0;595.0;515.0;470.0;521.0;491.0;442.0;398.0;394.0;397.0;363.0;344.0;352.0;367.0;363.0;352.0;327.0;290.0;274.0;306.0;310.0;264.0;261.0;245.0;268.0;279.0;204.0;187.0;195.0;204.0;171.0;146.0;136.0;142.0;122.0;116.0;77.0;81.0;74.0;63.0;38.0;38.0;28.0;43.0;37.0;16.0;12.0;9.0;16.0;6.0;536.0;1480.0;1659.0;5608.0;13051.0;6518.0;5287.0;69183.0;736.0;1532.0;939.0;20297.0;79818.0;23504.0;8477.0;12210.0;130.0;5287.0;53714.0;58356.0;23486.0;11424.0;5051.0;5005.0;10250.0;90760.0;1955.0;34.0;11.0;18.0;107.0;53.0;42.0;22.0;20.0;50.0;11499.0;91823.0;50957.0;52365.0;5.0;;;;;;;;;;;1.0;;;;;;;;;;;Guyane
93;3;1999;04;12731.0;12631.0;12078.0;12160.0;12258.0;12210.0;13147.0;13104.0;12923.0;13097.0;12937.0;12029.0;12122.0;12424.0;12545.0;12176.0;11314.0;11311.0;11544.0;11836.0;11076.0;11400.0;11563.0;11732.0;11757.0;11209.0;11745.0;12150.0;11336.0;12336.0;12569.0;13262.0;13172.0;13353.0;13524.0;12949.0;12629.0;12158.0;11397.0;11173.0;10705.0;10555.0;10873.0;10049.0;9944.0;10088.0;9193.0;8260.0;7577.0;7190.0;5980.0;6413.0;5796.0;5136.0;5138.0;5257.0;5415.0;4596.0;4816.0;4358.0;4315.0;4446.0;4312.0;4066.0;3698.0;3429.0;3121.0;2924.0;3188.0;2857.0;2765.0;2773.0;2568.0;2405.0;2343.0;2152.0;2055.0;1787.0;1843.0;1265.0;1193.0;1050.0;1001.0;938.0;792.0;648.0;656.0;552.0;433.0;317.0;305.0;257.0;203.0;168.0;100.0;97.0;73.0;52.0;37.0;7562.0;12209.0;8653.0;39413.0;118715.0;90450.0;45713.0;380930.0;9574.0;18147.0;12361.0;149311.0;514252.0;189393.0;121578.0;67734.0;1713.0;45713.0;277514.0;246047.0;318933.0;76350.0;34747.0;27568.0;49.0;702542.0;703.0;8.0;26.0;35.0;45.0;148.0;34.0;38.0;1.0;16.0;218623.0;485022.0;340594.0;363051.0;17.0;11.0;15.0;3.0;4.0;;2.0;1.0;;1.0;1.0;;;;;;;;;;;;La Réunion
94;4;1999;11;151844.0;149565.0;150695.0;150506.0;148910.0;147486.0;151138.0;156438.0;157595.0;155639.0;154149.0;151900.0;150203.0;147801.0;145169.0;141044.0;145568.0;147059.0;146593.0;137219.0;131155.0;133998.0;125939.0;123869.0;130606.0;134255.0;141339.0;139391.0;134176.0;126742.0;125684.0;125545.0;127303.0;126488.0;127447.0;127817.0;121592.0;120089.0;118271.0;117442.0;113765.0;112541.0;110087.0;107635.0;106121.0;105433.0;104987.0;105434.0;108222.0;107683.0;107685.0;107130.0;102585.0;71427.0;59805.0;61777.0;58944.0;54366.0;48941.0;54445.0;62435.0;61990.0;62274.0;61613.0;64133.0;64250.0;65184.0;65919.0;65357.0;60259.0;57180.0;57479.0;54799.0;52976.0;49594.0;47118.0;44897.0;46282.0;46203.0;34356.0;20818.0;20651.0;16586.0;14903.0;24815.0;22899.0;20592.0;17285.0;15139.0;12785.0;10701.0;8434.0;6945.0;5572.0;4209.0;2973.0;2410.0;1797.0;1030.0;19194.0;215936.0;701255.0;1001345.0;1091750.0;667743.0;1249565.0;3764305.0;36259.0;483511.0;139229.0;2603190.0;5448904.0;3262189.0;475346.0;1028360.0;13546.0;1249565.0;2682087.0;3178905.0;1965796.0;1352931.0;814371.0;1399090.0;20442.0;8313258.0;222708.0;4106.0;4130.0;44413.0;11430.0;24502.0;16429.0;26730.0;12813.0;10132.0;2834729.0;5876364.0;4270121.0;4440972.0;652.0;392.0;198.0;116.0;108.0;36.0;33.0;8.0;14.0;4.0;4.0;;;;;;;;;;4.0;;Île-de-France
95;5;1999;24;27760.0;26808.0;26771.0;27080.0;26778.0;25718.0;26857.0;28174.0;28749.0;27791.0;28023.0;28065.0;28278.0;28405.0;27643.0;27682.0;29094.0;29575.0;28967.0;27611.0;25965.0;27042.0;25813.0;26105.0;28079.0;30236.0;31003.0;31482.0;31233.0;30547.0;29201.0;30236.0;30486.0;29876.0;30582.0;30371.0;28893.0;29299.0;28248.0;28908.0;27641.0;28595.0;28937.0;29743.0;29079.0;29779.0;28934.0;30012.0;30803.0;30868.0;31571.0;31418.0;29673.0;24404.0;23597.0;23183.0;20401.0;19822.0;18022.0;22069.0;19484.0;19317.0;19884.0;20367.0;20698.0;20968.0;20770.0;20258.0;20325.0;19949.0;19763.0;19807.0;19425.0;18597.0;17774.0;17830.0;17400.0;17459.0;17794.0;11552.0;8969.0;7267.0;6262.0;5777.0;10387.0;9317.0;8795.0;7394.0;6314.0;5693.0;4617.0;3660.0;2900.0;2260.0;1769.0;1289.0;1010.0;706.0;445.0;29981.0;60781.0;100092.0;209147.0;290213.0;279907.0;440247.0;742620.0;43803.0;177849.0;52178.0;600884.0;1278274.0;874714.0;103524.0;186402.0;3387.0;440247.0;544714.0;576683.0;739994.0;428046.0;174023.0;234242.0;1364.0;2108987.0;23966.0;507.0;123.0;4921.0;1024.0;1153.0;1557.0;5714.0;514.0;3158.0;886098.0;1266890.0;1042816.0;1110172.0;283.0;201.0;115.0;64.0;36.0;20.0;12.0;16.0;4.0;;;;;;;;;;;;;;Centre-Val de Loire
96;6;1999;27;31355.0;31119.0;31162.0;31913.0;30843.0;30000.0;31160.0;33540.0;33700.0;33573.0;33862.0;33866.0;35545.0;34992.0;35024.0;34830.0;36981.0;38556.0;37721.0;36452.0;34035.0;34112.0;33218.0;33018.0;36107.0;38943.0;39611.0;39958.0;39260.0;38360.0;38995.0;38717.0;38740.0;40218.0;40575.0;40427.0;38231.0;39319.0;37978.0;38593.0;37934.0;38405.0;37448.0;38309.0;38508.0;37451.0;37840.0;38356.0;38590.0;40006.0;39559.0;39089.0;38656.0;30126.0;30002.0;27587.0;24974.0;22423.0;22320.0;27766.0;25256.0;25137.0;25592.0;25440.0;26117.0;26215.0;26464.0;26970.0;27280.0;25698.0;25459.0;25427.0;24530.0;23637.0;22430.0;21907.0;21262.0;22272.0;21265.0;14116.0;11508.0;9257.0;7482.0;7001.0;12194.0;11187.0;10052.0;8445.0;7617.0;6760.0;5682.0;4253.0;3397.0;2620.0;2170.0;1675.0;1068.0;839.0;449.0;39277.0;75047.0;129617.0;269683.0;357395.0;352685.0;541779.0;951420.0;55045.0;244756.0;58760.0;748460.0;1609882.0;1107021.0;128494.0;243971.0;4820.0;541779.0;690818.0;706692.0;906746.0;540949.0;238557.0;323959.0;812.0;2651938.0;39778.0;451.0;1183.0;4365.0;1712.0;464.0;2730.0;7080.0;1032.0;5358.0;1138636.0;1578267.0;1312820.0;1404083.0;415.0;162.0;93.0;72.0;44.0;14.0;10.0;1.0;;;4.0;;;;;;;;;;;;Bourgogne-Franche-Comté
97;7;1999;28;40355.0;40001.0;40237.0;40617.0;39767.0;38616.0;41401.0;42376.0;41584.0;43561.0;43310.0;44259.0;45301.0;45555.0;44877.0;44424.0;46952.0;47530.0;47540.0;45430.0;41977.0;42162.0;41012.0;41986.0;45810.0;47144.0;49065.0;49033.0;48392.0;47953.0;46971.0;48340.0;48966.0;49087.0;50015.0;49559.0;47583.0;49064.0;48157.0;48895.0;48170.0;49163.0;48795.0;49416.0;48584.0;48342.0;48925.0;48709.0;47831.0;50056.0;49131.0;48574.0;46334.0;35461.0;31999.0;32446.0;28693.0;27765.0;27440.0;33389.0;31631.0;32827.0;32352.0;31809.0;33611.0;31763.0;32185.0;32282.0;32300.0;30158.0;28802.0;29048.0;27984.0;27162.0;25677.0;24790.0;23456.0;23755.0;23499.0;16890.0;12627.0;10352.0;8780.0;7966.0;12153.0;10971.0;10171.0;8363.0;7165.0;6129.0;5252.0;4190.0;2995.0;2439.0;1846.0;1347.0;891.0;781.0;476.0;46121.0;95545.0;135966.0;316173.0;452121.0;463217.0;635564.0;1196944.0;65278.0;279566.0;78765.0;907654.0;2010388.0;1331263.0;197026.0;302366.0;5115.0;635564.0;870317.0;897270.0;1207770.0;651518.0;254681.0;330412.0;649.0;3311925.0;17104.0;173.0;235.0;1460.0;979.0;1286.0;1943.0;3056.0;678.0;2163.0;1397094.0;1944557.0;1606330.0;1735321.0;269.0;176.0;118.0;54.0;36.0;12.0;16.0;4.0;;;;4.0;;;;;;;;;;;Normandie
98;8;1999;32;77235.0;76055.0;76640.0;77217.0;76152.0;74322.0;78271.0;81400.0;81861.0;83886.0;85201.0;87780.0;90820.0;89069.0;88651.0;86350.0;91471.0;92754.0;92373.0;86664.0;82847.0;83229.0;79824.0;82781.0;88677.0;93265.0;94798.0;94860.0;94244.0;92054.0;92562.0;92716.0;94215.0;95041.0;97508.0;95752.0;92830.0;94197.0;94489.0;93944.0;92753.0;91789.0;91881.0;92515.0;92860.0;89637.0;91439.0;92263.0;93260.0;94237.0;90873.0;88415.0;89223.0;63488.0;56616.0;54844.0;48479.0;38155.0;43049.0;56122.0;54950.0;55531.0;53951.0;53696.0;55598.0;54970.0;55967.0;58121.0;57330.0;53884.0;52858.0;52460.0;50774.0;49990.0;48770.0;45330.0;41813.0;42378.0;39674.0;23610.0;10856.0;10863.0;10192.0;10369.0;20323.0;18872.0;17013.0;14388.0;12697.0;10499.0;8417.0;6993.0;5306.0;3868.0;2960.0;2310.0;1549.0;1106.0;809.0;42996.0;135625.0;263947.0;585358.0;841659.0;845529.0;1031090.0;2481800.0;71264.0;481382.0;117750.0;1672009.0;3885599.0;2342405.0;429924.0;589023.0;10348.0;1031090.0;1825214.0;1741223.0;2172619.0;1137641.0;517205.0;659316.0;1036.0;6108209.0;83808.0;762.0;2002.0;5076.0;2929.0;2011.0;4701.0;15001.0;988.0;1481.0;2623429.0;3604575.0;3006775.0;3221229.0;419.0;233.0;166.0;70.0;89.0;38.0;12.0;13.0;12.0;4.0;;;;;;;;;;;;;Hauts-de-France
99;9;1999;44;66151.0;64424.0;65779.0;66418.0;63645.0;63966.0;67046.0;70063.0;71223.0;72492.0;72469.0;73187.0;73924.0;75521.0;73078.0;71869.0;76899.0;78548.0;77051.0;72599.0;69102.0;70186.0;66675.0;67664.0;73885.0;77772.0;81385.0;82097.0;80484.0;80255.0;79473.0;80390.0;83730.0;86755.0;87476.0;88766.0;84160.0;84476.0;83776.0;82371.0;82223.0;82921.0;81461.0;81053.0;81020.0;78587.0;79071.0;78652.0;78915.0;79076.0;76553.0;73682.0;71755.0;49974.0;45699.0;45588.0;44253.0;42129.0;36085.0;50224.0;53821.0;53068.0;52615.0;50905.0;52991.0;51526.0;51948.0;53635.0;52806.0;49499.0;48827.0;47998.0;46416.0;44152.0;41731.0;40494.0;38883.0;38981.0;35828.0;24189.0;13180.0;11572.0;11763.0;11366.0;19919.0;18375.0;17046.0;13967.0;11928.0;10429.0;8543.0;7037.0;5788.0;4160.0;3148.0;2228.0;1579.0;1090.0;628.0;50696.0;126933.0;265627.0;544908.0;721065.0;741757.0;970021.0;2030103.0;77468.0;501216.0;120515.0;1507932.0;3243979.0;2207131.0;269751.0;489013.0;9594.0;970021.0;1505600.0;1468806.0;1699564.0;1157466.0;473462.0;651812.0;1940.0;5291759.0;106508.0;1442.0;4997.0;6187.0;4619.0;1484.0;4439.0;11711.0;1741.0;14283.0;2291752.0;3159358.0;2632321.0;2818789.0;368.0;255.0;130.0;60.0;30.0;24.0;8.0;12.0;4.0;;4.0;;1.0;;;;;;4.0;;;;Grand Est
100;10;1999;52;39472.0;38705.0;39505.0;38925.0;36970.0;36436.0;37608.0;39499.0;38960.0;39407.0;39797.0;40916.0;41457.0;41931.0;41774.0;41953.0;44825.0;46540.0;47444.0;44388.0;43010.0;42542.0;41117.0;42230.0;44290.0;46424.0;46979.0;47151.0;46119.0;44777.0;44413.0;44343.0;45174.0;45887.0;45997.0;47146.0;44719.0;46517.0;45529.0;45146.0;44718.0;45859.0;45395.0;44578.0;45083.0;44928.0;45274.0;44777.0;45825.0;46126.0;47224.0;47265.0;43859.0;32362.0;31479.0;32464.0;29153.0;27032.0;27718.0;32000.0;29556.0;30257.0;29933.0;29736.0;29948.0;29273.0;30593.0;29739.0;29411.0;28068.0;28131.0;27845.0;26513.0;25596.0;25320.0;25367.0;23014.0;23227.0;22775.0;14749.0;11594.0;8827.0;7821.0;7576.0;13248.0;12151.0;10933.0;8872.0;7634.0;6748.0;5294.0;4200.0;3387.0;2686.0;2164.0;1533.0;1142.0;900.0;429.0;59390.0;88028.0;132048.0;307108.0;427815.0;448529.0;609748.0;1103475.0;88150.0;282693.0;84533.0;871996.0;1848769.0;1327372.0;147173.0;292246.0;5353.0;609748.0;794249.0;849616.0;1057679.0;662195.0;265002.0;341649.0;701.0;3158335.0;10306.0;68.0;100.0;1719.0;614.0;511.0;449.0;1451.0;756.0;1131.0;1381099.0;1795042.0;1538288.0;1637853.0;318.0;191.0;144.0;72.0;47.0;24.0;13.0;;;;;;;1.0;;;;;;;;;Pays de la Loire
101;11;1999;53;34834.0;34338.0;33877.0;33803.0;32620.0;31712.0;32766.0;33035.0;34504.0;34909.0;34559.0;35826.0;36757.0;35639.0;36091.0;35474.0;38335.0;39151.0;39952.0;37056.0;36200.0;35672.0;34616.0;35237.0;38067.0;40181.0;41349.0;41314.0;40405.0;40237.0;39130.0;38930.0;39015.0;40552.0;40875.0;41580.0;39778.0;40536.0;40822.0;40284.0;40290.0;40627.0;41395.0;39173.0;39833.0;40007.0;40256.0;40283.0;41701.0;42996.0;44632.0;45684.0;42840.0;32558.0;31641.0;31300.0;28827.0;24644.0;27925.0;33314.0;31563.0;32691.0;33046.0;32042.0;33118.0;31970.0;33577.0;32104.0;32592.0;31233.0;30863.0;30699.0;29861.0;29461.0;28375.0;27866.0;26709.0;26858.0;26646.0;18627.0;14256.0;10643.0;9305.0;9428.0;15670.0;13410.0;11664.0;9652.0;8404.0;7290.0;5466.0;4217.0;3499.0;2662.0;1979.0;1501.0;1046.0;803.0;379.0;60834.0;80614.0;141747.0;289831.0;374747.0;334083.0;665208.0;1024564.0;84270.0;206204.0;67485.0;813350.0;1800319.0;1171309.0;120231.0;270593.0;5475.0;665208.0;738812.0;756295.0;1008788.0;558615.0;277497.0;370433.0;646.0;2959824.0;5979.0;94.0;85.0;895.0;705.0;441.0;649.0;1109.0;199.0;1002.0;1282130.0;1689498.0;1407977.0;1563651.0;193.0;131.0;73.0;63.0;21.0;20.0;4.0;4.0;;;;;;;;;;;;;;;Bretagne
102;12;1999;75;55036.0;53739.0;53225.0;52681.0;51313.0;50975.0;52619.0;53928.0;54979.0;56607.0;54849.0;58185.0;57251.0;57043.0;57088.0;56537.0;60246.0;61568.0;62520.0;58460.0;55759.0;55480.0;54003.0;55020.0;60655.0;64559.0;66189.0;66798.0;65760.0;64321.0;63773.0;63930.0;66858.0;66032.0;68723.0;69047.0;65335.0;65261.0;65473.0;65776.0;66279.0;66519.0;67998.0;67072.0;67918.0;67820.0;68805.0;70101.0;72495.0;71177.0;73462.0;73936.0;71003.0;53270.0;54328.0;55790.0;50208.0;47326.0;45890.0;52369.0;46218.0;46544.0;48576.0;48995.0;51063.0;50191.0;51341.0;51841.0;50796.0;49811.0;48901.0;48773.0;47892.0;46319.0;44403.0;43761.0;42679.0;43606.0;41937.0;27039.0;20478.0;17151.0;14076.0;14967.0;24395.0;22640.0;20774.0;17676.0;15877.0;13758.0;11190.0;8820.0;6918.0;5501.0;4353.0;3284.0;2224.0;1568.0;1010.0;97861.0;148702.0;231545.0;455567.0;658482.0;550365.0;1036588.0;1631158.0;140830.0;315925.0;114303.0;1354728.0;2884482.0;1925786.0;239370.0;405090.0;7472.0;1036588.0;1195962.0;1177787.0;1671776.0;962435.0;436750.0;561520.0;1293.0;4741618.0;43390.0;1394.0;543.0;6210.0;1849.0;858.0;3193.0;6810.0;799.0;2311.0;2058840.0;2751428.0;2325818.0;2484450.0;649.0;395.0;200.0;106.0;122.0;36.0;26.0;13.0;8.0;;;;;;;;;;;;;;Nouvelle-Aquitaine
103;13;1999;76;50624.0;49397.0;49996.0;49706.0;48001.0;46972.0;48993.0;50122.0;50270.0;50296.0;49545.0;48584.0;48716.0;47957.0;48858.0;46767.0;49096.0;49740.0;49564.0;47179.0;45004.0;43592.0;42504.0;42370.0;45969.0;48768.0;50558.0;51351.0;51855.0;50523.0;49619.0;50353.0;51547.0;52412.0;52938.0;53233.0;50848.0;49019.0;48906.0;48511.0;47652.0;47980.0;47291.0;48664.0;49075.0;50047.0;51721.0;52295.0;52713.0;54167.0;54773.0;55540.0;53874.0;42116.0;42276.0;42629.0;39605.0;37654.0;31303.0;35823.0;33827.0;33733.0;35646.0;36025.0;37719.0;37073.0;37846.0;38649.0;38225.0;37255.0;36670.0;35457.0;35105.0;34597.0;33919.0;33137.0;32668.0;33287.0;32243.0;21097.0;14377.0;11782.0;9487.0;10619.0;18747.0;16864.0;14999.0;12182.0;11596.0;9518.0;8272.0;6078.0;4979.0;4071.0;3011.0;2095.0;1734.0;1109.0;774.0;75618.0;118311.0;194336.0;364715.0;496407.0;346181.0;744661.0;1414696.0;94591.0;197707.0;78806.0;1053760.0;2330061.0;1424864.0;192654.0;340513.0;5134.0;744661.0;1047099.0;1038618.0;1225890.0;636139.0;361046.0;493232.0;1752.0;3652628.0;68830.0;2118.0;954.0;3635.0;2493.0;1152.0;5099.0;12894.0;1318.0;2052.0;1538649.0;2216276.0;1831013.0;1923912.0;405.0;277.0;149.0;79.0;29.0;32.0;13.0;;;;4.0;;;4.0;;;;;;;;;Occitanie
104;14;1999;84;83526.0;82515.0;84486.0;82878.0;80934.0;79955.0;83853.0;85572.0;85945.0;85821.0;84238.0;85791.0;84442.0;85128.0;84789.0;83929.0;88070.0;90002.0;89063.0;83874.0;79793.0;78908.0;75089.0;76316.0;80905.0;87041.0;88199.0;89494.0;87691.0;85464.0;84776.0;86796.0;87069.0;86500.0;88171.0;87109.0;81767.0;80656.0;80043.0;80792.0;76754.0;76798.0;76364.0;76306.0;75355.0;74266.0;75528.0;75459.0;79324.0;79820.0;79979.0;81901.0;78778.0;64848.0;65262.0;63956.0;59596.0;57216.0;47867.0;53677.0;50459.0;51561.0;51181.0;51071.0;53368.0;53928.0;53709.0;54354.0;53933.0;52608.0;52084.0;50708.0;49728.0;47754.0;46215.0;44519.0;44193.0;44597.0;42109.0;27291.0;20031.0;16800.0;14315.0;13332.0;24157.0;21986.0;19030.0;16184.0;14642.0;11984.0;10370.0;8077.0;6480.0;4965.0;3546.0;2776.0;1954.0;1412.0;947.0;77610.0;190356.0;317112.0;614389.0;748242.0;672421.0;1080288.0;2275745.0;99560.0;500050.0;131314.0;1637630.0;3607609.0;2368554.0;275886.0;596776.0;8421.0;1080288.0;1646238.0;1787304.0;1764901.0;1088774.0;541542.0;793642.0;2988.0;5798003.0;112624.0;1863.0;3625.0;11519.0;3243.0;1698.0;9787.0;10375.0;6902.0;13536.0;2334641.0;3641522.0;2901735.0;3074428.0;574.0;340.0;240.0;102.0;46.0;29.0;29.0;;;;;;;1.0;;;;;;;;;Auvergne-Rhône-Alpes
