;index;ANS;REG_NAIS;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;Agriculteurs;Artisans-commerçants-chefs d'entreprise;Cadres et professions intellectuelles supérieures;Professions intermédiaires;Employés;Ouvriers;Anciens actifs_x;Inactifs et chômeurs n'ayant jamais travaillé;Agriculture;Industrie;BTP;Tertiaire;Inactifs ou chômeurs;Actifs ayant un emploi;Chômeurs;Étudiants ou élèves;Militaires du contingent;Anciens actifs_y;Autres inactifs;Personnes de moins de 15 ans (17 ans pour le RP 1975) ou étudiants - élèves;Aucun diplôme ou au mieux BEPC - brevet des collèges ou DNB;CAP - BEP;Baccalauréat (général - techno - pro);Diplôme d'études supérieures;Autres nationalités;Français de naissance;Français par acquisition;Espagnols;Italiens;Portugais;Autres nationalités d'Europe;Autres nationalités d'Afrique;Algériens;Marocains;Tunisiens;Turcs;Marié;Non marié;Homme;Femme;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;REGION
53;17;1975;FF;7050.0;12175.0;17415.0;21630.0;26240.0;30435.0;33495.0;34785.0;36900.0;40295.0;43875.0;47085.0;54065.0;66690.0;71735.0;72665.0;72245.0;75625.0;79740.0;86490.0;92155.0;93070.0;100455.0;102350.0;111145.0;116010.0;125835.0;126060.0;121090.0;107005.0;115400.0;108780.0;108450.0;99055.0;100650.0;95270.0;93895.0;92175.0;94290.0;93470.0;89205.0;89335.0;89040.0;85150.0;89670.0;84745.0;81940.0;78345.0;79140.0;77930.0;78525.0;79800.0;81220.0;78795.0;77460.0;64125.0;53870.0;49580.0;50570.0;58740.0;63925.0;62665.0;62270.0;58650.0;57120.0;54845.0;55350.0;52720.0;51950.0;50195.0;48280.0;45910.0;44935.0;40550.0;38605.0;34845.0;30960.0;28010.0;24985.0;22485.0;19755.0;17385.0;14750.0;12535.0;10605.0;9200.0;7840.0;5705.0;4500.0;3735.0;2950.0;2100.0;1510.0;1135.0;850.0;440.0;345.0;220.0;150.0;42300.0;166100.0;176950.0;293085.0;582295.0;1566940.0;594805.0;2167275.0;127390.0;891675.0;502845.0;1173200.0;2894640.0;2695110.0;141135.0;264605.0;14740.0;594805.0;1879355.0;909750.0;3793375.0;365325.0;258710.0;262590.0;87945.0;1701895.0;1112500.0;403200.0;363295.0;632120.0;342400.0;73325.0;484040.0;225915.0;114970.0;48145.0;3393910.0;2195840.0;3019455.0;2570295.0;105.0;95.0;40.0;55.0;20.0;30.0;;5.0;;5.0;;;;;;;;;;;;;faute de frappe
54;0;2016;01;3821.4427824455006;4120.4966639246995;4390.8810753384005;4684.2290177606;5126.563167176;4873.896044797301;5101.118369254801;5251.919297485899;5472.090945086899;5558.398675741201;5687.861415427098;5738.497699361801;5715.3128736749;5970.661242491799;6060.216811368199;5965.815068491001;5955.862945472199;6090.659187975899;6265.948317560899;5916.536971559001;5583.077621584903;5351.3286929799015;5370.049368720201;4992.8896645348;5619.525756746398;5296.149355985093;5207.883316506003;5223.760299263205;4825.472406551003;4807.995538411601;4657.706935522701;4562.032671683799;4756.241012016107;4906.827803450602;4824.636983376697;4396.226710988103;4635.3360931748;4634.180584235101;4909.4048125051995;5427.973329154102;5988.007851157303;6305.262600253001;6928.095117697104;6907.885089527204;7147.979851501002;7444.4722541242045;7965.995579854411;7457.769167139318;7558.658095553197;7633.785831798404;7840.360432599302;7812.318188829302;7752.084599433189;7794.9703496093;7434.607590530594;7208.639612324498;7211.216364670594;6895.2692945008;6669.028217103096;6712.916214213203;6597.242514858604;6008.6682099975915;5813.62407381841;5818.803610568901;5647.866734743306;5255.026551080906;5154.196445295304;4627.313441034906;4443.312459447202;4290.2165375578;3919.131204885601;3673.6129293821996;3499.0159230596996;3004.4040904883;3125.9242154795015;2862.2174347607;2682.5062539601004;2514.3847363029;2316.845364554901;2371.204365692901;2219.9474798861;2272.644258603701;1844.7445835024005;1759.7499956524007;1392.9118289355997;1342.0689368638002;1259.294618492;1071.3788368634998;1022.7610258962001;921.8109302848;837.9499476899001;622.6908499342;526.4778810856999;540.0766132283999;326.5885256582;289.4564778364;209.5263880189;188.9635126183;124.28726447400001;2769.376627967499;13819.4803635837;18727.88453483546;48820.24321210331;85259.50958982536;46692.01394191429;80923.85307321839;158153.05622699554;3635.5496961881;11807.678705348135;10080.315335001298;149756.64704813686;279885.22678576823;175280.1907846745;51938.308319918;38694.54549211611;;80923.85307321839;108328.51990051763;110207.91476208296;131844.47971334285;79766.76988402453;62658.1236888534;70688.12952213886;5714.629362907996;446499.4645175599;2314.1490367540023;14.9674936439;10.6821143571;58.5387953967;80.69006673419999;365.31674187810006;64.3727648965;23.2956671201;13.5892612517;5.7217479351;121026.64523908329;334138.7723313562;215087.967929221;240077.44964122714;99.89817990750001;81.46379002010002;39.91456120790001;55.232390800800005;15.2807415776;12.4567692721;9.965538727800002;4.934597522;4.998856577200001;;5.0234481712;;;4.9474826125;;;;;;;6.0243293496;;Guadeloupe
55;1;2016;02;3619.8459799966;3776.4352199347004;3755.364683678301;3874.5766341398;4052.1653863919005;4229.4652975514;4676.1593649727;4820.067840137699;4772.5573338833;4621.252435489001;4841.610200362099;4870.839490774902;4998.840317601599;5137.4486241199;5158.9239976096005;5473.074792037903;5516.4547540143;5622.1032118638;5747.306087160297;5529.0102252386;5297.1012795186;5397.066537899595;5115.0312992233;5390.5194544822;5452.428168742498;5346.266215414899;5254.049312517499;4911.429384658903;5268.8308284367;4856.766893755899;4549.8703732785025;4602.722665776104;4464.490833847602;4217.2296054572025;4423.278743333803;4356.814496357301;4352.750869498407;4339.216352339701;4469.112998806403;5114.138795191603;5071.112111215302;5857.626813869598;6316.622943163297;6691.584995031003;6738.959068978407;7496.603725331393;7466.770567077601;7372.077453281796;7684.204029134796;7970.391649964295;8321.344928678503;8453.468489216693;8217.766997509203;8336.063562659592;8189.495584121807;8045.136191801303;8258.971453928387;7931.792252379096;7563.368295100408;7413.296695501098;7204.483618736003;7129.933378124502;6863.8510309963;6610.329789146595;6376.137439312099;5916.701201134498;5718.249165430399;5224.831525221396;5111.1456426045;4798.089351489902;4242.337358258099;4226.474121910197;4093.2997223043008;3411.9112125191996;3555.2997179088006;3427.4012336648007;3176.782159808502;3356.635857959601;3113.187654136501;2843.780241870201;2833.5384552869014;2396.2991809629;2395.2637184597015;2212.748094351;1878.1680404432998;1789.2643365266003;1586.6661430834997;1479.7550046897998;1158.4942348546;1113.0724287591001;879.9039183129;902.3870938979002;727.7929634857;625.0971472103;473.43979285680007;326.6857562781;345.6251493614001;213.1871624556;158.0053591007;2157.1929224824007;12169.727774537276;20128.23830319728;50817.942888461665;84684.60635371083;50256.8212394089;96382.51377442673;145418.9846542696;5146.2987216924985;12261.617752213473;9733.569572599186;154292.45138043203;280582.0904835571;181433.93742693833;48070.13600487427;37879.7722804186;;96382.51377442673;98249.66842384043;99926.40108945259;142714.8854990593;82115.19757933059;61443.70139235955;75815.84235029244;1430.7493935303005;459333.61238639057;860.2395753481012;8.6809853509;18.2872572487;35.786215750800004;101.59116978469997;143.87489510619997;22.867597985900005;30.8215529881;23.713300326100004;5.803580674599999;123819.80052170834;338196.227388781;219589.57655685788;242426.45135364227;107.88639655530001;137.89553942839999;80.1903225129;70.77959105880001;18.3768460761;13.355665918700002;7.477270026;5.136154861;4.1716292715;;2.5225924309;;;;;;2.7057060046;;;;;;Martinique
56;2;2016;03;5772.1807661596995;5882.071041321501;5811.202492705399;5714.0267686095;5829.725138822001;5744.445590131901;5607.8703840257;5791.1943475282;5774.2765255991;5935.870922435101;5737.5308768084;5628.579716838199;5264.131178276501;5353.609519191498;4951.435407786798;4861.999688848301;4832.4726185722975;4651.524554733002;4295.7044492574;4141.7842851275;3779.2316520765994;3666.3959719936006;3367.7036565863996;3343.3624465235016;3325.0960956810004;2797.3996628057034;2503.105496957199;2393.423747969202;2218.1748554445;2057.3917851315987;2057.764995137;2026.0597497298993;1926.5235014524012;1849.159312242899;1837.0996012363996;1728.8981647078995;1534.9293406404013;1501.1395521487011;1411.8340154725;1421.6079742229003;1307.7099904769996;1433.5825629890999;1398.3044182882993;1472.9923122024006;1442.4869756165997;1512.5414592564007;1366.0383677618001;1227.6561246025994;1240.4105462042003;1277.4832291644;1132.2058044383002;1069.1793359167;878.7896055843997;1115.4947956952997;910.5330884414999;917.5559596007;862.5093810579998;925.7984266204998;907.3116191995998;866.4107523502997;734.9135365337996;778.2610298718;724.2205493415001;750.3007932842;660.1283046605002;569.8864066480002;585.371246797;481.6523092732999;480.86928465389997;477.1024298491001;424.4370742617;379.18706977029996;321.0432581746;361.5094810997;293.4741629200999;312.7487439299;236.08080226559997;235.64526746929997;267.35710909619996;196.51447842340002;239.80009938950002;235.59478224619997;227.5763197738;152.64677001540002;175.0815402068;166.7876340824;164.2228876953;107.10118699730003;146.9867847976;136.5057350105;84.2611752372;55.3657270309;73.1315200498;63.6204435239;36.941580795;40.3519152014;44.175873814;17.8971200959;12.5154798334;364.55398210340013;1974.6680033483992;4666.501016290302;12956.495105812955;21271.076156259274;11015.93788096187;8632.41836209241;128212.77117915456;483.46059252749984;2687.8184498938035;2007.9222247083987;37614.79544838952;146300.42497050244;42793.9967155196;18857.454674673878;25548.79725538573;;8632.41836209241;93261.7546783523;105395.5125238385;30750.75051394808;20244.2360943118;16138.990881949105;16564.9316719759;25796.6649780838;155422.6718415482;7481.8519767420885;17.6593851333;47.3555828015;18.957556161;124.807715242;147.0460342439;4.989125027;21.433205349999994;8.121569806;2.8627158826;15270.327560950758;173824.09412506988;93353.88585947761;95740.5358265462;8.9861542649;9.7505797199;7.472088836;;2.5522779351;;5.0;8.112386662599999;3.287278685;;;;2.5522779351;;;;;;2.5081214581;;;;Guyane
57;3;2016;04;11194.073625669498;11870.565531430004;11849.508420834003;12298.202569091602;12106.968913763;12987.5213035529;13093.686553105099;12893.8537970512;13354.3681355972;13538.135443839301;13289.2049169471;13438.485914714298;13316.695735166102;13450.6174755236;13598.216312955603;13578.519594180994;13130.3650697761;13444.801163481503;12863.722174171695;12774.403655657703;11830.536676706506;11976.896780248519;11408.08709063159;11381.97178272411;11307.9452703155;11086.629850719999;10911.672095069003;10621.809461353512;10181.575028758589;10411.693423702998;10096.773547403207;9586.894174697898;10308.354406126593;10113.602258057303;9746.162313249693;9993.058927745298;9846.594526501398;10280.698975855197;10467.09123356591;11024.183117609204;10787.681193517305;10899.681113122706;11562.012128879303;11261.987860242816;11552.313747450404;11732.867370232607;12136.378612802004;12412.094023230213;12571.51159712691;12973.259557134495;12173.866418612999;12998.00817492901;12383.473441490813;11786.769264618899;11211.0825239243;10855.547185899399;10539.269496180106;10455.234494548;10002.886859568198;9791.846755613806;9873.853162440008;9159.900071001397;8290.026066385997;8097.7077206952945;7730.094819952897;7197.695611849498;6481.245378231101;5712.041557577097;5259.480032082202;5196.6124375500995;4716.532063190401;4260.672555999498;4207.6656431639985;4183.638623151301;3890.1923597745003;3634.4049532167005;3089.9010208300997;3266.1938578637005;3284.2168814400998;3029.6034917714;2692.797865779;2461.6827737159006;1983.8163997377999;1848.3936685035003;1758.2805724420996;1365.5317077576;1290.6089675865;1276.7002872703;933.1899400721999;858.6526057297999;866.1665118759;677.0359145259;535.9185365901;423.59204514429996;318.79325491540004;247.0643846252;133.5030194359;177.9899996449;90.86724574590001;6042.539203844604;18244.657371104106;23789.89906804054;70051.14896226703;143658.33170079597;99295.52730337583;96977.44114915197;373459.4268525838;7942.865868221812;19486.421953163783;17502.809750058626;216639.3547963983;569947.5192433199;261571.4523678417;128452.23113516592;75855.4573480792;;96977.44114915197;268662.3896109246;254537.3456843645;272217.98012149404;123786.17649735943;91250.61715625305;89726.8521516914;91.716360647;828656.850936659;1346.4600605714968;19.5234118152;15.026001616400002;3.5395637367000004;150.94963576189997;1163.3369419944001;37.7215769703;28.847129556999995;4.9999918256;;223933.7249525442;607585.2466586214;398345.34732936777;433173.62428179645;45.141473252800004;76.446861256;47.979066916899995;33.0300555262;20.0924573911;12.5921938879;7.4916227392;9.96056904;4.8610709498;2.5212960641;2.52050647;;;;;5.4646751598000005;4.1653905054;2.5212960641;;;;;La Réunion
58;4;2016;11;161045.72083326915;160438.61625241864;164082.15027296837;165747.3721396234;168127.54702165368;168312.9699535431;170275.29966372665;170119.93996812167;168314.21470224188;168822.39140348628;167100.88294211787;166533.67020777872;164884.8453006318;164594.75367113546;163424.66314251977;162475.0415441018;161884.3050523586;158877.29242627273;154591.00982446477;151466.10940736506;146465.38660483595;144029.27695873083;143103.48283016228;141844.96759876146;139727.6270387456;138930.8146506658;137064.73505809854;134310.05527804143;134484.30811112307;133362.49353246883;131177.51094781942;129526.21257306046;129020.75656735976;130558.25378181724;129046.1981423974;129438.12619622026;126425.02538592019;125517.03749350325;121144.46066446784;123545.74501595172;125307.70660722705;126691.75717442961;130081.56104836847;133068.27080667904;133099.8054743546;131684.67254181203;127725.44711820393;125257.24448802361;124138.70106109498;123207.15832357999;123008.30640497105;121584.48903195927;120598.82748047406;118288.54206691944;117891.11224843193;114851.32810514398;112297.58347711759;109119.29363152634;108109.2074364933;103587.81086361394;101189.34041364852;98895.09057507275;98350.27439412364;98075.73844366342;98898.1711511038;98065.24619773768;97680.71636969494;96708.53869924933;88759.05598333044;79234.00754839071;69799.01016778895;61344.85727332789;51917.73728347673;48089.053169689556;47976.46708818472;46345.83349622755;45982.43765718172;47357.387801749814;48107.86168670307;47993.41038696164;46851.98805756251;45282.82635738054;44283.28733091472;42368.32758473363;39439.921549614155;37191.20123968254;33659.67139571519;29808.86812824744;26438.219769673604;23364.06134550269;19747.410912084775;16910.0053561891;14035.840777203404;12167.797446413197;8975.096935524893;6891.246713382105;4640.5790247689;2744.371079218996;1607.1490058932982;16217.625976640245;266455.44709062896;1123073.4102962147;1344055.0310778029;1264603.506696677;675120.3484033195;1680140.6292762412;3941045.828326998;28735.330952413442;377636.37427939766;194118.13026301406;3516887.299786968;6193334.69186299;4117377.1352819013;632637.6634537036;1077786.173915696;;1680140.6292762412;2802770.225217287;3406188.5482404376;1460515.19847287;1482506.4173314774;1284158.6732374085;2677342.9898624597;44909.48281945346;9841991.644276824;191828.28326731813;3965.1643693425917;4957.492211696202;32864.282038676996;27936.68014916016;85797.55653564435;28672.938154608164;21664.79762834055;13371.601805685892;12751.90388693228;2883683.476820924;7427028.350323655;5032818.346034899;5277893.481110493;1151.3920300706998;875.1003544012996;568.9018896149001;480.1832235605;346.023113467;130.8529630034;105.95336439550003;77.36113026780001;35.9099663011;12.7916342304;31.947079970700006;13.324424747500004;16.1591213291;8.2722012338;6.5193350042;36.92645892310001;80.85092969200001;41.42773624019999;31.674956906899997;;37.513015088399996;4.5408686842;Île-de-France
59;5;2016;24;25607.75680096381;26266.752647753015;27100.478782005208;27717.36473703761;27540.327325148686;28453.20090903741;28716.53055229179;29412.99434960219;28616.63444389323;28709.654828347902;28865.984866542;28965.478533556376;28360.238139421002;29097.061155971212;28374.57467582321;28619.213782236227;28348.800402616784;27309.905029702077;27798.40881867391;25872.934096531844;24848.568112355508;24154.58029882143;24593.49360987373;23671.75074799779;23765.54563996722;24345.014575265337;24168.249182293326;25069.129362708587;25231.210823494537;25282.1946099658;25014.327022368892;26063.743838562474;25738.976611877984;26470.13372384461;26603.024951917985;25968.69441298502;25858.132892149544;25462.186425286774;25448.644790116738;26054.921965214897;26771.996339826706;28016.67893620568;28842.002047565904;29904.317059895828;30405.084109843905;30242.48476062189;29680.596161408164;29325.849927686115;30130.024148815595;28978.718082775955;29172.180146265237;29089.97611861706;28326.445732812335;28047.279063789065;27918.186360627424;27493.25926675213;28084.601967524028;27032.47285034759;28125.395144807473;27655.006001542988;27413.481636859276;27562.407720579195;27624.712476475896;28740.751852010053;27808.236617919403;28470.382829260416;28270.224153730596;27832.450391225564;27772.57801604854;24879.48751737136;23013.414004476545;21271.900735097377;18790.385378571256;18330.455752120863;17713.016096853386;16596.704067693507;16230.02374041322;16756.54473237162;16508.494675243986;15822.975228516398;15431.009590676995;14799.67797555441;13961.9600909201;13964.664007570604;12978.9281001497;12313.845750560116;11584.865853409205;10269.2034590334;9178.854226500389;8081.268067294309;7398.621350608397;6093.3816781035;5124.621495329297;4160.412668599298;3092.1070483187013;2346.9105200256004;1647.5616387795008;897.0967423871995;696.0303385969997;18958.614963905846;60045.34745462087;155783.50952046044;265466.245661434;290810.9276528528;237912.94709145933;560058.0301560328;660715.8337555157;29435.93412573921;132791.6304732685;59507.582194257484;697622.2167163127;1330394.0927467009;919357.3635095757;118825.45740416435;163743.57860582968;;560058.0301560328;487767.0265806682;557174.036677404;483150.26099543506;478683.7413963396;273498.014426114;457245.40276097116;1229.8148186455012;2215394.8906241963;16223.995446194751;303.2852152745999;181.25851129660003;2868.507489087898;1942.9864327136988;5530.743900978203;1318.9122706928006;2454.371719098001;479.2892666583;1823.4005614849002;780955.8065716184;1468795.6496846722;1084237.6965033945;1165513.759752912;402.0791827859001;347.5082724803001;300.4245483589;212.71066040470004;81.6423100438;53.536399531600004;22.733612627899998;25.210955964500002;5.9964902957;11.2512354871;;5.0075631127;9.333741961100001;;3.7183518987;12.3058871038;18.9761170103;;;;;;Centre-Val de Loire
60;6;2016;27;28112.85401718001;28083.415800487983;29087.967459922216;30779.895840212703;30274.906025947388;31247.257107908328;32250.280669183066;32784.08939287238;32220.179862682315;32626.454627089166;33049.568910812224;32662.717932688425;32041.505775175774;33220.009639575896;32874.52489252111;32949.270545032814;31778.054219276302;32785.482921450835;32607.886971269225;30587.35734227479;29217.601870183164;29049.406454162527;28089.090194899956;28541.54177208513;29398.25568801179;29393.37888949096;30032.40806192334;30174.660165089033;31329.053057074685;31458.209920925165;31886.26600895196;31913.864108159978;32026.152970492276;33627.24283810061;33781.207366529416;33745.22696941483;33262.414023670804;33350.03878086819;33436.994585690445;33318.96243705904;34124.0544659535;35402.75076804549;37577.218341436004;38398.967235510005;39042.280120573254;38615.08923526259;38206.0054208718;38540.411200192044;38243.015364342886;38438.5754454841;38134.719038389834;38737.52821854437;38216.250175858535;37791.65161227425;37383.74567044029;36152.274598757795;36219.5336008849;36024.58756403588;35683.3528538539;36371.326844510535;35062.663585627604;35853.96393165994;35781.5711998899;35467.36015500994;35163.286439048796;36425.36325812467;35793.16004866952;35372.8846927479;33653.820152082924;31871.362860673325;29133.388859594572;26532.224390067153;23193.94888062173;21853.394679347937;21659.36518738599;20802.193893375505;20317.215991091085;20250.582041545196;20669.584487576012;19465.159626610704;19402.95022648197;18550.530065603198;18249.439031039303;17742.398664783464;16139.155065740297;15485.894938760592;14199.604314220993;12486.093782142889;11171.9637071397;10234.496218820423;8528.43403214101;7418.030357412105;6319.102491215002;5035.090522068897;3816.730635752001;3025.4092768755972;1926.1910034428004;1240.7335871786015;657.1017245961002;28288.30190065105;77727.17419629724;194098.4065581772;334573.08178326115;357722.7265495437;313552.552817207;693918.168936936;774103.6661682065;44157.36014085646;190535.98803582406;68920.30369075434;865974.5632835542;1604395.8637593181;1169588.2151510462;147502.72725697552;190701.48538804683;;693918.168936936;572273.4821773598;629142.5884497842;587649.6026929783;598043.4011948562;363471.4915168111;595676.9950558281;1266.1372803929;2732465.532009078;24277.827237548787;299.25576503770003;660.3374806472;2112.5192972613017;3791.1948609649985;1933.4973483028002;2064.2461446816997;2355.3364734692027;591.8586190105997;2166.3363940217;997634.4944870366;1776349.5844232482;1338241.105045889;1435742.973864458;540.3706741075001;363.57328499819994;303.8994608235;193.0147602221;134.2269265009;66.5777569819;17.2239823243;21.548363925399997;;3.2855735276;;4.2347791787;;7.7057608995999995;;10.011593189;0.9572494236;3.5233052947;3.0875411483;;;;Bourgogne-Franche-Comté
61;7;2016;28;35334.71105746629;35355.6245210052;36658.44267981509;37925.6965780012;39188.63154382148;39986.96294044939;39507.987977380195;40173.59179726319;39931.383079653664;41267.2498257063;40980.0949921307;40810.73549035579;40303.63695638078;40628.48746320979;41138.87215245419;41316.17025137832;41886.17054134351;41165.57229798378;41457.66662483625;39375.36387828015;38000.484041457516;36990.54658903358;37196.144510845144;36824.65273878893;37310.13411555233;37718.75785437776;37650.544541855474;38848.06150662368;39668.62952893343;40479.186304419876;40315.37473693738;41057.57257497927;41535.47631442706;41760.60319791362;42413.563140030026;41835.02129427496;41929.47261967936;41189.848452246595;40427.46152043414;41606.589955489384;41650.32645390053;43304.66914686532;45434.293050681576;46251.25589862316;47522.65698227204;47664.588570024716;47135.372355464606;46612.653002447405;46730.56953270744;47047.00192204222;48427.649354552;47297.07883278653;46926.85144301458;47329.45592825351;46317.86175516615;46370.85846349094;46145.804135679246;46046.36897223954;46134.109127762174;45796.538544256124;45025.1856184363;44647.652183306214;44955.528268739115;44749.148092153206;45073.692396152685;44591.32008292748;45021.449407193606;43398.91140220719;39060.55417067534;37694.16575798464;32957.236525919136;29979.401275844622;25992.485592425972;24826.8780737217;24236.07229557742;24356.47521680187;24946.733435506037;24844.321679341178;25020.193183183754;24241.775627231316;23336.834073774287;22440.693552331217;22032.18269413383;20651.254287220087;18994.189141725285;17657.17472700238;15822.28750442932;14665.503678503801;12783.750039109582;11187.76950355682;9606.465559634295;8135.4565633578;6694.619361608203;5550.316668809901;4173.873322236;2857.9665709411984;1909.9345002506996;1191.0773141288998;741.6220135653;28049.563584381653;93540.8681048708;221218.0785856239;404543.24930358795;465097.67700948764;400819.0536246642;839376.777718421;980489.3766691757;45339.51158464098;218145.64939880348;94961.03706381875;1071067.0873169925;2003621.3592359645;1429513.2853642213;201482.8295545007;242735.6693119068;;839376.777718421;720026.0826511334;790788.9062145519;820532.7809644247;738285.0120160292;422711.11780784064;660816.8275973904;1086.0830565945007;3409075.4976261593;11338.32869502111;213.05971085659996;223.4566006144;879.5094805202002;2047.3000776635;3590.5881966907027;1716.2549849744007;1167.690113041699;397.23869133129995;1399.6373667886996;1244889.8321183715;2188244.8124818355;1647058.7665744962;1786075.8780257078;515.3807908864;351.58298422959996;320.379846648;238.55701932940008;131.1592490802;78.22831768400002;42.7820204752;16.0179444794;15.0152685477;;10.068658986;9.872507341599999;;;4.6821273993000005;5.1260116582;12.6847578958;18.9542107544;5.0812729668;;9.778590752;;Normandie
62;8;2016;32;70274.73254614229;72087.46399046118;73899.13652948706;75396.36191672391;77314.2589629025;78600.37877684161;77875.29583432412;79782.59556788391;79016.76327620287;78192.13368091026;78390.80351059686;78627.2385822568;78229.37180427392;79918.70243207355;80569.65050420338;79287.44633677146;80511.71107831012;79499.66500497094;78850.35377569807;75282.10274943935;73311.60300514536;72716.80311882075;71718.46115778465;72163.01596977061;73197.07004485668;74503.43412156178;75269.9044844419;76991.30829319249;78477.9687157785;78784.65627755105;79439.44410238981;79846.16643083432;80731.24624883768;82024.63801204908;82326.74798274155;82265.60890430088;81642.90805687105;79396.78437797082;78485.70210654987;80943.01341992884;83436.66323154491;86024.26513366074;89639.33836149618;91043.46671581763;90591.89441219514;89170.34357176861;90818.13749938876;89376.06377077516;89545.59122066008;91643.82780673342;92009.6554001852;91897.63296460724;90003.42694268234;90210.70527956968;89613.52572607629;87207.24209179153;86863.20254711116;86415.53677091144;86545.78939046385;85392.71290094082;85676.06124357444;83975.99633444972;83918.2452169928;82825.98109986198;82977.59103239825;82164.21852547034;82131.70368297852;80085.32882846026;72469.57401664685;65449.523229713544;58404.491818020804;50992.99787842864;41674.93916500035;38742.980998381514;38043.26762254624;37310.155076299765;38413.33269657116;40325.30468861851;39923.70419512016;38781.56653286366;37886.96358819702;36100.19545802635;35138.144819604946;33659.33095591113;32144.56696708069;28845.766121045686;26450.417072867287;23520.04406041113;20581.667769435535;18436.40661912659;15751.972209095515;13375.481756831;11014.090995696994;8190.531571363895;5986.396666516102;3761.3676974516043;2258.1809213499987;1261.9669430125996;768.2920345708001;28701.520569001746;145004.56509916595;407150.97239413956;745188.2119874599;910503.2408331853;748622.3171069394;1411678.4962941923;2067920.2014794152;52174.939729667225;355004.5137112187;146225.17452542207;2016983.616023256;3894381.2817739216;2570388.2439896544;473499.086201281;472820.41181292135;;1411678.4962941923;1536383.2874654932;1550425.6492239942;1525451.8174476493;1280242.1719861138;841524.7551251457;1267125.1319805589;1815.6842716659;6389807.774708385;43382.09200267101;645.2823309457001;1325.2276228493997;2648.177647036898;4610.207309273995;6616.934573845894;5854.6196414619;5537.198696130803;738.3319092875007;1787.9950497561997;2314572.4462826904;4150197.0794808376;3105409.242240585;3359360.2835229943;535.0802259678998;488.42130215069983;367.0237861377999;229.33192399550006;141.35752913079997;78.3828933477;72.4514901016;41.002270089999996;12.7887254157;12.950927841199999;7.8702501946000005;11.1738150985;4.1569250141000005;2.7684557821;10.6566028154;7.0368757531;16.0589500318;9.8407861683;;;10.7504882218;;Hauts-de-France
63;9;2016;44;56306.08405239198;58393.15053303657;61153.788826761884;61121.68266605768;61712.173673902325;64606.01321958338;65218.85581584708;64601.68822958122;64956.809444557446;64562.567559285344;65457.60015520337;64356.20858299573;64671.97312230842;65159.17969606288;66315.13348588128;68234.97831102478;67554.27592388113;67009.20215459855;66096.76577805857;66021.55741709415;62310.897879031494;62182.94700660812;61523.69649557052;62050.25081092215;63289.53504787471;64126.77059916328;64346.499050667226;64700.91511395357;65749.64849425756;65158.175952986734;66388.29561419971;66721.22208563486;68385.53537057893;67949.64617900384;68937.8984534389;68755.40736163827;68398.60750239271;66801.77129805373;65763.19259313292;67449.147794205;69617.85250348458;71832.82915126548;75388.11917069036;78088.8394350497;78657.56134653435;79427.61554917597;78730.18999991305;78965.69792715953;80080.94246137407;80423.29871622183;82849.01922701641;84149.07735620205;83962.347830821;81250.63966435783;81747.07679619819;80083.83672413515;79450.03908744226;78380.17900379891;78544.50881242013;77203.6039574153;74463.62100531429;74905.63053268913;74269.87225270021;73158.01987511794;72474.84707628074;70961.26384739907;69531.91930117432;68427.61738577452;62255.41847637644;55427.351098539744;48921.670087638064;43774.348235317084;38681.189394257795;36637.95445272465;35962.88488553382;38185.87454688593;37858.74865207623;39154.235200136114;39909.493341436726;39130.42660655998;37353.903461042406;36159.267110696426;34751.6308392849;33187.67687366321;31027.82875045951;28498.177471141305;25538.561341719003;22685.30261569671;19784.86319394588;17082.709854405715;14499.945965139317;12202.992715866878;10578.670116572903;8108.110919419504;6424.777857627099;3860.4380613018025;2521.2557579824006;1383.6215727617987;816.1109481135002;38883.47281460314;142761.6222602437;410348.0652927402;683751.33851292;766530.1976872288;642284.7840686699;1284534.7005449983;1647016.6095047225;65256.27928353143;381723.3137891938;139993.61480280585;1789140.9830272845;3239996.5997834625;2376114.1909029516;338748.5984497665;409118.43025327247;;1284534.7005449983;1207594.8705352622;1291396.2058308597;1138565.2310349424;1239033.721488954;726279.5734859641;1220836.0588453945;2893.0693004749983;5513855.957228962;60343.936766785955;996.2060475783003;3660.5750875111994;3385.4584677562034;10193.212252862726;4756.943146582694;4634.433303606998;3971.122222465999;711.4252851528;6708.451576080703;2053376.537094069;3562734.253592157;2713426.6744266176;2902684.1162598524;672.4741380513001;488.24370456349993;431.63319715529985;204.12459206089997;158.69136745319997;77.99691451190002;42.67371745409999;5.9931625329000004;26.525978793500002;5.5154163884;15.0745904935;10.179028133;3.5576574438;2.6226849936;6.1001313755;8.1128103961;10.969019586799998;26.9715745441;9.0629898858;;8.0253911008;4.9868663589;Grand Est
