;index;ANS;REG_TRA_18;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;Agriculteurs;Artisans-commerçants-chefs d'entreprise;Cadres et professions intellectuelles supérieures;Professions intermédiaires;Employés;Ouvriers;Anciens actifs_x;Inactifs et chômeurs n'ayant jamais travaillé;Agriculture;Industrie;BTP;Tertiaire;Inactifs ou chômeurs;Actifs ayant un emploi;Chômeurs;Étudiants ou élèves;Militaires du contingent;Anciens actifs_y;Autres inactifs;Personnes de moins de 15 ans (17 ans pour le RP 1975) ou étudiants - élèves;Aucun diplôme ou au mieux BEPC - brevet des collèges ou DNB;CAP - BEP;Baccalauréat (général - techno - pro);Diplôme d'études supérieures;Autres nationalités;Français de naissance;Français par acquisition;Espagnols;Italiens;Portugais;Autres nationalités d'Europe;Autres nationalités d'Afrique;Algériens;Marocains;Tunisiens;Turcs;Marié;Non marié;Homme;Femme;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;REGION
46;4;2016;11;;;;;;;;;;;;;;;1366.7820162147996;3347.6516416227987;5782.117471763303;8094.751014370676;17363.02454681243;29688.206786563947;44436.802240187215;58456.717640312214;75785.91492399476;91799.63904276726;109636.92813853115;126594.42163087301;135345.0802576275;139573.7955216945;142265.06464188173;144352.28511579725;144940.37474411505;146465.08237801734;146367.71200454212;148636.7046239903;148078.99532914668;148659.80447960162;147778.4064781565;147855.20286864066;144654.78323728652;146421.3037898154;149535.54693904016;150022.9426352548;151368.9710394083;152813.24824028567;151817.05283250776;150528.9567040035;148232.25111318973;145104.6860063099;145341.69539887676;143251.23955869366;144041.74723065135;142989.87472634314;138606.8379586376;136268.3170580178;133118.89619905286;127601.11180920151;123508.04759432057;115640.3852011036;108918.48390528548;98309.7712285822;76632.24630461412;60532.9538306275;45297.14092338955;35518.98556335073;28396.156139197064;18004.102768020377;14050.593423433018;10941.147474621475;9149.385622607711;7189.3187802921875;5140.216803442316;4073.947318557201;3372.7155208202;2654.6339705583027;2498.149307127201;2031.9497704133985;1607.1186279551994;1549.6467961672;1286.3138608726993;1338.908782472099;1126.9768724801;1116.4885437454004;865.2537786611995;986.6356899130003;730.2103059671001;645.2233177279996;575.3527651644002;618.7962534222999;481.3436019113999;417.0132853174;313.14830470549987;300.7612116503999;253.70949566579995;217.78040565670003;205.999024816;172.73899830179994;95.7031235471;75.37478794609999;50.45662936379999;5968.287060217605;291848.57211481524;1713488.3463445834;1499300.554376902;1449904.440151784;741085.9997282062;;;11473.659046549285;430953.1209395255;290926.04417032946;4968243.375621505;;5701596.19977898;;;;;;;877064.6948371055;899367.0345166186;1001021.9319080495;2924142.5385147682;132490.1756442266;4359797.400517607;628030.2810709133;17214.464012575027;22915.255463737652;126147.94551247738;102591.15546942604;150145.1903829891;64491.76433988008;51163.72414479025;28644.261782318612;17964.581435947177;2489926.9567967663;3211669.242980154;2938539.1546989814;2763057.0450781537;71.6259005272;26.257606848700007;19.798307809700002;9.777551775100001;24.8740957173;7.7721612598;14.083132727399999;13.341303414;2.119943084;3.3971305299;5.1803047083;13.153893364;13.4052400772;5.2993127667;9.2348444859;10.7167796528;24.958827035299997;36.100196646499995;2.8893163558;;;;Île-de-France
47;5;2016;24;;;;;;;;;;;;;;;255.68275565020002;1207.5745645941006;2886.429230162802;3251.2597367916983;5408.959541738393;7558.539746405007;9598.085138533384;11522.9386291285;13539.80068797423;14599.732541242513;15948.343693628025;17623.55520142926;18443.03078373501;19368.76674618664;19637.117907712713;20539.849647076677;20550.02152057224;21524.71652932619;21577.552124337068;22624.160638782963;22582.01306973792;23012.137795361516;22430.07392348371;22240.722019917022;22658.438821547872;24227.212968531003;24460.070145109235;25931.078674647095;26618.851221192068;28121.58987694515;28038.25471925325;28769.988470089054;27145.942731894116;27858.212409915206;28393.876598217066;27740.237981852777;27511.233499387166;27869.144279461198;26828.58585198007;26634.920796266964;26358.748323785232;25484.109210288643;25266.0981242621;23695.85384163958;22180.17500074708;20826.857146334933;12603.537101297103;9106.71134035469;5705.313275647501;4192.1939358023965;3370.2498034066043;2310.460316714298;1784.3252236678975;1455.850968993001;1024.6187927113;813.4686301419005;614.8956963312002;552.7442752308001;355.9958320006;311.0021179807001;316.43346674249995;222.37435185040002;208.21140332339996;218.62926178050003;223.93935330629998;204.33624636779996;139.28751097729997;179.75700914850003;186.03162775709993;186.62077614999998;127.9051243051;147.87202503080002;137.44483813080004;82.0619288444;78.15249082220001;91.5902975418;96.552879727;43.4487970702;49.4271750891;46.59456803690001;29.6432209399;22.059685044800002;10.8947438282;20.4309277593;9.9137931034;20734.757139292342;62044.7474109038;127273.88774242318;251357.055878295;279670.5289350408;236788.17526279905;;;34494.54533479241;152989.8179725368;67819.11115439038;722565.6779070082;;977869.1523687461;;;;;;;157372.8981969907;289660.6041790761;196992.11561960675;333843.53437306633;3448.153081423303;901790.2965518635;38231.27844319049;1268.0263565397993;889.4316826762999;11038.079223252456;5634.379900923597;5959.121250096896;2177.2059601043998;4025.192187253707;1003.9959814227002;2403.9917499913004;442539.35293879267;535329.799429921;497946.15353867377;479922.9988300382;;;5.0;5.0;8.1149413894;;;2.5532945474;;;;;8.180035826000001;;;7.7613055331;;1.0171116394;;;;;Centre-Val de Loire
48;6;2016;27;;;;;;;;;;;;;;;270.5255722441;1362.0022339280995;2996.534017878398;3814.900217184101;6090.1813687812955;8872.396897842602;11893.55911628361;13785.529101244889;15364.242622424255;17195.87364983647;18216.321414782655;19585.312566241377;20189.23151316081;21039.76943259861;22506.63092492456;22600.982302856428;22817.011079044878;23621.590997399897;23140.27969256841;24900.25338982568;25224.864294325977;24669.410875686026;24718.946567833664;24770.6183424144;24537.88532937274;25179.916535628738;25785.246647433036;27583.733313437966;29860.955928865635;30134.220081800224;29957.108750582272;30361.249737613318;29937.912994735936;30111.385007786626;30170.106124195245;30809.24640867885;30190.037762290765;30335.483399450146;30000.948118879573;29658.90340230902;29139.92690561901;27730.00088176254;27741.834300873386;26464.126577873034;24258.580555941808;22087.330829048475;14560.282128233795;9962.067493128812;6427.294539099797;5015.666146843201;3922.7413183467015;2521.804053022702;2005.7409903467983;1407.6135730981;1247.0660484563996;1002.6645286886001;797.2624029216998;627.7755504685998;481.16712993950006;371.1094331262001;333.0707840536001;280.3918809259;257.61062081280005;270.761935521;234.34326220490001;186.4039681462;194.80944195340004;143.2580553177;194.04450035539998;193.82019819339996;200.4774266014;147.9151338849;172.9711974323;69.9476684318;74.5893337928;76.4456359859;82.101421618;64.95562578030001;84.7066906724;65.9999136643;30.4405564953;40.909296972;10.033003300299999;7.7535936777;5.0;28784.654879152375;72155.80584688539;133535.17122491644;270618.536669507;301762.33482743794;268632.2991108451;;;46173.54594989441;178970.5236086546;67845.92748968212;782498.8055105221;;1075488.802558817;;;;;;;170105.36275478423;318068.0679380442;222174.4892468216;365140.8826190805;2847.6703844904014;998589.7714794232;41564.37516275435;1273.9293386370007;1556.2709137188015;7193.7390395588;8160.872774615877;3327.415346213105;2966.832203028499;3878.5778374954007;919.1659767282001;3210.1821021196038;479670.5326080547;595818.2699506587;552423.9848203764;523064.8177383339;1.1604541431;7.8113789438;;4.999997758;5.0362480245;3.2896594535;1.0870528856;6.2059593773;;;;;;;;;;;3.0875411483;;;;Bourgogne-Franche-Comté
49;7;2016;28;;;;;;;;;;;;;;;382.940678838;1570.4874168545;3723.238626171099;4473.334813875101;7160.140638284303;10028.827072642995;13380.375730402298;15848.548526478202;18150.319776139524;19888.653128268783;21708.89575531297;23877.481747056823;24730.664277774864;25616.539928988554;26825.007770179145;27907.541603952508;28328.421280399758;28499.703344961814;29641.42077200316;30219.81485700708;31170.129307840856;31155.36348864279;30988.948536735214;30576.12200237265;30354.22172516703;30981.163453721612;30978.076496321555;32509.543033083224;34196.46827087105;35120.61327155698;36180.359223722364;35537.618550585954;35277.71117012014;34829.79209556279;34817.38751641993;34843.32180180231;35724.32608853067;34953.55979356914;34406.68622390738;35098.05532659689;34159.84122219524;33185.53689558216;31885.677277177347;30106.72776797454;28450.53928457243;25411.653735673644;15720.828467893623;10816.559708158215;6962.298829445008;5284.007061268803;4019.4544941795025;2545.4321930526;1911.0464082465996;1779.4126508761003;1233.2289161243993;1039.4488931402;836.6297067254011;552.0003469607002;535.8870708137001;451.8045201396998;416.64115271689997;321.8144338673001;257.79853099799993;324.13145532680005;191.76929081780003;195.49801078200002;226.18381061789995;218.60984982560004;197.79653206089998;178.7128914227;157.56035227150005;131.577108262;109.33944085200001;75.29570072229998;86.40355895320002;88.86758035449999;67.2753997109;94.0910781416;31.4731162701;40.80595219;29.004224581099997;36.7273901369;20.8950892213;11.077815586500002;1.0165129609;27270.035515531414;80517.24556991388;154914.8126504437;323003.88009594416;365703.11146497115;320681.5293491691;;;44649.3679700982;204111.87362652324;89795.75012527837;933533.6229240762;;1272090.6146460231;;;;;;;213672.8001479;380981.6174172607;260601.11183287945;416835.0852479361;2846.006517318598;1217220.9245826164;27981.10755941177;723.6905610780008;622.43535921;3050.4652372164987;6907.976076699207;5080.726258873299;2812.8628056168986;2184.009798215601;904.5102919094006;1755.8995978457033;584321.755412191;687768.8592338104;649524.0296485997;622566.5849973973;12.8202527587;2.7572922207;3.3092312560000003;;;;;;;;5.0;;2.9836571139;;;3.5373610575;;;;;;;Normandie
50;8;2016;32;;;;;;;;;;;;;;;384.20260539870003;1545.6713194133995;3631.7419266269007;4651.4844481959035;8771.16765519671;14416.103138014907;20592.693171227224;26660.77521635156;30774.954498917887;35179.309139533005;39115.949293148566;42670.08332980589;44771.621855159065;48068.24054580047;48833.89776247044;48893.74128172861;50548.98168909429;50974.93571715685;52095.958021250306;52501.59871209896;53488.010779395496;53340.33594501868;54213.5035918355;52188.92961339321;51997.81257336816;54134.76942125227;55279.47271932195;56859.29498353774;58040.29701506935;59481.64409086646;58473.522768848714;58262.33459346754;58527.41943884164;56426.44941892461;56737.927858495364;57779.40251736864;57244.35549251388;57043.99688543032;56035.74623341995;55283.23261527657;53115.800770301954;51243.6842781818;49270.51115118267;45308.96985368193;43084.921660510794;37024.374141769804;25139.86803495609;17499.3999653025;10389.516656427899;8029.231049084001;6516.600775232398;3994.2670565053004;2923.7081716672965;2450.187843953899;1812.3835832576017;1432.8331484801008;1098.2843392828006;810.6280267379998;626.1450684841001;440.96098042209996;476.36681454400036;398.1325293653001;285.7801646544;394.20128138839993;366.262485667;274.106172306;274.6522906809001;303.28803155509985;233.66432361609998;224.85182712530005;202.0298267612;169.1988058345;147.93461896640002;143.95176914149997;122.49765011020001;96.11412826549999;132.94206683269996;81.6254791172;79.4372547433;61.635869240599995;56.49129395969999;13.9447001005;39.46112256160001;9.424637956200002;16.704199784300002;25966.51019959938;113032.92510225951;290635.91491724347;547429.8455112978;621470.1700220016;514272.64326269174;;;46796.56186692064;297432.09310354746;127507.19223092074;1641072.161813674;;2112808.009015057;;;;;;;350608.9600498209;555079.4995377975;438157.58569904347;768961.9637284314;5200.276097905698;2001268.2082056433;56310.09436248174;1779.594205839501;2309.1212791131;7873.111809300799;11215.405146026656;7496.751360445505;7843.805687437897;7606.486046787092;1795.8848959471006;2109.269918151301;976731.5004557449;1136076.5085593448;1098253.9247866094;1014554.0842284883;22.1170450523;;;;6.224451821100001;8.6926303847;2.6792012142;;7.6248058787;;3.0195039259;5.0883392226;;;;;6.058950031799999;7.9583056267;;;;;Hauts-de-France
51;9;2016;44;;;;;;;;;;;;;;;426.6780355543999;1972.0111533999013;5007.283190547999;6045.196574454;10294.287286988618;15396.582930685207;21286.03057669103;26327.175096725343;30618.111666704448;34856.88923553484;39056.655065467814;41849.491900070854;43148.96489141113;44085.35672504786;44696.20638174676;44962.213581826305;46617.00947611653;47180.44464761707;47792.84772723674;48408.31722842842;49193.521353947;49688.145612119995;49668.89905407462;48356.412869355525;47564.88376019686;48361.74143883277;50714.454609371765;52406.720780733296;53862.6643606904;55882.75997173036;56227.758906575385;56694.89708320652;56135.521227736404;56395.12344100382;57179.004306860676;56713.07584534385;57763.213938603716;58096.36650427191;58235.42567881316;56105.49048529042;56078.302543791935;53055.43762678961;51247.404192858645;48668.296479752804;44958.88974327739;39933.54556286726;25250.800629212063;18993.577838996982;12367.441411832206;9739.1383569837;7344.974884107805;4670.7908435435;3417.125718886597;2859.176775838897;2256.0220414166038;1709.2929362783009;1414.2380723243996;1104.9958439853003;901.6906726994997;779.8513868900002;489.46868134020013;535.8487553257;462.68752793010003;479.61494880479995;374.07469044989995;297.78449189639997;393.59515516410016;332.0112676766;195.7770336643999;282.4598250837;222.56260696260003;230.57214409099998;198.2809955905;160.4143505883;193.78348804630002;127.85216655890001;143.21511454210003;101.91449839699997;105.69072185730002;56.837224419900004;66.6536291847;44.8767101384;30.983036374399997;10.311420374199999;5.1005025126;36847.69690518616;119548.30230384697;279646.1811271566;529271.7988383747;602361.454105518;499949.5709496442;;;64014.805157154165;331721.42333242047;131180.57578347813;1540708.1999566008;;2067625.0042297025;;;;;;;312080.64523642865;592820.1369544091;425669.50406943215;737054.7179694503;7150.2954607343045;1888210.162490756;96419.15366285342;2999.9763925173975;5697.323777432693;11034.306923573491;22876.61412221727;7184.49867588849;6942.584352343202;6679.805345635902;1510.3054069054022;10919.977618822842;948486.9159494721;1119138.0882802075;1066237.9652078452;1001387.0390218453;2.7166677587;10.8125404442;13.1876430835;;;;;;;;;15.358049386;;;3.7183518987;2.9878103961;5.0;1.0568504337;2.9671660067000003;;;;Grand Est
52;10;2016;52;;;;;;;;;;;;;;;262.6445069455;1721.4604380766004;4211.385512657401;5238.173984884102;9070.123201379589;11934.150897715925;16345.83482429862;18955.539344154735;21596.03818343305;23858.575125891406;26947.05469976058;28762.038844460625;30345.81025205302;31677.864323587917;33236.48447364299;33435.00268845469;33851.31608156226;35556.56777878899;36850.55555054887;37971.999554988586;38521.22157352461;38830.204725455995;38630.15710650597;38604.56918081244;38124.18743608304;38491.73710968542;40556.48181202314;42047.15906554376;42202.19888054752;43365.08151205345;44201.16661475777;43090.49924146303;42588.25309394437;41962.87930795247;40793.35742822638;40699.75888451706;42140.65949218972;40458.382446008305;40913.4759696601;39437.59564511323;39107.280334749004;37950.80139870737;36174.54655328874;34473.40880636854;32135.692802979673;28391.031755302134;16820.10504285074;11189.351812395682;6214.880356054698;4895.996135141804;3810.9951686928976;2132.9269106907004;1670.5351677961005;1254.7458087071007;1054.009932074;827.6258527173995;668.5086637478997;357.19867173439997;401.13100351249994;287.1287023505999;294.38056062519996;279.6161700939;237.5256874041;225.79636027849995;255.2507424405999;224.74231137570004;171.66943107500003;168.47763964760003;161.5707220497;80.2571505445;107.79469070669997;122.2662138821;109.41330273119999;35.1477061386;69.0306559491;90.429602629;52.52309431330001;61.545985380000005;51.76195293449999;35.946748704200004;23.7879302788;14.9971274273;16.2419941127;;8.2420289667;37577.28161702955;95021.33056437601;210583.3696459555;386441.1841516537;405044.35751566367;385578.02457778883;;;62532.034739810995;243561.54647987595;110204.20131852353;1103947.7655341942;;1520245.5480724543;;;;;;;199560.88588309867;441426.03380781313;319448.86804741615;559809.7603341385;3264.341982380995;1457920.4737447824;29986.363422268172;1021.3299958191008;838.5498309172;4165.770156592097;8850.850702232192;6445.828310173014;2046.417595536204;2665.0469901877004;1496.1232762583998;1544.4520653098011;724489.8059843704;795755.7420880343;787212.1506432557;733033.3974291389;10.1381553755;;;;3.5854438738;;;4.8005683122;;;;;;2.7186712023000004;0.9956431317;12.3886948689;;6.9574127688;;;;;Pays de la Loire
53;11;2016;53;;;;;;;;;;;;;;;228.30600561620003;918.7922204924998;2364.3806944270023;3504.580532975498;6676.005979687196;9145.631495937512;13086.719814236538;15525.477977770723;17656.698401825535;19895.179056450386;21358.4700853154;23886.341403173807;24147.45693238821;24892.00275714411;26376.6551886802;27835.100916452964;28315.574650095572;28736.221909455977;29304.886064968334;30514.161247013843;31581.19502483323;32812.05995738247;32259.154271380507;31704.35128474872;32854.94591438844;33332.30531759848;34492.86596064824;35315.8581800067;36488.61093831729;37980.10036802324;38069.07414197295;38158.180898126295;37254.78051785106;37635.90215816778;37036.731388185966;37512.28532577465;37066.6257562242;37013.78636180414;35692.423836058886;35195.94503117173;35025.89506717844;33839.041237727295;32213.697836824114;29927.41352273089;27537.810200581196;25582.218687691486;16140.72182229349;10977.101635117582;6463.165851523297;4706.276261318302;3812.437915602899;2243.994077414602;1743.6006796493998;1326.9746788097002;1146.6317608252998;896.0818611156004;678.0268058669003;468.91015487830015;445.8160004177999;313.8256003420001;285.57439873890013;233.58374093760003;213.10910107269999;241.30140040700002;209.1548426193;232.92712982530003;160.83772647179998;216.85683325649995;145.1020146703;166.7039227462;151.6131602891;135.1915997858;95.21750631559998;87.2599477257;107.08815066340001;76.3953345004;107.77246561940001;90.2605937494;82.1579041002;79.0676189748;63.62188928289999;24.6353551039;7.5000237214;0.9846356248;5.0;36389.43897092922;89332.45544431779;183847.86943485143;331771.4050860453;358765.20214727346;302496.43750219676;;;60478.13604303795;176579.83310012406;89432.29442119227;976112.5450212209;;1302602.80858564;;;;;;;141515.48377867343;361718.9410455437;292066.5837189682;507301.8000424195;3555.4773171473043;1252348.6119534106;21430.83772564316;787.2213108987005;664.5582887440003;3340.9219874640007;10266.674487113492;4746.037556821901;1138.3534741503001;1847.1395684314011;829.0376950138998;1647.937220764903;593541.9592039323;709060.8493816364;670179.5809814977;632423.2276040714;4.9750965035000005;;;5.0552956205;9.7912317328;;;1.0150052502;;5.0771604938;7.7700734568;4.9483773039;;10.807201868500002;5.910956110200001;3.094608928;6.8543897649000005;;3.1242677012;;;;Bretagne
54;12;2016;75;;;;;;;;;;;;;;;486.3838587555999;1929.8565707058003;5097.546259844393;6218.852797976004;11579.365352894705;15832.208434391796;21588.806411934664;25790.081221514592;30289.1928312872;34174.21378640079;38338.07169843343;40297.765298971244;42250.15201738415;44271.6190544649;46029.84313656276;47548.51346465647;48233.18247624546;49713.4696458597;50566.81336344267;53623.19777397072;54020.461939147965;54877.32638067398;56431.52674825517;54710.007284773434;55677.97501634932;57473.89150290209;58945.8051947585;60712.545048364875;64487.736899840915;65740.50728125;66702.42367341765;67847.92885090376;66533.36264048897;64131.85337411449;65084.79658346866;66327.95794945447;66165.42570921565;64685.07582113321;64211.460268514595;63564.06734024033;62738.90045945726;59807.88494941206;58750.920080234995;56221.67577631797;53300.23950912617;48793.13771127325;33673.82781815886;24456.709560313288;14875.600989073082;11874.48263927271;9406.164516459405;6394.248155903607;4579.062486866899;3714.4771663522015;3004.5235120110046;2367.5083825010993;1618.7060379495001;1363.2107324901995;1060.3371519098;850.2544679402001;761.5767312494999;665.2778607414999;571.4751089334998;636.3818720398;503.11279072589986;377.7612773666998;528.2075100602999;419.64131906789993;433.83154743059987;424.87312397879987;325.69206844510006;323.7506215076;234.32589008470012;260.090033743;237.54989859980003;169.02417402620003;154.30179632780002;157.60108265669996;95.08575521740002;115.14602312679997;98.64914816140003;58.5135766696;35.3755770322;37.99355148459999;27.4795491948;66867.67026336471;185626.61565673328;312635.06629470526;580498.3707834438;674241.5835521811;498938.5916245997;;;117273.00163466745;275706.37321961054;164559.69437079507;1761268.8289497376;;2318807.8981749173;;;;;;;318023.7482384104;662608.577296965;491093.2136701873;847082.3589694976;7290.885224509089;2161524.6368929553;67988.25612178542;6370.292835895694;1839.2320095346008;23528.20530663866;25981.39611012522;8650.752520988319;3839.0589970902074;8103.151848264797;1448.7904894924009;2243.2398175130015;1004844.6865586467;1313963.2116164237;1183546.4554033673;1135261.4427715235;10.339664709700001;;14.620617477699998;9.2618882773;9.8646209378;19.369089875100002;3.3067393535000003;;3.5321738595;1.0630318525;3.3565112128;8.5591876863;;13.591465284400002;3.0858839565;5.0;;4.1800327036;2.9063139639;;;;Nouvelle-Aquitaine
55;13;2016;76;;;;;;;;;;;;;;;489.363124878;1375.4560433691006;3499.1588315812005;4798.009275724196;8736.978480933803;14192.346882882823;19620.632209023002;24394.616890327386;28226.13841572562;32982.41004808994;36541.7777536547;40335.355685810406;41909.855894804416;43743.85102172559;45618.81667556499;46807.34993052714;47148.70269547762;49005.703030178294;49216.437133400366;51985.17032504507;52936.84683526377;52744.918387554026;53806.26287508403;53481.03343682292;52743.86870661343;53928.92840573498;54212.072701651654;56979.172960659285;59287.49664057631;61451.58399347011;61521.492929812644;62290.45450903193;62434.71730386135;61809.804285424914;60871.92567294625;62163.683286414656;61504.143216865814;60964.86164955768;60524.67442800522;58795.30832588849;58259.22245246055;56272.84861515368;54638.43355082751;50683.826666315144;47577.10141232008;43116.43041908822;33936.00190292791;24708.296714569256;16409.477380719916;12485.316821063303;10202.78707719831;6074.698297428012;4743.5573633376025;3897.982954192101;3163.697666486199;2349.6996955610025;1800.906934069699;1296.5422497278003;1089.2162504881007;948.1351777202001;797.1795480072999;763.7763113968;640.6368626661001;639.8808923865001;538.4427746604999;435.1918640673999;421.7025190567999;400.91427779699995;383.3062968187;333.54549995;341.1507450528;255.82177884380002;242.32279292850004;208.27829992729997;188.66813241689997;178.5382331721;189.09914616649996;140.06019459059996;120.04803546129999;112.11895404120001;100.03842938330001;51.9286852348;24.2374743138;15.7646590147;16.8681078432;59017.493593801766;187952.98971160682;362142.278424974;576046.5787106494;622695.549524883;388490.9467068217;;;86123.14777955337;224926.983827851;154894.755643271;1730400.9494220794;;2196345.8366725366;;;;;;;293228.41915910825;536046.8688014911;456542.9690861619;910527.5796259728;9559.251856319504;1993832.7734721708;99522.03752473496;9382.50535147809;3673.372106928902;17972.77245688951;29631.791025977724;7747.036555436698;6925.180415009586;14018.981530280109;2136.5387400514005;1943.5956374859984;932680.9585763856;1263664.878096292;1134404.4152255196;1061941.4214472019;8.7131223372;10.7815737725;5.0000184528;4.7063017585;4.9999970155;1.049612749;;4.9986479178;;;;;1.0260224302;;;7.6583884996;13.3326113237;8.489359673500001;;;;;Occitanie
56;14;2016;84;;;;;;;;;;;;;;;706.6705107279998;2747.816942615697;6165.6184838782965;8609.59142037021;16848.056265955784;25371.1235686395;34179.61986429494;40802.38472776152;47594.45524916943;54098.37366562039;59454.34363690633;63995.05382537837;66274.59188588575;69348.56174773801;69010.2055710878;70022.44348271174;70352.75274249786;72439.80311715229;74671.23329242843;76358.03118982077;76786.40722870894;77779.83808639394;78589.55468560186;77629.64351675645;76894.1271720228;76423.7620970663;79211.7321287805;83845.01830212894;86646.00676576346;88826.19999722595;89264.4816016897;88947.16236976522;88750.99984321758;87436.0097176511;87500.67678664805;88556.27260424741;86877.01917315839;87684.10319059675;85093.88564750418;83635.3933573672;81797.22084543775;77769.17954943002;74665.0799356701;69637.60823274033;65647.7074808062;60481.96828034916;41112.44070505938;30080.57020704237;19054.028837567712;14908.498284374702;11266.705329161072;7387.2565790101;5456.238245745703;4255.885140899293;3699.653175892502;2884.3604855734984;2117.3585396199996;1782.4842419369015;1264.4389823743004;1246.3143846256005;1072.1758669152011;778.5321127770994;653.3066004222003;623.4796283287;544.4329892867999;499.6611909814;473.7383378944999;396.35926285529996;397.5244375528;457.1814970362998;383.2815359914;319.60607632119996;224.2421361444;256.61044228770004;153.25155832559994;198.3911917523;132.53844959549997;147.88553464329996;133.86407161649996;57.20280060160001;106.6445254479;42.4691076637;57.3100592471;26.520099747899998;25.6639937283;54165.95184301153;231827.8160059914;531603.946781451;855141.330363363;854722.4259468467;662799.8782379819;;;74258.70498036618;489504.05176246335;224515.94802979866;2401982.644405798;;3190261.3491784087;;;;;;;451716.6688192213;792129.5050387053;650657.1209962138;1295758.0543244323;13795.715449265903;2870959.1618074058;162671.02827979383;6070.802435339108;9890.441390329666;32239.05841244837;32347.560240703817;14485.369689417008;17891.258513075652;10301.886229110294;7909.097553118497;11699.96917841982;1430296.1615564942;1759965.1876220312;1655527.873831361;1534733.4753471336;20.9366499493;8.813096272500001;12.069459505200001;16.8842601356;;3.4449617073;4.5918708249;;3.1826700672;3.3355288369;15.091631704300001;9.850934611300001;2.3934092349;10.5433405024;5.8979910976999985;11.710493397699999;1.0909195018;13.9922566958;11.623271103099999;;;;Auvergne-Rhône-Alpes
57;15;2016;93;;;;;;;;;;;;;;;441.44112043440026;1457.5855501376996;3230.3713734093976;4860.247630311297;9100.404630697618;13211.2276502935;16733.577552233193;20425.926605312063;23871.556253630322;27169.429681363454;31006.11416606646;33365.05764802243;35490.375999816366;37030.35484655658;38516.32125730526;40236.68937241793;40165.74814092896;41577.68016107388;42939.53854699644;44115.29435386195;44863.67157354056;45300.83477191004;44857.4455044096;45956.44669917397;45413.60622779108;45872.224670838914;47048.97708357936;48617.309457526615;50553.0937339622;52277.72150418;53106.64312657038;53196.307773772525;52872.16267790521;52968.50019919829;52411.69362361811;53654.41323107068;54800.582898863584;52040.41998635342;52638.574006824594;50666.92409817047;48945.92491631581;46460.262312334846;45563.851986325964;43468.24330530106;40854.89388791235;36780.45215498382;28630.565936224135;23504.42806182901;16515.456756591702;13056.181721025714;10722.669623834212;6568.152423109085;4775.573283300299;4045.768054937697;3386.9649727078995;2583.1774141032984;1952.2508328990982;1776.1542444948998;1295.6061655986996;1093.3404991562002;1099.7089462782;816.2541066439002;721.6240800504002;678.2022265395001;557.6422811259;613.2844484990002;458.86156890240017;469.06010322540016;437.58976723160004;318.78223201629993;350.7218788320001;285.96515794999993;216.8476008182;185.42526697309995;230.2235204544;246.83089884669994;136.92782912530004;162.06259367380005;136.58258084489998;116.03348944509999;72.06854902129999;71.36178055919999;42.13237453680001;18.0890288645;22.8559644996;17189.429302350585;169686.20896113565;315224.5219695663;501518.1566173895;570239.7364408541;320710.1249065976;;;33247.231547751646;160946.89750693104;131649.93819112596;1568724.1109518814;;1894568.1781976349;;;;;;;300210.5447413115;443691.35157658573;388593.92123366316;762072.3606463191;10440.225423413212;1686544.6518573072;99457.85669635284;4308.506891282203;8914.613121261304;13119.187054236965;26564.118715079087;9813.139663366326;10873.854708163823;12017.14331728601;10100.415554962983;2414.4651949638965;822806.3147491687;1071761.8634486739;975326.4001575651;919241.7780402948;10.9318047424;5.0000020465;3.8974926959;6.0000624647;1.5228224163;6.922175415700001;5.796080788599999;;;;;1.0472369104;1.1060421781999998;;;5.0812479047000005;9.6275927075;0.8888878845;2.804531668;;;;Provence-Alpes-Côte d'Azur
