;index;ANS;REG_TRA_18;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;Agriculteurs;Artisans-commerçants-chefs d'entreprise;Cadres et professions intellectuelles supérieures;Professions intermédiaires;Employés;Ouvriers;Anciens actifs_x;Inactifs et chômeurs n'ayant jamais travaillé;Agriculture;Industrie;BTP;Tertiaire;Inactifs ou chômeurs;Actifs ayant un emploi;Chômeurs;Étudiants ou élèves;Militaires du contingent;Anciens actifs_y;Autres inactifs;Personnes de moins de 15 ans (17 ans pour le RP 1975) ou étudiants - élèves;Aucun diplôme ou au mieux BEPC - brevet des collèges ou DNB;CAP - BEP;Baccalauréat (général - techno - pro);Diplôme d'études supérieures;Autres nationalités;Français de naissance;Français par acquisition;Espagnols;Italiens;Portugais;Autres nationalités d'Europe;Autres nationalités d'Afrique;Algériens;Marocains;Tunisiens;Turcs;Marié;Non marié;Homme;Femme;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;REGION
79;1;1999;02;;;;;;;;;;;;;;;5.0;17.0;42.0;71.0;153.0;288.0;443.0;635.0;917.0;1468.0;1915.0;2268.0;2747.0;3068.0;3178.0;2958.0;3309.0;3515.0;3513.0;3977.0;3837.0;3975.0;4032.0;3949.0;3987.0;3928.0;3611.0;3618.0;3486.0;3404.0;3361.0;3436.0;3127.0;3265.0;3150.0;3002.0;2882.0;2645.0;2490.0;2552.0;2285.0;1835.0;1694.0;1489.0;1366.0;1192.0;853.0;693.0;543.0;552.0;390.0;158.0;90.0;73.0;77.0;75.0;45.0;40.0;30.0;29.0;28.0;22.0;21.0;23.0;7.0;47.0;15.0;9.0;9.0;7.0;7.0;6.0;6.0;14.0;3.0;;3.0;4.0;1.0;3.0;6.0;4.0;5.0;3.0;;2595.0;11540.0;9507.0;24860.0;41681.0;25803.0;;;8377.0;9051.0;7068.0;91490.0;;115986.0;;;;;;5.0;52221.0;25657.0;15759.0;22344.0;714.0;114117.0;807.0;9.0;43.0;16.0;162.0;79.0;22.0;6.0;10.0;1.0;49820.0;66166.0;60196.0;55790.0;;;;;;;;;;;;;;;;;;;;;;;Martinique
80;2;1999;03;;;;;;;;;;;;;;;33.0;21.0;65.0;82.0;137.0;246.0;392.0;493.0;668.0;764.0;951.0;1032.0;1230.0;1376.0;1398.0;1376.0;1462.0;1445.0;1542.0;1517.0;1591.0;1528.0;1467.0;1450.0;1428.0;1418.0;1354.0;1327.0;1245.0;1225.0;1221.0;1136.0;1082.0;1015.0;991.0;901.0;853.0;820.0;749.0;744.0;638.0;549.0;436.0;359.0;356.0;302.0;197.0;189.0;131.0;126.0;93.0;48.0;37.0;32.0;25.0;20.0;12.0;14.0;13.0;13.0;13.0;8.0;3.0;7.0;7.0;11.0;7.0;3.0;2.0;2.0;1.0;;4.0;;;2.0;;3.0;1.0;1.0;3.0;1.0;1.0;1.0;;1826.0;4189.0;4336.0;9496.0;14944.0;8655.0;;;2885.0;3522.0;3257.0;33782.0;;43446.0;;;;;;33.0;18239.0;10005.0;6025.0;9144.0;8283.0;32139.0;2275.0;46.0;74.0;51.0;439.0;89.0;24.0;21.0;3.0;2.0;16087.0;27359.0;25701.0;17745.0;;;;;;;;;;;;;;;;;;;;;;;Guyane
81;3;1999;04;;;;;;;;;;;;;;;25.0;37.0;146.0;305.0;633.0;1334.0;1665.0;2330.0;2964.0;3683.0;4338.0;4497.0;4931.0;5103.0;5174.0;5453.0;5685.0;5908.0;6066.0;6334.0;6449.0;6339.0;6078.0;5910.0;5579.0;5445.0;5082.0;5104.0;5108.0;4858.0;4739.0;4730.0;4526.0;4259.0;3862.0;3569.0;3134.0;3347.0;2904.0;2394.0;2262.0;2122.0;1969.0;1521.0;1435.0;1194.0;664.0;556.0;458.0;357.0;269.0;106.0;108.0;90.0;56.0;59.0;33.0;24.0;32.0;32.0;27.0;22.0;29.0;15.0;18.0;32.0;19.0;5.0;10.0;13.0;11.0;12.0;12.0;11.0;11.0;9.0;5.0;6.0;6.0;2.0;5.0;9.0;5.0;2.0;5.0;6614.0;13048.0;15133.0;37246.0;62846.0;38789.0;;;9562.0;13424.0;11003.0;139687.0;;173676.0;;;;;;25.0;84645.0;32136.0;23597.0;33273.0;118.0;170418.0;2359.0;15.0;32.0;20.0;215.0;456.0;24.0;13.0;5.0;1.0;93205.0;80471.0;100634.0;73042.0;1.0;;;;;;;;;;;;;;;;;;;;;;La Réunion
82;4;1999;11;;;;;;;;;;;;;;;459.0;1064.0;5364.0;9667.0;17294.0;28049.0;40492.0;56328.0;68455.0;86627.0;112686.0;135959.0;151247.0;157001.0;156364.0;152583.0;150624.0;151053.0;152660.0;153535.0;155904.0;154963.0;148963.0;145388.0;145180.0;144999.0;138539.0;139015.0;136913.0;136014.0;135398.0;134392.0;135321.0;135017.0;138769.0;139714.0;138790.0;137726.0;130056.0;99587.0;91539.0;83001.0;70580.0;57626.0;45512.0;39838.0;22047.0;16325.0;13202.0;10746.0;8247.0;3960.0;2869.0;2557.0;2015.0;1656.0;1258.0;1159.0;942.0;956.0;851.0;738.0;601.0;652.0;499.0;981.0;497.0;292.0;310.0;251.0;283.0;277.0;258.0;218.0;209.0;105.0;107.0;102.0;112.0;105.0;86.0;95.0;52.0;56.0;48.0;7835.0;267025.0;1138754.0;1303170.0;1483849.0;841362.0;;;23399.0;662836.0;232777.0;4122983.0;;5041995.0;;;;;;459.0;1335620.0;1154551.0;786668.0;1764697.0;74316.0;4114750.0;353879.0;20645.0;17499.0;168210.0;57918.0;74534.0;71102.0;53180.0;20505.0;15457.0;2669312.0;2372683.0;2674765.0;2367230.0;12.0;4.0;;;;;;;;;;;;;;;;;;;;;Île-de-France
83;5;1999;24;;;;;;;;;;;;;;;71.0;428.0;2567.0;3829.0;4895.0;6642.0;8445.0;11320.0;12648.0;16055.0;19720.0;22888.0;24777.0;25326.0;25318.0;25623.0;24566.0;25838.0;26805.0;26646.0;27436.0;27700.0;26599.0;27829.0;27165.0;28165.0;26910.0;27428.0;28229.0;28578.0;27942.0;28076.0;27938.0;28532.0;28379.0;27891.0;28342.0;27577.0;25283.0;18707.0;16930.0;15297.0;12603.0;10294.0;7321.0;7042.0;2930.0;2052.0;1598.0;1226.0;1137.0;453.0;361.0;274.0;300.0;242.0;159.0;84.0;137.0;91.0;104.0;73.0;76.0;64.0;68.0;115.0;45.0;33.0;17.0;38.0;42.0;26.0;29.0;9.0;21.0;12.0;8.0;12.0;8.0;4.0;;;9.0;12.0;4.0;31791.0;60191.0;91807.0;200971.0;269243.0;286470.0;;;49083.0;209041.0;60121.0;622228.0;;940473.0;;;;;;71.0;295469.0;325853.0;130612.0;188468.0;1631.0;880156.0;26025.0;1337.0;546.0;15890.0;3038.0;1485.0;2117.0;5213.0;591.0;2444.0;549274.0;391199.0;514297.0;426176.0;;;;;;;;;;;;;;;;;;;;;;;Centre-Val de Loire
84;6;1999;27;;;;;;;;;;;;;;;77.0;319.0;2033.0;3473.0;5138.0;7088.0;9751.0;12868.0;14692.0;18116.0;22216.0;25453.0;27152.0;27901.0;27962.0;27890.0;28482.0;28396.0;28971.0;30007.0;30369.0;30747.0;29075.0;30877.0;30388.0;31646.0;30596.0;32293.0;31610.0;31488.0;31465.0;31210.0;31331.0;31120.0;31185.0;31846.0;31104.0;30585.0;29042.0;21842.0;19179.0;16815.0;14698.0;11582.0;8013.0;8045.0;3210.0;2202.0;1836.0;1336.0;1072.0;528.0;337.0;375.0;319.0;181.0;181.0;226.0;148.0;155.0;132.0;95.0;101.0;103.0;71.0;107.0;67.0;35.0;42.0;61.0;66.0;44.0;42.0;53.0;28.0;33.0;25.0;36.0;29.0;24.0;9.0;17.0;8.0;16.0;9.0;40611.0;71177.0;96341.0;224133.0;291886.0;325347.0;;;58387.0;252980.0;61288.0;676840.0;;1049495.0;;;;;;77.0;321868.0;364724.0;149448.0;213378.0;1237.0;976262.0;33695.0;1585.0;2430.0;13210.0;4408.0;850.0;4222.0;6948.0;834.0;3814.0;611973.0;437522.0;585907.0;463588.0;;;;;;;;;;;;;;;;;;;;;;;Bourgogne-Franche-Comté
85;7;1999;28;;;;;;;;;;;;;;;91.0;393.0;2807.0;4297.0;5932.0;8290.0;10582.0;14374.0;16500.0;20583.0;25187.0;29396.0;31572.0;32260.0;32650.0;32966.0;32411.0;33330.0;34111.0;34475.0;35519.0;36169.0;34793.0;36700.0;35529.0;36633.0;36684.0;37371.0;36937.0;37021.0;36842.0;36026.0;36312.0;35797.0;35169.0;36613.0;35165.0;33997.0;32089.0;23037.0;20582.0;18341.0;14279.0;12033.0;8877.0;8697.0;3140.0;2468.0;2042.0;1619.0;1327.0;598.0;414.0;415.0;334.0;274.0;188.0;242.0;146.0;140.0;144.0;143.0;123.0;108.0;101.0;151.0;57.0;50.0;45.0;30.0;29.0;33.0;38.0;16.0;24.0;20.0;4.0;25.0;17.0;8.0;9.0;4.0;9.0;4.0;4.0;44221.0;78831.0;109237.0;261801.0;338266.0;371606.0;;;63291.0;265759.0;74927.0;799985.0;;1203962.0;;;;;;91.0;401975.0;408195.0;160868.0;232833.0;1049.0;1166380.0;17587.0;603.0;516.0;4633.0;3376.0;2535.0;2818.0;2430.0;525.0;1510.0;717767.0;486195.0;665066.0;538896.0;;;;;;;;;;;;;;;;;;;;;;;Normandie
86;8;1999;32;;;;;;;;;;;;;;;163.0;530.0;2568.0;4300.0;7887.0;12630.0;17462.0;24515.0;29276.0;37185.0;45702.0;52853.0;57126.0;58566.0;57801.0;56787.0;56612.0;57437.0;57792.0;58626.0;60365.0;60035.0;58795.0;60855.0;61114.0;60182.0;60359.0;59125.0;59036.0;59735.0;60197.0;58317.0;58881.0;58905.0;59577.0;59175.0;56186.0;53662.0;52865.0;36524.0;31792.0;27053.0;20786.0;15379.0;12477.0;12046.0;4785.0;3602.0;2625.0;2223.0;1756.0;746.0;593.0;502.0;440.0;352.0;365.0;184.0;294.0;165.0;238.0;172.0;184.0;150.0;109.0;168.0;91.0;81.0;49.0;90.0;72.0;136.0;74.0;80.0;88.0;44.0;30.0;28.0;24.0;33.0;40.0;28.0;33.0;;24.0;39122.0;109027.0;197732.0;449175.0;564711.0;630177.0;;;66455.0;438071.0;108675.0;1376743.0;;1989944.0;;;;;;163.0;650782.0;620228.0;288829.0;429942.0;2073.0;1890248.0;49105.0;2101.0;3781.0;13780.0;7158.0;2737.0;8201.0;8483.0;874.0;1403.0;1214334.0;775610.0;1133410.0;856534.0;5.0;;;;;;;;;;;;;;;;;;;;;;Hauts-de-France
87;9;1999;44;;;;;;;;;;;;;;;142.0;1081.0;5335.0;7919.0;11467.0;16438.0;20930.0;27957.0;30392.0;36570.0;44976.0;51305.0;55235.0;55883.0;55987.0;55573.0;56366.0;55481.0;57276.0;59852.0;61466.0;61677.0;59148.0;61125.0;60905.0;60473.0;60860.0;60828.0;61055.0;60540.0;60619.0;58846.0;58816.0;58524.0;59174.0;58330.0;56605.0;53376.0;50345.0;35444.0;31543.0;28385.0;25292.0;21265.0;14621.0;13719.0;5497.0;3879.0;3122.0;2457.0;2039.0;958.0;693.0;682.0;604.0;351.0;271.0;290.0;260.0;199.0;245.0;197.0;135.0;180.0;149.0;182.0;144.0;50.0;96.0;74.0;83.0;85.0;48.0;66.0;40.0;44.0;52.0;20.0;22.0;22.0;22.0;20.0;42.0;33.0;17.0;49111.0;110807.0;204896.0;453044.0;572881.0;631786.0;;;76688.0;469696.0;120430.0;1355711.0;;2022525.0;;;;;;142.0;589086.0;700301.0;297381.0;435615.0;3926.0;1853625.0;80112.0;4417.0;9924.0;18200.0;12652.0;2829.0;11052.0;10179.0;1657.0;13952.0;1188155.0;834370.0;1138887.0;883638.0;5.0;4.0;;;;;;;;;;;;;;;;;;;;;Grand Est
88;10;1999;52;;;;;;;;;;;;;;;70.0;591.0;3429.0;5805.0;7630.0;10297.0;13871.0;17262.0;19856.0;24325.0;28552.0;32281.0;34227.0;35528.0;34762.0;34946.0;34613.0;35062.0;35749.0;36655.0;37257.0;38502.0;37012.0;38358.0;37761.0;38195.0;37890.0;38738.0;38557.0;38427.0;38282.0;38189.0;38104.0;37601.0;37778.0;37507.0;37538.0;36714.0;32785.0;22257.0;20640.0;18822.0;14732.0;11824.0;8104.0;8045.0;2678.0;2098.0;1431.0;1297.0;935.0;424.0;283.0;221.0;247.0;190.0;164.0;152.0;128.0;77.0;110.0;86.0;82.0;49.0;76.0;110.0;40.0;33.0;32.0;25.0;25.0;61.0;28.0;22.0;41.0;17.0;9.0;12.0;9.0;;8.0;5.0;5.0;9.0;4.0;58122.0;81224.0;117012.0;268039.0;348761.0;403195.0;;;88419.0;281086.0;84171.0;822677.0;;1276353.0;;;;;;70.0;364353.0;465245.0;187609.0;259076.0;1286.0;1248611.0;13647.0;361.0;243.0;3650.0;3030.0;878.0;1025.0;1954.0;655.0;1013.0;777909.0;498444.0;707260.0;569093.0;;;;;;;;;;;;;;;;;;;;;;;Pays de la Loire
89;11;1999;53;;;;;;;;;;;;;;;81.0;221.0;1757.0;2894.0;4531.0;6550.0;9547.0;13139.0;15584.0;19451.0;24018.0;27673.0;29521.0;30137.0;30380.0;30575.0;30561.0;30662.0;30993.0;31777.0;33605.0;34381.0;33127.0;34641.0;35404.0;34585.0;34810.0;35098.0;34989.0;33970.0;33708.0;33675.0;33571.0;32793.0;32738.0;33693.0;33235.0;32104.0;29200.0;20286.0;18187.0;15906.0;13070.0;10318.0;7911.0;8042.0;2994.0;2074.0;1561.0;1161.0;1030.0;435.0;322.0;293.0;307.0;212.0;233.0;130.0;117.0;116.0;173.0;116.0;86.0;85.0;93.0;143.0;81.0;28.0;25.0;37.0;18.0;49.0;45.0;47.0;34.0;18.0;12.0;13.0;8.0;5.0;21.0;10.0;9.0;;8.0;60989.0;80193.0;111351.0;238948.0;310538.0;313233.0;;;85999.0;200358.0;72277.0;756618.0;;1115252.0;;;;;;81.0;285248.0;394619.0;183026.0;252278.0;1194.0;1095428.0;9124.0;388.0;284.0;2149.0;2998.0;716.0;597.0;1061.0;173.0;1140.0;664988.0;450264.0;612182.0;503070.0;4.0;;;;;;;;;;;;;;;;;;;;;;Bretagne
90;12;1999;75;;;;;;;;;;;;;;;146.0;656.0;3817.0;6171.0;9199.0;11870.0;15835.0;21556.0;25080.0;31115.0;39255.0;45638.0;49034.0;51341.0;51425.0;50456.0;51214.0;52205.0;55216.0;54874.0;58400.0;59137.0;57321.0;58749.0;59325.0;59982.0;59765.0;61183.0;61417.0;60763.0;62317.0;61093.0;62123.0;62194.0;61933.0;61068.0;60477.0;59732.0;55551.0;39742.0;36850.0;34197.0;28137.0;23584.0;15971.0;17308.0;7270.0;4896.0;4222.0;3367.0;3038.0;1186.0;1075.0;844.0;804.0;584.0;473.0;412.0;377.0;308.0;281.0;270.0;211.0;213.0;200.0;276.0;123.0;84.0;69.0;110.0;95.0;101.0;101.0;66.0;37.0;21.0;34.0;20.0;24.0;28.0;30.0;12.0;1.0;21.0;24.0;104438.0;155588.0;193864.0;420502.0;593346.0;527996.0;;;159196.0;328002.0;126853.0;1381683.0;;1995734.0;;;;;;146.0;567840.0;704004.0;301308.0;422436.0;2600.0;1896228.0;50513.0;4650.0;994.0;19621.0;7360.0;2044.0;2368.0;6918.0;669.0;1769.0;1146277.0;849457.0;1094409.0;901325.0;4.0;;;;;;;;;;;;;;;;;;;;;;Nouvelle-Aquitaine
91;13;1999;76;;;;;;;;;;;;;;;132.0;400.0;2785.0;4634.0;7027.0;10028.0;13614.0;17671.0;21489.0;26807.0;33287.0;38286.0;43338.0;44439.0;45068.0;44803.0;45116.0;47497.0;49543.0;50179.0;52561.0;53408.0;51852.0;52240.0;52130.0;52077.0;51977.0;52282.0;51936.0;52685.0;52890.0;51629.0;52214.0;51863.0;52153.0;51720.0;51541.0;50484.0;47438.0;35562.0;33324.0;30456.0;25022.0;21051.0;14729.0;14729.0;6696.0;4576.0;4030.0;3269.0;2803.0;1249.0;1049.0;821.0;681.0;485.0;429.0;429.0;297.0;334.0;303.0;211.0;247.0;198.0;231.0;241.0;96.0;69.0;53.0;41.0;105.0;65.0;72.0;66.0;16.0;22.0;20.0;29.0;9.0;28.0;5.0;16.0;8.0;8.0;21.0;84819.0;147741.0;207446.0;398217.0;514294.0;382907.0;;;118217.0;238464.0;111650.0;1267093.0;;1735424.0;;;;;;132.0;474731.0;529406.0;282906.0;448249.0;3660.0;1592098.0;80797.0;7493.0;2077.0;12778.0;13003.0;2224.0;5525.0;13352.0;1209.0;1208.0;972310.0;763114.0;958974.0;776450.0;;;;;;;;;;;;;;;;;;;;;;;Occitanie
92;14;1999;84;;;;;;;;;;;;;;;205.0;535.0;3832.0;7015.0;12200.0;19035.0;25670.0;34151.0;39067.0;47154.0;58480.0;68359.0;73071.0;76791.0;76743.0;76038.0;76076.0;78595.0;79231.0;80784.0;83230.0;82929.0;79637.0;80549.0;80257.0;81613.0;79469.0;79957.0;79741.0;80850.0;79321.0;78649.0;78426.0;78556.0;80420.0;79437.0;78683.0;79299.0;73772.0;57319.0;53702.0;48450.0;40485.0;34743.0;23269.0;22457.0;9679.0;6661.0;5480.0;4025.0;2995.0;1489.0;1190.0;1022.0;881.0;630.0;593.0;432.0;338.0;407.0;341.0;261.0;224.0;242.0;263.0;338.0;203.0;121.0;94.0;45.0;108.0;127.0;114.0;71.0;97.0;92.0;53.0;41.0;12.0;36.0;36.0;17.0;16.0;32.0;18.0;79427.0;210218.0;318194.0;651673.0;759945.0;747639.0;;;104435.0;621608.0;166808.0;1874245.0;;2767096.0;;;;;;205.0;776974.0;878230.0;425032.0;686655.0;6779.0;2504674.0;122278.0;7101.0;12450.0;38137.0;14044.0;3866.0;24472.0;12754.0;8144.0;12397.0;1582820.0;1184276.0;1531617.0;1235479.0;16.0;;;4.0;;;;;;;;;;;;;;;;;;;Auvergne-Rhône-Alpes
93;15;1999;93;;;;;;;;;;;;;;;141.0;529.0;3049.0;5042.0;7367.0;10458.0;14096.0;17563.0;20387.0;23978.0;29643.0;34218.0;39206.0;40236.0;40317.0;40517.0;41190.0;42441.0;44710.0;44897.0;47633.0;47805.0;46403.0;45695.0;46413.0;46132.0;46549.0;47304.0;45907.0;46324.0;46265.0;46316.0;45877.0;45021.0;46142.0;46009.0;44870.0;45384.0;42946.0;33518.0;31331.0;29136.0;24863.0;20874.0;15873.0;13578.0;7360.0;5764.0;4524.0;3468.0;2838.0;1414.0;1026.0;831.0;715.0;517.0;520.0;397.0;281.0;363.0;291.0;177.0;235.0;220.0;231.0;322.0;163.0;89.0;100.0;77.0;114.0;98.0;110.0;70.0;78.0;36.0;18.0;36.0;31.0;33.0;20.0;29.0;9.0;21.0;17.0;23396.0;137472.0;201686.0;380057.0;513410.0;320787.0;;;49037.0;178323.0;95763.0;1253685.0;;1576808.0;;;;;;141.0;457117.0;448440.0;258624.0;412486.0;4951.0;1424302.0;74955.0;4301.0;7647.0;7056.0;12678.0;4003.0;12182.0;13933.0;9570.0;1230.0;873311.0;703497.0;872098.0;704710.0;12.0;;;;;;;;;;;;;;;;;;;;;;Provence-Alpes-Côte d'Azur
94;16;1999;94;;;;;;;;;;;;;;;7.0;16.0;98.0;199.0;308.0;512.0;647.0;916.0;1015.0;1259.0;1530.0;1850.0;2136.0;2084.0;2139.0;2224.0;2350.0;2430.0;2486.0;2511.0;2681.0;2610.0;2594.0;2580.0;2686.0;2670.0;2628.0;2636.0;2529.0;2662.0;2594.0;2502.0;2481.0;2391.0;2418.0;2348.0;2305.0;2147.0;2031.0;1560.0;1583.0;1389.0;1341.0;1102.0;987.0;896.0;553.0;417.0;357.0;322.0;230.0;129.0;89.0;76.0;77.0;43.0;42.0;32.0;26.0;22.0;22.0;18.0;20.0;18.0;15.0;21.0;13.0;4.0;6.0;5.0;7.0;14.0;5.0;1.0;5.0;2.0;1.0;2.0;3.0;;2.0;1.0;;1.0;1.0;3003.0;9567.0;8728.0;17547.0;29617.0;17208.0;;;4840.0;5728.0;7239.0;67863.0;;85670.0;;;;;;7.0;31705.0;19730.0;15709.0;18519.0;210.0;74997.0;2585.0;108.0;746.0;1573.0;1024.0;86.0;177.0;3527.0;632.0;5.0;47471.0;38199.0;50689.0;34981.0;;;;;;;;;;;;;;;;;;;;;;;Corse
95;17;1999;FF;746212.0;737108.0;745548.0;745660.0;731126.0;721591.0;751921.0;778825.0;785412.0;793957.0;789288.0;797311.0;801656.0;797946.0;789911.0;774176.0;780333.0;771069.0;738731.0;647892.0;561432.0;496936.0;423180.0;356792.0;311430.0;272367.0;248138.0;232689.0;224025.0;215060.0;213218.0;213460.0;215114.0;216361.0;211764.0;208413.0;199306.0;196621.0;195123.0;193086.0;187588.0;185480.0;185447.0;183779.0;183965.0;182087.0;186407.0;189299.0;195619.0;200710.0;207319.0;216615.0;223485.0;191212.0;204337.0;240440.0;259944.0;272031.0;311136.0;393255.0;472899.0;495420.0;509381.0;513722.0;534899.0;541335.0;550128.0;552284.0;550611.0;527248.0;514731.0;507728.0;493831.0;479840.0;461196.0;448555.0;431485.0;435254.0;419295.0;286997.0;199630.0;170999.0;148928.0;147969.0;236359.0;213619.0;192468.0;161823.0;141570.0;120091.0;99887.0;78545.0;62632.0;48239.0;37078.0;27288.0;19425.0;14101.0;8768.0;17492.0;146110.0;170306.0;511652.0;1299546.0;1335981.0;10780951.0;22637710.0;1591.0;79045.0;21254.0;148195.0;36649663.0;250085.0;3662722.0;5599236.0;88499.0;10780951.0;16518255.0;16466394.0;13253423.0;3651924.0;1771829.0;1756178.0;227821.0;33304621.0;1454997.0;105194.0;141817.0;236602.0;290645.0;186338.0;329453.0;366440.0;107568.0;148252.0;11723718.0;25176030.0;16424536.0;20475212.0;5294.0;3317.0;1947.0;1063.0;734.0;370.0;215.0;94.0;46.0;10.0;30.0;6.0;6.0;7.0;;;;;4.0;;4.0;;faute de frappe
96;0;2006;01;;;;;;;;;;;;;;;42.1733905223;52.197286469400005;155.69611904780004;211.1826333146;453.20760031730003;577.3471261212001;685.6921837783;953.1495230148;1171.484077305199;1559.5145556424;1515.4505722476001;1742.3408637301993;1946.5404988040984;2107.0586715231;2179.098603933;2410.466230637501;2811.429894096004;3204.2787905255027;3237.143562880003;3429.0216492238023;3460.7401559456016;3679.782941930401;3643.708578129601;3803.645450933801;3912.8654605382;4080.2042044408995;3944.2260402743996;4325.632285698703;4334.381638267704;4114.167794523004;4118.917034796503;3974.992309360804;3946.9180409498017;3569.8052291321;3560.3512691356004;3387.321469875604;3381.889489232303;3070.708291991602;3102.5534910495026;3041.5554051701993;2842.132311250401;2582.251460580603;2518.5822331547993;2250.2929236193013;1908.4555072536002;1839.3242505612989;1263.5520095702993;911.4749638321003;729.2371122308001;566.0439357514998;513.1463624224998;223.0216895062;147.51860096640007;130.62971118889996;104.68052918400001;109.84688754299997;80.1621440708;70.2730719205;51.2604791118;55.5728748926;43.520721355800006;31.769831546699997;31.2896312713;34.7849245642;27.896809512799997;17.2437098034;22.948931307299997;17.9775046664;12.4404508298;16.5031649417;9.7379856672;14.0978784403;18.7046523186;12.529316255100001;6.9639976073;8.7786478126;9.085169299899999;6.5030864198;4.992705512500001;;;;2.5799522673;2.5016129032;;3590.8201985889023;12794.733473975766;12048.107709937818;28417.85097011494;44453.33080937989;22849.315700000174;;;6164.612363477023;8465.121480060734;8920.81691029483;100603.60810816282;;124154.15886199402;;;;;;42.1733905223;42099.86948988613;28169.836460041166;24084.11603677313;29758.16348477473;2471.877625514;119493.3116196412;1712.8436108127985;22.4997582962;30.1686419104;28.999432550199998;272.63232551290014;60.798860466799994;17.4590887529;33.4243139677;10.1435845701;;56231.096748018375;67923.06211397845;62638.490182121466;61515.66867987587;5.008704572599999;;;;;;;;;;;;;;;;;;;;;;Guadeloupe
97;1;2006;02;;;;;;;;;;;;;;;74.93563260490001;64.11627192710002;134.24817662579997;258.6589419768;435.5606221018999;563.9347720947002;897.7507717467998;1150.9758704653009;1479.8325130364003;1640.2012140394002;1809.5847519188003;1856.9077047238;2068.9348453613006;2251.5273462753;2352.022270440599;2422.3712181226997;2573.7704893183004;3085.457354863499;3286.941557213599;3532.5699560578996;3861.282886608799;3805.241859772398;3985.6789336051997;4189.671746033299;4038.5992784802015;4457.206375628897;4389.566491145796;4595.402845431299;4415.784513808995;4447.546055847801;4455.667202768902;4388.430629071497;4318.284146497399;4161.490265883602;3930.9854353226015;3765.2176000003005;3955.7997467144996;3649.2356574505984;3261.350452206498;3266.6196746487008;3015.941276467099;2936.6443482170007;2329.476915503499;2183.2877162199006;2026.1001045522007;1742.0764890078;1161.8832900445998;948.6942267228002;713.4599902148001;601.4028104484001;426.82164216480004;197.4994712482;222.31463420569995;127.72270100450001;120.304639376;103.66883351490002;83.02971630020001;78.19536135809999;57.7772154273;49.021256376400004;87.5926817355;51.41103190409999;41.853885574699994;34.073071520999996;28.0004598433;30.390328206699998;25.169494622600002;11.479871209199999;31.655627426199995;16.3652787374;23.187284843799997;4.0426218728;14.310042664400001;4.989226224299999;14.9492436705;10.053479155;5.0797686383;2.4776536313;2.5132450331;7.571616988000001;5.5887647424;;9.0991222093;;;2501.7856181590996;11350.372558591022;13263.806126703696;30965.626453458597;46677.78595283267;28107.16380692526;;;7095.995864834002;9669.035450258421;8722.483405861713;107379.02579571486;;132866.54051666873;;;;;;74.93563260490001;42638.53486152128;32203.597056911392;23873.254281504625;34076.218684128406;1198.4962384174012;129932.92799941325;1214.180576097301;43.2283775932;59.051058381900006;27.4746700631;238.3858841221999;88.0287101122;25.863965809;29.9084130036;4.9946236559;4.0;53392.67471940932;79473.86579726021;66099.37991398212;66767.16060268821;;;;;;;;;;;;;;;;;;;;;;;Martinique
